stuID,schID,gender,pre_region,trans_stu,trans_pa,trans,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
5465,1188,1,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,5,4,3,350,1,1,0,0,0,0,0,0,0,156,0,33.33333333,326,173.3333333
5466,1188,1,4,2,2,0,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,3,4,3,4,2,3,3,2,2,4,4,3,2,-1,5,0,0,0,0,1,0,0,0,154.6666667,0,33.33333333,326,173.3333333
5467,1188,1,4,2,2,0,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,5,4,4,4,4,4,4,300,4,0,0,0,1,0,0,0,0,142.3333333,0,33.33333333,326,173.3333333
5468,1188,2,4,2,2,0,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,300,7,0,0,0,0,0,0,1,0,195,0,33.33333333,326,173.3333333
5469,1188,1,4,2,2,0,5,5,5,5,5,1,1,1,1,2,3,4,3,3,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,3,3,3,4,3,3,3,412,2,0,1,0,0,0,0,0,0,148.3333333,1,33.33333333,326,173.3333333
5470,1188,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,2,3,3,3,4,3,4,3,3,200,4,0,0,0,1,0,0,0,0,219.6666667,0,33.33333333,326,173.3333333
5471,1188,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,3,4,5,5,5,4,2,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,3,4,4,4,3,320,5,0,0,0,0,1,0,0,0,177,0,33.33333333,326,173.3333333
5472,1189,2,4,2,2,0,5,5,5,5,5,4,4,5,5,4,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,2,4,3,4,3,3,3,3,4,4,3,3,3,4,3,4,4,4,3,4,4,3,2,650,1,1,0,0,0,0,0,0,0,185,0,2.222222222,527.1212121,204
5473,1189,1,4,2,2,0,4,4,4,4,3,3,4,3,3,2,4,5,5,5,5,5,4,4,4,4,4,4,-1,-1,-1,-1,-1,3,3,3,3,3,3,4,4,4,3,4,3,3,3,2,3,1,2,3,2,3,3,3,3,2,600,1,1,0,0,0,0,0,0,0,198.3333333,0,2.222222222,527.1212121,204
5474,1189,1,4,2,2,0,4,4,3,4,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,4,3,4,4,3,4,3,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,400,1,1,0,0,0,0,0,0,0,150.3333333,0,2.222222222,527.1212121,204
5475,1189,2,4,2,2,0,3,4,3,4,4,4,4,3,4,3,5,4,4,3,5,5,4,4,4,4,5,5,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,400,1,1,0,0,0,0,0,0,0,220.3333333,1,2.222222222,527.1212121,204
5476,1189,1,4,2,2,0,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,3,4,3,2,2,4,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,4,2,3,3,3,3,450,3,0,0,1,0,0,0,0,0,220.6666667,0,2.222222222,527.1212121,204
5477,1189,1,4,2,2,0,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,3,3,5,4,4,3,4,3,4,4,3,3,5,4,4,4,4,4,3,4,2,4,2,4,3,4,4,4,3,600,5,0,0,0,0,1,0,0,0,175.3333333,0,2.222222222,527.1212121,204
5478,1189,1,4,2,2,0,3,3,2,3,2,2,2,2,2,1,3,3,4,3,3,3,3,3,3,4,2,3,4,4,3,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,150,1,1,0,0,0,0,0,0,0,150,0,2.222222222,527.1212121,204
5479,NA,1,4,NA,NA,0,4,5,5,5,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,4,4,3,4,4,4,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,365,4,0,0,0,1,0,0,0,0,228.6666667,1,#VALUE!,NA,NA
5480,1189,2,4,2,2,0,5,4,4,5,4,5,5,4,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,3,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,2,3,2,350,1,1,0,0,0,0,0,0,0,235,0,2.222222222,527.1212121,204
5481,1189,2,4,2,2,0,5,4,3,5,4,5,5,3,4,3,5,5,5,3,5,5,4,4,2,4,2,5,4,4,4,5,5,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,3,4,3,2,2,3,4,4,1,540,1,1,0,0,0,0,0,0,0,235,2,2.222222222,527.1212121,204
5482,1189,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,3,5,5,3,3,3,5,5,3,500,3,0,0,1,0,0,0,0,0,218,0,2.222222222,527.1212121,204
5483,1189,2,4,2,2,0,5,5,3,4,2,1,3,3,2,4,3,4,4,3,4,4,4,4,5,5,5,5,3,4,5,3,3,2,1,4,2,4,4,3,4,4,3,4,4,4,4,3,3,2,3,2,2,2,3,3,3,2,300,4,0,0,0,1,0,0,0,0,188.6666667,1,2.222222222,527.1212121,204
5484,1189,2,4,2,2,0,2,2,2,2,2,4,4,3,3,3,3,1,2,1,1,3,4,4,4,4,4,4,4,5,1,3,5,1,1,2,1,3,3,2,2,3,2,4,3,4,4,4,4,3,4,4,4,1,4,4,4,1,630,1,1,0,0,0,0,0,0,0,231.3333333,0,2.222222222,527.1212121,204
5485,1189,1,4,2,2,0,5,5,5,4,5,5,5,4,5,2,3,5,5,5,5,4,5,5,5,5,5,3,4,4,3,4,4,3,3,3,4,3,4,4,4,3,2,3,4,4,4,3,4,4,4,4,3,2,4,4,4,3,300,1,1,0,0,0,0,0,0,0,232,0,2.222222222,527.1212121,204
5486,1189,1,4,2,2,0,5,4,4,5,4,4,4,3,4,2,3,5,4,5,5,4,4,4,2,4,3,4,4,4,2,4,3,3,2,3,3,2,3,4,4,4,3,4,4,4,3,3,3,2,3,4,4,3,2,4,4,1,435,1,1,0,0,0,0,0,0,0,233.3333333,0,2.222222222,527.1212121,204
5487,1189,1,4,2,2,0,4,4,4,5,3,3,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,5,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,4,3,4,4,3,3,4,5,4,4,800,3,0,0,1,0,0,0,0,0,210,0,2.222222222,527.1212121,204
5488,1189,1,4,2,2,0,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,3,4,3,3,4,4,3,4,4,4,5,5,5,5,5,5,2,5,5,5,5,380,4,0,0,0,1,0,0,0,0,258.3333333,0,2.222222222,527.1212121,204
5489,1189,1,4,2,2,0,4,4,3,1,3,3,3,1,3,1,3,4,4,4,5,5,3,3,4,4,4,5,3,3,2,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,2,-1,1,1,0,0,0,0,0,0,0,196.6666667,1,2.222222222,527.1212121,204
5490,1189,1,4,2,2,0,3,4,3,5,4,4,3,4,4,4,4,4,4,3,5,3,4,3,3,4,4,4,1,2,1,1,2,3,1,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,4,4,4,4,1,4,2,400,4,0,0,0,1,0,0,0,0,173,1,2.222222222,527.1212121,204
5491,1189,1,4,2,2,0,5,4,4,4,3,3,4,2,4,3,4,5,4,5,5,4,4,4,5,5,4,4,4,4,3,5,4,2,1,1,2,2,3,2,4,4,3,2,3,2,4,4,4,3,4,4,4,3,4,4,4,3,450,2,0,1,0,0,0,0,0,0,171.6666667,0,2.222222222,527.1212121,204
5492,1189,1,4,2,2,0,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,4,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,3,4,3,4,4,5,4,4,5,5,4,700,1,1,0,0,0,0,0,0,0,183.6666667,0,2.222222222,527.1212121,204
5493,1189,2,4,2,2,0,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,2,3,3,4,4,4,3,4,3,4,3,3,4,3,4,3,3,4,2,2,4,4,4,2,480,1,1,0,0,0,0,0,0,0,175.3333333,0,2.222222222,527.1212121,204
5494,2148,1,4,1,1,1,5,5,4,5,5,5,4,3,4,4,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4,5,4,4,4,4,4,3,4,5,4,5,4,5,5,4,400,3,0,0,1,0,0,0,0,0,201,0,#VALUE!,NA,NA
5495,1189,1,4,2,2,0,5,4,3,4,4,5,5,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,3,4,4,4,4,1,1,3,1,2,5,5,4,4,5,4,4,4,3,3,3,600,6,0,0,0,0,0,1,0,0,220.6666667,0,2.222222222,527.1212121,204
5496,1189,1,4,2,2,0,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,2,5,5,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,2,4,3,2,600,4,0,0,0,1,0,0,0,0,172,0,2.222222222,527.1212121,204
5497,2149,1,4,1,1,1,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,2,5,4,4,3,3,4,4,3,2,5,4,3,4,4,3,4,4,3,3,4,4,4,3,280,2,0,1,0,0,0,0,0,0,201.6666667,1,#VALUE!,NA,NA
5498,1189,2,4,2,2,0,5,4,4,5,4,5,5,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,3,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,800,5,0,0,0,0,1,0,0,0,229,0,2.222222222,527.1212121,204
5499,1189,2,4,2,2,0,5,4,4,5,4,3,5,3,5,3,5,4,3,2,4,3,2,3,2,2,1,1,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,4,2,5,4,2,1500,5,0,0,0,0,1,0,0,0,187.6666667,0,2.222222222,527.1212121,204
5500,1189,1,4,2,2,0,5,5,5,5,5,4,4,3,4,3,4,5,5,5,5,4,5,5,4,4,5,5,5,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,350,1,1,0,0,0,0,0,0,0,182,0,2.222222222,527.1212121,204
5501,1189,1,4,2,2,0,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,4,4,3,5,4,3,3,3,3,4,2,3,4,3,2,4,4,4,3,4,4,3,3,500,6,0,0,0,0,0,1,0,0,244.3333333,0,2.222222222,527.1212121,204
5502,1189,1,4,2,2,0,4,4,4,5,4,4,4,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,2,350,1,1,0,0,0,0,0,0,0,228.6666667,0,2.222222222,527.1212121,204
5503,1189,2,4,2,2,0,5,4,4,5,4,5,4,4,4,5,5,4,3,4,5,3,3,3,3,3,3,3,4,3,4,4,4,3,2,3,2,3,4,4,4,4,3,4,3,3,3,2,2,2,2,2,2,2,2,4,3,2,300,1,1,0,0,0,0,0,0,0,197.3333333,1,2.222222222,527.1212121,204
5504,1189,2,4,2,2,0,4,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,5,3,4,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,3,3,3,3,1,450,4,0,0,0,1,0,0,0,0,202,0,2.222222222,527.1212121,204
5505,1189,2,4,2,2,0,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,3,3,4,4,3,3,4,5,4,1,800,3,0,0,1,0,0,0,0,0,237.3333333,1,2.222222222,527.1212121,204
5506,1189,2,4,2,2,0,5,4,3,4,3,3,3,2,3,2,5,5,4,3,5,3,4,4,4,4,3,4,4,4,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,500,1,1,0,0,0,0,0,0,0,204,0,2.222222222,527.1212121,204
5507,2157,1,4,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,5,4,5,4,4,5,5,4,4,3,4,4,4,5,4,5,5,4,3,4,5,5,5,5,4,600,1,1,0,0,0,0,0,0,0,190.3333333,1,#VALUE!,NA,NA
5508,1189,2,4,2,2,0,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,3,5,5,4,4,3,3,3,4,4,3,4,3,4,4,3,4,1,2,2,4,3,3,3,4,5,4,2,650,1,1,0,0,0,0,0,0,0,174,0,2.222222222,527.1212121,204
5509,2150,1,4,1,1,1,5,5,5,5,4,4,4,3,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,4,4,5,5,3,810,5,0,0,0,0,1,0,0,0,172.3333333,0,#VALUE!,NA,NA
5511,1189,1,4,2,2,0,4,5,4,4,5,4,3,2,4,4,4,3,3,3,4,4,3,3,3,4,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,3,4,3,480,4,0,0,0,1,0,0,0,0,215,0,2.222222222,527.1212121,204
5512,1189,2,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,#DIV/0!,NA,2.222222222,527.1212121,204
5513,1190,1,4,2,2,0,5,4,4,5,5,4,5,4,4,5,5,5,5,4,5,5,4,5,4,5,5,5,4,4,3,4,3,5,5,3,4,4,4,4,3,4,3,4,4,3,4,4,4,5,5,5,3,3,2,4,4,2,380,1,1,0,0,0,0,0,0,0,231.3333333,0,1.639344262,490.3243243,199.3243243
5514,1190,1,4,2,2,0,5,3,3,4,2,2,2,3,3,3,4,5,4,5,5,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,355,-5,0,0,0,0,0,0,0,0,157,1,1.639344262,490.3243243,199.3243243
5515,1190,1,4,2,NA,0,5,4,4,5,4,5,3,2,3,2,5,5,5,5,5,5,4,4,4,4,4,4,5,4,2,5,3,5,5,3,3,2,4,4,3,5,3,4,4,4,5,5,4,2,5,5,5,4,5,5,5,3,350,1,1,0,0,0,0,0,0,0,219.6666667,1,1.639344262,490.3243243,199.3243243
5516,1190,2,4,2,2,0,2,3,5,2,2,1,1,1,1,1,1,4,4,3,4,3,4,4,5,4,5,4,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,3,4,3,2,3,3,4,3,400,1,1,0,0,0,0,0,0,0,207,0,1.639344262,490.3243243,199.3243243
5517,1190,1,4,2,2,0,5,4,5,5,3,4,3,3,3,3,4,5,4,4,4,4,4,3,4,4,3,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,3,2,5,1,2,3,1,200,5,0,0,0,0,1,0,0,0,187.6666667,0,1.639344262,490.3243243,199.3243243
5518,1190,1,4,2,2,0,5,5,5,4,4,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,5,4,3,3,4,3,3,3,3,4,4,4,4,3,3,2,2,3,4,3,3,3,4,3,4,4,4,3,4,4,4,3,500,6,0,0,0,0,0,1,0,0,204.6666667,0,1.639344262,490.3243243,199.3243243
5519,1190,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,3,5,4,4,4,3,4,4,4,4,5,5,4,4,5,4,3,4,4,3,4,550,6,0,0,0,0,0,1,0,0,238.3333333,0,1.639344262,490.3243243,199.3243243
5520,1190,1,4,2,2,0,5,4,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,500,1,1,0,0,0,0,0,0,0,201.6666667,1,1.639344262,490.3243243,199.3243243
5521,1190,1,4,2,2,0,4,4,3,5,4,4,3,4,5,5,5,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,3,3,2,3,4,4,3,4,3,3,3,3,4,4,4,3,3,2,3,2,2,3,3,4,3,3,400,1,1,0,0,0,0,0,0,0,171.6666667,0,1.639344262,490.3243243,199.3243243
5522,1190,1,4,2,2,0,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,3,3,4,4,4,4,5,4,5,4,4,3,3,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,500,2,0,1,0,0,0,0,0,0,138,0,1.639344262,490.3243243,199.3243243
5523,1190,1,4,2,2,0,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,5,4,5,4,4,4,4,4,2,600,3,0,0,1,0,0,0,0,0,215.6666667,1,1.639344262,490.3243243,199.3243243
5524,1190,2,4,2,2,0,4,4,5,5,5,5,5,4,4,5,4,4,4,3,4,3,3,4,3,3,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,2,4,5,4,4,500,1,1,0,0,0,0,0,0,0,191.6666667,0,1.639344262,490.3243243,199.3243243
5525,1190,1,4,2,2,0,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,400,1,1,0,0,0,0,0,0,0,197,0,1.639344262,490.3243243,199.3243243
5526,1190,1,4,2,2,0,4,5,4,4,4,4,4,3,4,3,4,5,5,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,500,1,1,0,0,0,0,0,0,0,198.6666667,0,1.639344262,490.3243243,199.3243243
5527,1190,2,4,2,2,0,4,4,4,5,4,4,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,3,2,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,2,3,4,4,4,2,430,1,1,0,0,0,0,0,0,0,193.3333333,0,1.639344262,490.3243243,199.3243243
5528,1190,1,4,2,2,0,4,4,4,4,4,4,4,3,4,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,4,3,4,4,4,4,200,4,0,0,0,1,0,0,0,0,164,0,1.639344262,490.3243243,199.3243243
5529,1190,2,4,2,2,0,5,4,4,4,4,4,4,3,4,3,3,5,4,5,5,4,3,4,3,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,4,4,3,2,2,3,3,3,2,150,-5,0,0,0,0,0,0,0,0,197.3333333,0,1.639344262,490.3243243,199.3243243
5530,1190,2,4,2,2,0,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,4,4,3,2,3,2,1,450,1,1,0,0,0,0,0,0,0,183.6666667,0,1.639344262,490.3243243,199.3243243
5531,1190,2,4,2,2,0,4,4,3,3,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,3,4,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,2,1,1,5,5,4,2,3000,3,0,0,1,0,0,0,0,0,236,0,1.639344262,490.3243243,199.3243243
5532,1190,1,4,2,2,0,4,4,5,5,5,3,4,3,4,3,4,5,4,5,5,5,4,3,5,5,5,5,4,5,4,3,4,4,5,4,4,4,4,3,4,4,3,4,3,4,4,3,3,2,4,3,4,4,4,3,4,4,500,1,1,0,0,0,0,0,0,0,205,0,1.639344262,490.3243243,199.3243243
5533,1190,2,4,2,2,0,4,4,3,4,4,3,3,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,2,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,2,600,1,1,0,0,0,0,0,0,0,181.3333333,0,1.639344262,490.3243243,199.3243243
5534,1190,1,4,2,2,0,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,1,4,2,4,3,1,400,1,1,0,0,0,0,0,0,0,185.6666667,0,1.639344262,490.3243243,199.3243243
5535,1190,1,4,2,2,0,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,3,2,4,4,4,2,300,5,0,0,0,0,1,0,0,0,182,0,1.639344262,490.3243243,199.3243243
5536,1190,1,4,2,2,0,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,2,4,2,3,3,2,3,4,3,3,3,4,2,3,4,4,3,4,4,3,4,400,4,0,0,0,1,0,0,0,0,193.3333333,0,1.639344262,490.3243243,199.3243243
5537,1190,1,4,2,2,0,4,4,5,5,3,4,4,3,4,4,5,5,5,5,4,4,4,5,3,5,2,5,5,3,4,4,3,4,4,5,5,3,5,4,4,4,4,5,5,5,4,3,4,3,3,3,4,3,5,4,3,3,475,1,1,0,0,0,0,0,0,0,167,0,1.639344262,490.3243243,199.3243243
5538,1190,2,4,2,2,0,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,2,1,2,2,2,3,2,4,3,1,180,1,1,0,0,0,0,0,0,0,201,0,1.639344262,490.3243243,199.3243243
5539,1190,1,4,2,2,0,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,4,4,4,4,4,4,5,4,4,5,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,600,1,1,0,0,0,0,0,0,0,167.6666667,0,1.639344262,490.3243243,199.3243243
5540,1190,2,4,2,2,0,4,4,4,5,4,3,3,3,3,5,4,5,4,4,5,4,3,4,4,4,4,4,4,5,5,4,4,5,5,4,5,4,4,5,5,5,1,5,5,3,3,4,4,3,4,5,5,3,4,5,3,3,512,3,0,0,1,0,0,0,0,0,236.3333333,1,1.639344262,490.3243243,199.3243243
5541,1190,1,4,2,2,0,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,5,5,4,4,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,4,4,2,3,4,4,4,1,300,-5,0,0,0,0,0,0,0,0,209.6666667,0,1.639344262,490.3243243,199.3243243
5542,1190,1,4,2,2,0,4,4,4,5,4,4,4,3,3,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,4,4,4,5,4,4,3,1,700,7,0,0,0,0,0,0,1,0,199.3333333,0,1.639344262,490.3243243,199.3243243
5543,1190,1,4,2,2,0,5,4,5,5,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,5,5,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,2,4,3,2,300,4,0,0,0,1,0,0,0,0,210,1,1.639344262,490.3243243,199.3243243
5544,2148,1,4,1,1,1,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,4,5,5,4,4,460,3,0,0,1,0,0,0,0,0,217.3333333,0,#VALUE!,NA,NA
5545,1190,2,4,2,2,0,4,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,5,4,4,5,3,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,2,3,4,4,3,4,4,3,2,310,1,1,0,0,0,0,0,0,0,230,0,1.639344262,490.3243243,199.3243243
5546,1190,2,4,2,2,0,4,4,4,5,4,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,3,4,4,4,3,3,4,3,4,500,3,0,0,1,0,0,0,0,0,251.3333333,0,1.639344262,490.3243243,199.3243243
