stuID,schID,gender,pre_region,trans_stu,trans_pa,trans,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
1964,1056,1,2,2,2,0,3,4,3,3,3,3,3,3,3,3,3,5,5,4,5,5,3,3,4,3,3,4,2,2,2,2,2,2,2,4,4,3,4,4,4,2,4,4,2,4,3,4,4,2,4,4,3,4,2,5,4,4,350,1,1,0,0,0,0,0,0,0,142.6666667,0,8.108108108,324.6666667,189.0900901
1965,1056,1,2,2,2,0,5,5,5,5,5,4,5,2,4,-1,3,5,4,4,4,4,4,4,3,4,3,4,4,4,3,4,5,3,4,5,3,3,4,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,4,4,4,5,253,1,1,0,0,0,0,0,0,0,172.6666667,0,8.108108108,324.6666667,189.0900901
1966,1056,1,2,2,2,0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,300,1,1,0,0,0,0,0,0,0,159.3333333,0,8.108108108,324.6666667,189.0900901
1967,1056,1,2,2,2,0,4,3,4,4,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,3,3,3,2,3,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,2,3,4,4,3,300,1,1,0,0,0,0,0,0,0,167,1,8.108108108,324.6666667,189.0900901
1968,1056,1,2,2,2,0,4,4,4,4,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,4,4,5,4,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,4,4,3,3,500,1,1,0,0,0,0,0,0,0,180.3333333,1,8.108108108,324.6666667,189.0900901
1969,1056,1,2,2,2,0,5,4,5,5,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3,3,4,3,4,4,4,3,3,4,4,4,200,5,0,0,0,0,1,0,0,0,183.3333333,0,8.108108108,324.6666667,189.0900901
1970,1056,2,2,2,2,0,5,5,4,5,5,4,4,3,4,4,4,5,5,4,5,5,4,4,3,4,4,4,4,4,3,4,4,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,4,3,3,4,4,4,4,5,5,2,300,1,1,0,0,0,0,0,0,0,204,0,8.108108108,324.6666667,189.0900901
1971,1057,2,2,2,2,0,3,4,4,4,3,4,3,3,3,2,2,5,4,4,4,4,4,5,5,5,5,5,3,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,400,1,1,0,0,0,0,0,0,0,222,0,5.555555556,407,193.8452381
1972,1057,2,2,2,2,0,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,3,3,3,4,3,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,2,3,2,3,3,1,250,8,0,0,0,0,0,0,0,1,199,1,5.555555556,407,193.8452381
1973,1057,1,2,2,2,0,5,4,3,5,4,4,3,2,2,4,1,5,5,4,5,5,4,4,4,4,5,5,2,3,4,3,5,4,4,3,4,4,4,3,3,4,2,4,4,3,3,3,2,2,1,2,4,2,4,3,4,1,250,1,1,0,0,0,0,0,0,0,245.3333333,1,5.555555556,407,193.8452381
1974,1057,2,2,2,2,0,5,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,5,3,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,300,1,1,0,0,0,0,0,0,0,183.3333333,0,5.555555556,407,193.8452381
1975,1057,2,2,2,2,0,5,3,4,4,3,3,3,3,3,4,2,5,3,3,5,4,3,3,2,3,3,3,4,5,5,3,2,3,2,4,3,3,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,2,4,3,3,2,250,1,1,0,0,0,0,0,0,0,230,0,5.555555556,407,193.8452381
1976,1057,1,2,2,2,0,5,5,4,5,4,5,4,3,3,3,3,5,4,3,4,-1,4,4,4,4,3,4,5,3,3,3,3,2,1,4,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,2,530,3,0,0,1,0,0,0,0,0,202,0,5.555555556,407,193.8452381
1977,1057,2,2,2,2,0,4,4,4,4,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,5,5,3,3,4,4,5,3,1,4,3,3,4,2,2,3,3,2,2,3,4,3,4,3,4,4,4,3,4,5,5,4,800,5,0,0,0,0,1,0,0,0,158.3333333,0,5.555555556,407,193.8452381
1978,1057,1,2,2,2,0,4,5,5,5,5,4,3,4,5,4,3,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,3,3,4,5,4,4,3,3,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,196.6666667,0,5.555555556,407,193.8452381
1979,1057,2,2,2,2,0,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,2,2,4,4,3,4,4,3,4,4,4,4,3,4,3,3,1,3,2,4,2,4,5,3,4,400,1,1,0,0,0,0,0,0,0,171.3333333,0,5.555555556,407,193.8452381
1980,1057,1,2,2,2,0,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,3,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,5,5,4,5,4,5,4,4,5,3,5,4,4,4,4,4,4,4,4,3,1200,1,1,0,0,0,0,0,0,0,180.6666667,0,5.555555556,407,193.8452381
1981,1057,2,2,2,2,0,5,5,5,5,5,5,5,-1,4,4,5,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,400,1,1,0,0,0,0,0,0,0,228,0,5.555555556,407,193.8452381
1982,1057,1,2,2,2,0,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,4,4,3,3,4,4,2,2,3,1,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,3,3,4,4,2,470,1,1,0,0,0,0,0,0,0,166.6666667,0,5.555555556,407,193.8452381
1983,1057,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,3,3,4,4,3,450,6,0,0,0,0,0,1,0,0,220.6666667,0,5.555555556,407,193.8452381
1984,1057,1,2,2,2,0,4,3,5,5,2,3,3,3,3,3,3,5,5,4,4,4,4,3,3,3,4,3,3,3,5,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,500,1,1,0,0,0,0,0,0,0,212.3333333,0,5.555555556,407,193.8452381
1985,1057,2,2,2,2,0,5,4,4,4,4,5,4,4,4,3,3,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,2,2,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,2,2,2,3,4,4,2,250,1,1,0,0,0,0,0,0,0,213.6666667,0,5.555555556,407,193.8452381
1986,2065,2,2,1,1,1,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,5,5,4,1,3000,4,0,0,0,1,0,0,0,0,240,0,#VALUE!,NA,NA
1987,1057,1,2,2,2,0,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,4,3,3,3,4,4,4,4,4,4,4,4,3,2,4,4,3,2,2,4,4,3,3,250,6,0,0,0,0,0,1,0,0,208,0,5.555555556,407,193.8452381
1988,1057,2,2,2,2,0,5,3,4,5,5,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,1,1,5,3,3,5,4,2,2,2,2,2,3,4,4,4,3,4,2,3,4,5,4,5,4,4,5,5,5,4,3,2,400,3,0,0,1,0,0,0,0,0,191.3333333,0,5.555555556,407,193.8452381
1989,1057,2,2,2,2,0,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,3,5,4,4,4,3,4,4,4,4,3,2,2,3,4,4,4,2,3,3,2,560,1,1,0,0,0,0,0,0,0,218,0,5.555555556,407,193.8452381
1990,1057,2,2,2,2,0,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,600,1,1,0,0,0,0,0,0,0,171.6666667,0,5.555555556,407,193.8452381
1991,1057,1,2,2,2,0,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,4,3,4,2,4,4,4,4,3,4,2,3,3,2,2,2,3,4,2,180,1,1,0,0,0,0,0,0,0,190.6666667,1,5.555555556,407,193.8452381
1992,1057,2,2,2,2,0,4,3,3,4,3,3,3,2,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,5,3,4,4,4,3,3,3,3,3,3,3,3,3,4,1,4,4,4,3,3,4,4,3,416,1,1,0,0,0,0,0,0,0,206,0,5.555555556,407,193.8452381
1993,2058,1,2,1,1,1,5,4,5,3,4,4,3,-5,5,4,3,5,5,4,5,4,5,4,4,5,5,4,2,3,4,3,2,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,5,-1,4,4,2,500,6,0,0,0,0,0,1,0,0,167,0,#VALUE!,NA,NA
1994,1057,2,2,2,2,0,4,5,3,4,5,3,3,3,3,3,5,5,5,3,5,5,3,2,1,3,1,5,1,1,1,2,1,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2,3,2,3,4,3,3,3,2,500,1,1,0,0,0,0,0,0,0,138.6666667,0,5.555555556,407,193.8452381
1995,1057,1,2,2,2,0,3,3,3,4,3,3,3,4,3,3,3,4,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,2,2,3,2,3,4,2,310,1,1,0,0,0,0,0,0,0,135.6666667,0,5.555555556,407,193.8452381
1996,1057,2,2,2,2,0,5,3,3,4,3,3,3,4,3,4,-1,5,3,3,4,3,4,4,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,150,1,1,0,0,0,0,0,0,0,174,0,5.555555556,407,193.8452381
1997,1057,2,2,2,NA,0,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,2,1,4,3,3,2,200,1,1,0,0,0,0,0,0,0,200,3,5.555555556,407,193.8452381
1998,1057,2,2,2,2,0,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,4,2,4,4,3,3,4,4,3,3,3,4,3,3,3,2,4,3,3,3,2,100,1,1,0,0,0,0,0,0,0,173.3333333,0,5.555555556,407,193.8452381
1999,2061,2,2,1,1,1,5,4,3,5,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,360,6,0,0,0,0,0,1,0,0,232.3333333,0,#VALUE!,NA,NA
2000,1057,1,2,2,2,0,4,4,3,5,4,4,4,5,5,5,5,3,3,3,3,3,3,4,4,3,5,3,5,5,3,5,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,4,4,2,600,1,1,0,0,0,0,0,0,0,170.6666667,1,5.555555556,407,193.8452381
2001,1057,1,2,2,2,0,4,3,3,4,3,3,4,3,4,4,4,3,3,3,3,3,5,4,4,4,4,5,4,3,3,4,3,4,4,5,4,4,4,4,4,3,3,4,3,4,4,5,4,3,4,4,3,2,4,4,3,1,180,1,1,0,0,0,0,0,0,0,219.6666667,1,5.555555556,407,193.8452381
2002,1058,1,2,2,2,0,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,5,5,5,3,5,4,4,4,3,4,5,4,4,3,2,3,4,3,4,1,-1,4,3,3,400,1,1,0,0,0,0,0,0,0,189.6666667,0,0,448.90625,193.8181818
2003,1058,1,2,2,2,0,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,500,1,1,0,0,0,0,0,0,0,199.6666667,0,0,448.90625,193.8181818
2004,1058,1,2,2,2,0,4,5,5,4,5,5,4,3,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,5,4,5,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,5,3,4,5,3,3,3,4,4,1,375,4,0,0,0,1,0,0,0,0,222.3333333,0,0,448.90625,193.8181818
2005,1058,2,2,2,2,0,5,5,5,5,5,4,5,-1,5,1,1,5,5,5,5,5,4,4,2,4,3,4,5,5,5,5,5,5,5,5,4,4,4,3,2,2,3,3,5,5,4,3,2,2,4,4,3,2,4,3,2,4,800,4,0,0,0,1,0,0,0,0,231.3333333,0,0,448.90625,193.8181818
2006,1058,1,2,2,2,0,5,5,5,5,5,4,4,4,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,3,1,1,4,3,3,5,5,3,3,5,5,4,5,3,3,1,250,1,1,0,0,0,0,0,0,0,200.3333333,0,0,448.90625,193.8181818
2007,1058,1,2,2,2,0,5,5,5,5,5,4,3,4,4,4,5,5,3,4,5,4,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,4,4,3,3,5,4,4,4,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,500,3,0,0,1,0,0,0,0,0,188.3333333,0,0,448.90625,193.8181818
2008,1058,1,2,2,2,0,4,4,4,4,5,4,4,4,4,3,4,5,5,5,5,5,4,5,4,5,5,5,4,4,3,4,4,4,3,4,3,2,3,3,3,2,1,2,5,3,3,3,4,2,4,3,2,2,3,4,4,3,600,2,0,1,0,0,0,0,0,0,222,0,0,448.90625,193.8181818
2009,1058,1,2,2,2,0,3,4,3,4,3,4,4,4,4,4,4,5,5,4,5,5,3,3,4,4,4,4,4,3,2,3,4,4,2,3,3,3,4,3,3,3,3,4,4,3,3,2,3,2,2,3,2,2,2,4,3,2,350,1,1,0,0,0,0,0,0,0,161.3333333,0,0,448.90625,193.8181818
2010,1058,1,2,2,2,0,4,4,3,4,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,5,5,5,4,3,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,2,4,5,4,2,400,1,1,0,0,0,0,0,0,0,158,1,0,448.90625,193.8181818
2011,1058,1,2,2,2,0,3,2,2,2,3,2,2,4,2,4,3,3,2,2,2,3,3,3,2,3,3,2,4,4,2,4,4,3,2,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,3,3,1,250,1,1,0,0,0,0,0,0,0,172.6666667,1,0,448.90625,193.8181818
2012,1058,1,2,2,2,0,3,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,5,4,3,4,3,3,3,3,3,4,4,4,4,3,2,4,4,3,3,4,4,4,2,350,6,0,0,0,0,0,1,0,0,149.3333333,0,0,448.90625,193.8181818
2013,1058,1,2,2,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,5,4,3,3,3,2,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,3,2,3,2,300,1,1,0,0,0,0,0,0,0,203.3333333,0,0,448.90625,193.8181818
2014,1058,1,2,2,2,0,5,5,3,5,4,4,4,4,4,3,5,5,4,5,5,5,4,4,4,4,4,4,4,4,3,5,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,3,4,4,3,3,4,500,1,1,0,0,0,0,0,0,0,166.3333333,0,0,448.90625,193.8181818
2015,1058,2,2,2,2,0,5,4,4,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,2,2,4,1,580,1,1,0,0,0,0,0,0,0,185,0,0,448.90625,193.8181818
2016,1058,2,2,2,2,0,5,5,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,3,4,1,3,5,4,3,4,4,4,5,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,800,1,1,0,0,0,0,0,0,0,197.3333333,0,0,448.90625,193.8181818
2017,1058,2,2,2,NA,0,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,4,4,4,4,5,4,5,5,5,5,5,3,3,3,3,3,3,4,3,5,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,1,300,1,1,0,0,0,0,0,0,0,236.6666667,0,0,448.90625,193.8181818
2018,1058,1,2,2,2,0,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,5,4,5,5,5,5,4,4,4,3,3,5,4,3,4,3,3,4,4,5,3,5,5,4,4,450,4,0,0,0,1,0,0,0,0,195,0,0,448.90625,193.8181818
2019,1058,1,2,2,2,0,3,5,4,4,4,3,2,2,3,3,4,4,4,4,4,4,3,3,2,4,2,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,3,4,4,4,1,500,1,1,0,0,0,0,0,0,0,211,0,0,448.90625,193.8181818
2020,1058,1,2,2,2,0,5,4,4,5,4,4,3,1,4,1,5,5,5,4,5,5,5,5,4,5,2,4,4,5,2,3,5,4,5,4,4,4,4,4,4,4,3,3,4,4,4,2,3,2,4,4,4,2,4,5,4,2,330,1,1,0,0,0,0,0,0,0,155,2,0,448.90625,193.8181818
2021,1058,1,2,2,2,0,5,5,5,5,5,4,4,1,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,500,1,1,0,0,0,0,0,0,0,201,1,0,448.90625,193.8181818
2022,1058,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,3,4,4,3,4,5,4,4,2,2,1,3,4,3,3,3,2,3,1,420,1,1,0,0,0,0,0,0,0,177,0,0,448.90625,193.8181818
2023,1058,1,2,2,2,0,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,3,3,4,4,2,-1,1,1,0,0,0,0,0,0,0,176.3333333,1,0,448.90625,193.8181818
2024,1058,2,2,2,2,0,5,4,4,5,4,4,4,3,4,3,3,5,4,4,5,4,3,4,4,4,4,4,3,3,2,3,3,4,4,3,3,3,4,4,3,4,3,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,450,1,1,0,0,0,0,0,0,0,182.6666667,1,0,448.90625,193.8181818
2025,1058,2,2,2,2,0,5,5,4,5,5,5,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,4,3,3,4,4,4,4,2,4,3,3,3,4,3,2,4,4,4,3,3,4,3,3,390,1,1,0,0,0,0,0,0,0,240,0,0,448.90625,193.8181818
2026,1058,2,2,2,2,0,4,5,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,5,5,4,4,5,4,5,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,3,4,4,4,4,2,4,4,4,4,300,1,1,0,0,0,0,0,0,0,240.3333333,0,0,448.90625,193.8181818
2027,NA,2,2,NA,NA,0,5,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,3,3,4,3,3,4,3,3,3,3,4,3,3,5,5,5,5,5,5,3,5,4,4,4,500,1,1,0,0,0,0,0,0,0,254.3333333,0,#VALUE!,NA,NA
2028,1058,1,2,2,2,0,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,300,1,1,0,0,0,0,0,0,0,197,0,0,448.90625,193.8181818
2029,1058,1,2,2,2,0,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,2,3,3,4,4,4,300,4,0,0,0,1,0,0,0,0,241.6666667,0,0,448.90625,193.8181818
2030,1058,1,2,2,2,0,4,4,4,5,4,3,3,1,2,-1,-1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,420,3,0,0,1,0,0,0,0,0,201.6666667,0,0,448.90625,193.8181818
2031,1058,1,2,2,2,0,4,3,4,5,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,1,1,5,5,4,1,700,4,0,0,0,1,0,0,0,0,160.6666667,0,0,448.90625,193.8181818
2032,1058,1,2,2,2,0,4,4,4,4,5,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4,5,3,4,4,4,5,4,4,5,4,4,4,2,5,4,3,3,350,7,0,0,0,0,0,0,1,0,170.3333333,0,0,448.90625,193.8181818
2033,1058,1,2,2,2,0,5,4,5,5,3,3,3,3,3,3,3,5,5,5,5,4,4,4,3,3,3,4,3,1,3,3,3,5,5,4,4,3,3,3,3,4,4,5,3,3,4,3,3,1,3,3,4,4,4,4,4,4,500,5,0,0,0,0,1,0,0,0,171.3333333,0,0,448.90625,193.8181818
2034,1058,1,2,2,2,0,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,3,3,5,5,5,5,4,5,4,800,4,0,0,0,1,0,0,0,0,190,0,0,448.90625,193.8181818
2035,1058,2,2,2,2,0,4,4,4,4,3,3,3,3,1,1,3,3,3,4,3,3,4,4,3,3,2,4,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,2,400,1,1,0,0,0,0,0,0,0,201.3333333,0,0,448.90625,193.8181818
2036,1059,1,2,2,2,0,5,4,4,5,5,5,4,3,4,3,4,5,5,3,5,4,5,5,3,5,2,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,3,4,5,4,3,400,1,1,0,0,0,0,0,0,0,236.3333333,1,2.721088435,500.3125,216.03125
2037,1059,1,2,2,2,0,4,4,4,4,4,4,4,3,3,3,3,4,5,5,5,5,4,4,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,5,4,4,5,5,3,4,4,4,3,480,1,1,0,0,0,0,0,0,0,244,1,2.721088435,500.3125,216.03125
2038,1059,2,2,2,2,0,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,3,4,4,4,3,2,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,300,1,1,0,0,0,0,0,0,0,235,0,2.721088435,500.3125,216.03125
2039,1059,2,2,2,2,0,4,4,4,4,4,3,4,3,3,3,4,5,4,4,4,5,4,5,2,5,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,3,2,450,1,1,0,0,0,0,0,0,0,239,1,2.721088435,500.3125,216.03125
2040,1059,1,2,2,2,0,5,5,3,5,2,3,2,4,3,3,5,4,-1,-1,4,4,3,3,3,3,3,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,800,1,1,0,0,0,0,0,0,0,179.6666667,0,2.721088435,500.3125,216.03125
2041,1059,1,2,2,2,0,3,3,4,4,4,3,3,2,3,1,3,3,3,3,4,3,1,1,1,1,1,1,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,2,2,2,4,4,1,820,4,0,0,0,1,0,0,0,0,213.6666667,0,2.721088435,500.3125,216.03125
2042,1059,1,2,2,2,0,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1000,4,0,0,0,1,0,0,0,0,232,0,2.721088435,500.3125,216.03125
2043,2003,2,2,1,1,1,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,4,4,2,3,4,4,4,1,600,3,0,0,1,0,0,0,0,0,222.6666667,0,#VALUE!,NA,NA
2044,1059,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,4,4,4,4,3,4,3,4,3,3,4,3,3,1,4,4,4,4,4,4,4,3,500,3,0,0,1,0,0,0,0,0,251.3333333,0,2.721088435,500.3125,216.03125
2045,2211,1,2,1,1,1,5,5,5,5,1,1,1,1,1,1,3,4,3,3,3,2,3,3,3,3,3,3,1,1,5,1,1,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,2,3,3,2,2,2,3,3,3,200,1,1,0,0,0,0,0,0,0,158,0,#VALUE!,NA,NA
