"","stuID","schID","gender","trans_stu","transe_pa","transe_re","transe_re_etc","pre_frendship_1","pre_frendship_2","pre_frendship_3","pre_frendship_4","pre_frendship_5","post_frendship_1","post_frendship_2","post_frendship_3","post_frendship_4","post_frendship_5","post_frendship_6","satisfac_stu_1","satisfac_stu_2","satisfac_stu_3","satisfac_stu_4","satisfac_stu_5","satisfac_pa_safety_1","satisfac_pa_safety_2","satisfac_pa_safety_3","satisfac_pa_safety_4","satisfac_pa_safety_5","satisfac_pa_safety_6","satisfac_pa_edu_1","satisfac_pa_edu_2","satisfac_pa_edu_3","satisfac_pa_edu_4","satisfac_pa_edu_5","satisfac_pa_edu_6","satisfac_pa_edu_7","satisfac_pa_edu_8","enthu_pa_1","enthu_pa_2","enthu_pa_3","enthu_pa_4","enthu_pa_5","tutoring_hakwon","tutoring_private","tutoring_online","SES","prefer_Hsch_dum_1","prefer_Hsch_dum_2","prefer_Hsch_dum_3","prefer_Hsch_dum_4","prefer_Hsch_dum_5","prefer_Hsch_dum_6","prefer_Hsch_dum_7","prefer_Hsch_dum_8","prefer_Hsch_dum_9","prefer_Hsch_dum_10","academic_abil","regional_scale","multicultur_per","L2Y3_REG","L2Y3DB2_2_2","L2Y3DB2_3_1","L2Y3DB2_3_2"
"1335",1359,4583,2,2,2,NA,NA,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,21,1,0,2000,0,0,0,0,0,0,0,1,0,0,"284.3333333",NA,NA,1,341,2,0
"1336",1360,4587,2,2,2,NA,NA,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,9,0,0,-1,0,0,1,0,0,0,0,0,0,0,"262",NA,NA,1,296,0,0
"1337",1361,4583,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,9,-5,-5,500,0,0,0,0,0,0,0,1,0,0,"273.6666667",NA,NA,1,341,2,0
"1338",1362,4679,2,2,2,NA,NA,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,0,3,-4,500,1,0,0,0,0,0,0,0,0,0,"209.6666667",NA,NA,1,198,0,0
"1339",1363,4618,1,2,2,NA,NA,5,5,5,5,5,4,5,3,4,3,5,5,5,4,4,5,5,5,5,5,4,4,3,3,3,3,4,3,4,3,5,4,4,4,5,16,0,-2,1000,0,0,0,0,0,0,0,1,0,0,"258.6666667",NA,NA,1,455,0,0
"1340",1364,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1341",1365,4841,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,5,5,4,4,5,5,5,5,5,21,0,0,400,0,0,0,1,0,0,0,0,0,0,"283.3333333",NA,NA,2,399,5,0
"1342",1366,4570,2,2,2,NA,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,3,4,4,4,3,4,2,3,4,4,5,4,5,5,0,0,10,300,0,0,1,0,0,0,0,0,0,0,"261.3333333",NA,NA,1,324,0,0
"1343",1367,4583,2,2,2,NA,NA,5,5,5,5,4,4,4,4,4,4,4,5,4,3,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,5,4,5,5,0,0,2000,0,0,1,0,0,0,0,0,0,0,"222",NA,NA,1,341,2,0
"1344",1368,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1345",1369,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1346",1370,5281,1,NA,NA,NA,NA,5,5,4,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,3,3,4,3,2,2,3,3,2,2,3,3,4,3,3,3,4,3,0,11,0,450,0,0,0,1,0,0,0,0,0,0,"226.3333333",NA,NA,3,40,0,0
"1347",1371,5209,1,1,1,1,NA,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,4,3,4,5,5,3,5,5,5,3,3,4,1,1,1,-5,-5,1,500,1,0,0,0,0,0,0,0,0,0,"280.6666667",NA,NA,3,272,0,0
"1348",1372,4575,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,4,3,4,5,4,4,4,3,4,3,3,3,3,4,3,4,4,4,5,4,5,5,12,-5,-5,2000,0,0,0,0,0,0,0,1,0,0,"227",NA,NA,1,291,0,0
"1349",1373,4678,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,2,3,4,-5,-5,-5,2500,0,0,0,0,0,0,0,1,0,0,"263.6666667",NA,NA,1,214,2,0
"1350",1374,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1351",1375,4581,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,3,1,1,1,2,4,3,1,3,4,5,5,4,4,4,25,-5,-3.5,700,0,0,1,0,0,0,0,0,0,0,"289",NA,NA,1,246,0,0
"1352",1376,4587,1,2,2,NA,NA,5,4,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,3,3,5,4,4,3,3,4,3,4,4,3,3,4,5,5,3,5,-5,14,-5,900,0,0,0,0,0,0,0,1,0,0,"196",NA,NA,1,296,0,0
"1353",1377,5237,2,1,1,4,NA,4,4,3,5,3,3,3,1,3,1,1,4,3,5,4,4,3,3,2,4,2,3,3,3,3,3,4,4,3,4,5,4,4,4,3,15,0,0,750,0,0,1,0,0,0,0,0,0,0,"258",NA,NA,3,222,11,1
"1354",1378,4583,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,0,550,0,0,1,0,0,0,0,0,0,0,"290",NA,NA,1,341,2,0
"1355",1379,4583,2,2,2,NA,NA,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,0,0,1200,0,0,0,0,0,0,0,1,0,0,"283.3333333",NA,NA,1,341,2,0
"1356",1380,4583,2,2,2,NA,NA,5,4,4,5,4,4,4,4,4,4,3,4,4,3,5,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,3,3,4,10,4,0,600,1,0,0,0,0,0,0,0,0,0,"274.3333333",NA,NA,1,341,2,0
"1357",1381,4583,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-5,-5,700,0,0,0,0,0,0,0,1,0,0,"236.6666667",NA,NA,1,341,2,0
"1358",1382,4575,1,2,2,NA,NA,5,4,5,5,4,4,4,3,4,4,4,5,4,4,4,5,3,3,3,3,3,3,3,3,4,2,2,1,3,3,4,4,4,3,2,13,0,0,800,0,0,0,0,0,0,0,1,0,0,"224.3333333",NA,NA,1,291,0,0
"1359",1383,4583,2,2,2,NA,NA,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,1,0,900,0,0,0,0,1,0,0,0,0,0,"267.3333333",NA,NA,1,341,2,0
"1360",1384,4569,1,2,2,NA,NA,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,20,17,-5,2000,0,0,0,1,0,0,0,0,0,0,"290",NA,NA,1,183,0,0
"1361",1385,4586,1,2,2,NA,NA,5,4,3,5,4,5,5,3,4,3,4,4,5,4,4,5,4,4,4,5,4,5,5,5,4,4,5,4,5,5,5,4,4,5,4,0,0,0,450,0,0,0,1,0,0,0,0,0,0,"277",NA,NA,1,133,0,0
"1362",1386,4680,1,2,2,NA,NA,4,4,4,5,5,5,5,4,4,5,5,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,2,0,800,0,0,0,0,0,0,0,1,0,0,"281.6666667",NA,NA,1,249,0,0
"1363",1387,4674,1,2,2,NA,NA,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,3,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,0,0,800,0,0,0,0,0,0,0,1,0,0,"232",NA,NA,1,155,4,0
"1364",1388,4575,1,2,2,NA,NA,4,4,4,4,4,4,4,2,3,3,5,5,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,14,0,0,1000,0,0,1,0,0,0,0,0,0,0,"266.6666667",NA,NA,1,291,0,0
"1365",1389,4681,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,3,4,4,4,5,5,4,3,3,15,-5,-3,450,1,0,0,0,0,0,0,0,0,0,"246.6666667",NA,NA,1,302,3,2
"1366",1390,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1367",1391,4631,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,15,0,0,2000,0,0,0,0,0,0,0,1,0,0,"266.6666667",NA,NA,1,545,5,0
"1368",1392,4784,2,2,2,NA,NA,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,9,0,0,800,0,0,0,0,0,0,0,1,0,0,"292.6666667",NA,NA,3,275,3,0
"1369",1393,4681,2,2,2,NA,NA,4,3,4,4,4,3,2,4,5,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,5,5,5,4,5,8,8,-2,700,0,0,0,1,0,0,0,0,0,0,"259.3333333",NA,NA,1,302,3,2
"1370",1394,4775,2,2,2,NA,NA,3,5,2,2,5,2,1,1,2,1,1,5,5,2,5,5,3,2,3,3,2,3,3,3,3,2,3,4,4,4,4,4,3,3,2,6,-2.5,-5,500,0,0,0,0,0,0,0,1,0,0,"233.6666667",NA,NA,1,285,7,0
"1371",1395,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1372",1396,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1373",1397,4572,2,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,3,3,3,3,3,4,4,4,4,2,3,2,5,4,4,3,5,0,0,1,1500,1,0,0,0,0,0,0,0,0,0,"213.3333333",NA,NA,1,330,0,0
"1374",1398,4679,2,2,2,NA,NA,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,-1,4,3,3,3,3,3,6,-5,-5,450,1,0,0,0,0,0,0,0,0,0,"284.6666667",NA,NA,1,198,0,0
"1375",1399,4583,2,NA,NA,NA,NA,5,4,3,5,3,NA,NA,NA,NA,NA,NA,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,4,0.5,1000,1,0,0,0,0,0,0,0,0,0,"228",NA,NA,1,341,2,0
"1376",1400,4521,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,3,3,3,4,5,5,4,4,3,13,0,0,430,0,0,0,0,0,0,0,1,0,0,"268.3333333",NA,NA,2,92,3,0
"1377",1401,4519,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,-5,-5,5000,0,0,1,0,0,0,0,0,0,0,"224",NA,NA,2,169,2,0
"1378",1402,4519,1,2,2,NA,NA,5,5,4,5,5,5,5,3,5,3,5,5,5,3,5,5,4,3,3,3,4,4,4,4,4,4,4,2,3,4,4,4,3,4,3,7,-5,-3,500,1,0,0,0,0,0,0,0,0,0,"231.3333333",NA,NA,2,169,2,0
"1379",1403,4521,1,2,2,NA,NA,5,4,3,4,3,4,3,4,4,5,5,5,5,5,5,5,2,2,3,2,2,4,4,4,4,3,4,3,3,3,4,4,4,4,4,-5,-5,6,540,0,0,0,1,0,0,1,0,0,0,"292",NA,NA,2,92,3,0
"1380",1404,4515,2,2,2,NA,NA,5,4,5,5,5,5,5,5,3,5,3,5,5,5,5,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,8,0,-3.5,350,0,0,1,0,0,0,0,0,0,0,"271",NA,NA,2,153,4,0
"1381",1405,4514,2,2,2,NA,NA,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,5,5,5,5,5,4,4,4,5,5,5,4,4,10,0,0,420,1,0,0,0,0,0,0,0,0,0,"266",NA,NA,2,141,2,0
"1382",1406,4521,1,2,2,NA,NA,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,4,2,2,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,3,1,9,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,"173.3333333",NA,NA,2,92,3,0
"1383",1407,4516,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,2,4,14,0,0,700,1,0,0,0,0,0,0,0,0,0,"257",NA,NA,2,269,2,0
"1384",1408,4515,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,2,1,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,9,-5,-3,300,1,0,0,0,0,0,0,0,0,0,"225.3333333",NA,NA,2,153,4,0
"1385",1409,4515,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,4,4,4,17,-5,-5,700,1,0,0,0,0,0,0,0,0,0,"279.3333333",NA,NA,2,153,4,0
"1386",1410,4521,1,2,2,NA,NA,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"265.3333333",NA,NA,2,92,3,0
"1387",1411,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1388",1412,4515,2,2,2,NA,NA,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,3,3,2,3,2,6,0,0,500,0,0,0,1,0,0,0,0,0,0,"243",NA,NA,2,153,4,0
"1389",1413,4515,2,2,2,NA,NA,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,5,4,4,3,9,5,-5,900,0,0,1,0,0,0,0,0,0,0,"281.3333333",NA,NA,2,153,4,0
"1390",1414,4514,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,4,5,4,3,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,3,4,3,2,5,16,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"231.3333333",NA,NA,2,141,2,0
"1391",1415,4514,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,4,4,3,3,5,4,4,3,4,3,4,4,5,5,5,5,4,9,-5,-5,350,0,0,1,0,0,0,0,0,0,0,"244.6666667",NA,NA,2,141,2,0
"1392",1416,4521,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,4,4,3,5,5,4,3,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,2,3,0,3,375,1,0,0,0,0,0,0,0,0,0,"224.3333333",NA,NA,2,92,3,0
"1393",1417,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1394",1418,4521,1,2,2,NA,NA,4,4,3,3,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,-1,4,4,2,2,11,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"190.3333333",NA,NA,2,92,3,0
"1395",1419,4515,2,2,2,NA,NA,5,4,3,3,3,4,5,5,4,5,5,2,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,4,3,2,-5,-5,-5,200,1,1,0,0,0,0,0,0,0,0,"199.3333333",NA,NA,2,153,4,0
"1396",1420,4519,1,2,2,NA,NA,5,4,4,5,4,4,4,4,4,4,4,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,9,0,0,300,0,0,1,0,0,0,0,0,0,0,"197.6666667",NA,NA,2,169,2,0
"1397",1421,4515,2,2,2,NA,NA,5,4,5,5,5,3,3,3,3,2,2,4,5,5,3,4,4,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,20,-5,-5,700,0,0,0,1,0,0,0,0,0,0,"295.6666667",NA,NA,2,153,4,0
"1398",1422,4515,2,2,2,NA,NA,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,-5,-5,7,400,0,1,0,0,0,0,0,0,0,0,"166.3333333",NA,NA,2,153,4,0
"1399",1423,4519,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,3,2,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,3,2,0,0,0,500,1,0,0,0,0,0,0,0,0,0,"234.6666667",NA,NA,2,169,2,0
"1400",1424,4514,2,2,2,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,-5,-5,400,0,0,1,0,0,0,0,0,0,0,"264",NA,NA,2,141,2,0
"1401",1425,4514,2,2,2,NA,NA,5,4,4,4,4,4,4,5,4,4,3,3,3,3,2,3,2,1,3,1,1,3,4,4,3,3,3,3,3,4,5,5,4,5,2,9,4,0,600,0,0,0,0,1,0,0,0,0,0,"207",NA,NA,2,141,2,0
"1402",1426,4519,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,13,0,0,400,1,0,0,0,0,0,0,0,0,0,"184",NA,NA,2,169,2,0
"1403",1427,4519,1,2,2,NA,NA,5,5,5,5,5,4,4,3,5,4,4,5,5,4,5,5,2,2,3,3,3,3,3,4,4,3,4,3,3,3,4,4,4,2,2,14,0,0,750,1,0,0,0,0,0,0,0,0,0,"166",NA,NA,2,169,2,0
"1404",1428,4521,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"224.3333333",NA,NA,2,92,3,0
"1405",1429,4515,2,2,2,NA,NA,5,5,5,5,4,4,4,5,4,5,4,5,4,4,5,5,4,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,2,2,2,-5,4,-5,450,1,0,0,0,0,0,0,0,0,0,"183",NA,NA,2,153,4,0
"1406",1430,4514,2,2,2,NA,NA,3,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,2,3,2,3,3,2,3,4,2,3,2,3,3,2,2,3,3,3,11,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"221",NA,NA,2,141,2,0
"1407",1431,4515,2,2,2,NA,NA,4,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,-5,-5,300,1,0,0,0,0,0,0,0,0,0,"219.3333333",NA,NA,2,153,4,0
"1408",1432,4519,1,2,2,NA,NA,5,4,5,5,5,5,5,3,4,3,4,5,5,5,5,5,3,3,3,3,3,3,5,4,4,4,4,4,3,4,3,4,3,3,1,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"251.3333333",NA,NA,2,169,2,0
"1409",1433,4521,1,2,2,NA,NA,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,-5,12,-5,400,0,0,0,0,0,1,0,0,0,0,"217.3333333",NA,NA,2,92,3,0
"1410",1434,4784,2,2,2,NA,NA,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1,5,2,2,4,4,5,4,4,5,5,5,5,5,4,5,1,9,0,7,600,1,0,0,0,0,0,0,0,0,0,"276.3333333",NA,NA,3,275,3,0
"1411",1435,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1412",1436,4527,2,2,2,NA,NA,5,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,13,-5,-5,700,1,0,0,0,0,0,0,0,0,0,"245.6666667",NA,NA,2,218,3,0
"1413",1437,4533,2,2,2,NA,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,3,5,5,4,4,3,3,4,3,2,2,2,2,3,3,3,2,4,4,3,2,4,5,6,2,500,1,0,0,0,0,0,0,0,0,0,"226",NA,NA,2,211,2,0
"1414",1438,4533,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,3,3,3,9,-5,-5,500,0,0,1,0,0,0,0,0,0,0,"283.3333333",NA,NA,2,211,2,0
"1415",1439,4533,2,2,2,NA,NA,5,4,4,5,4,5,5,5,5,4,5,4,4,3,4,5,5,4,3,4,4,4,4,3,4,2,4,2,4,3,5,5,4,3,3,1,6,-3,450,1,0,0,0,0,0,0,0,0,0,"247.3333333",NA,NA,2,211,2,0
"1416",1440,4533,2,2,2,NA,NA,5,5,5,5,4,4,5,3,4,4,4,5,5,3,5,5,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,2,4,7,6,-1,750,1,0,0,0,0,0,0,0,0,0,"245.6666667",NA,NA,2,211,2,0
"1417",1441,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"1418",1442,4533,1,2,2,NA,NA,4,4,4,5,4,4,4,5,4,4,4,3,3,2,4,4,5,5,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,15,-5,-5,660,1,0,0,0,0,0,0,0,0,0,"226.3333333",NA,NA,2,211,2,0
"1419",1443,4527,2,2,2,NA,NA,4,3,4,4,4,4,4,3,4,2,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,4,9,-5,-5,-1,0,0,1,0,0,0,0,0,0,0,"228.3333333",NA,NA,2,218,3,0
"1420",1444,4533,2,2,2,NA,NA,5,3,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,2,3,5,4,2,3,5,3,5,3,4,4,4,4,4,2,-5,-5,450,1,0,0,0,0,0,0,0,0,0,"249.3333333",NA,NA,2,211,2,0
"1421",1445,4527,2,2,2,NA,NA,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,5,3,4,3,4,4,3,4,3,4,4,4,3,2,2,2,2,2,0,2,2,600,1,0,0,0,0,0,0,0,0,0,"237.6666667",NA,NA,2,218,3,0
"1422",1446,4533,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,-1,2,7,1200,0,0,0,0,0,0,1,0,0,0,"251",NA,NA,2,211,2,0
"1423",1447,4533,2,2,2,NA,NA,4,4,4,5,5,5,5,4,4,3,3,5,5,5,5,5,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,4,9,0,2,500,1,0,0,0,0,0,0,0,0,0,"232",NA,NA,2,211,2,0
"1424",1448,4527,1,2,2,NA,NA,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,18,0,0,400,0,0,0,1,0,0,0,0,0,0,"280",NA,NA,2,218,3,0
