"","stuID","schID","gender","trans_stu","transe_pa","transe_re","transe_re_etc","pre_frendship_1","pre_frendship_2","pre_frendship_3","pre_frendship_4","pre_frendship_5","post_frendship_1","post_frendship_2","post_frendship_3","post_frendship_4","post_frendship_5","post_frendship_6","satisfac_stu_1","satisfac_stu_2","satisfac_stu_3","satisfac_stu_4","satisfac_stu_5","satisfac_pa_safety_1","satisfac_pa_safety_2","satisfac_pa_safety_3","satisfac_pa_safety_4","satisfac_pa_safety_5","satisfac_pa_safety_6","satisfac_pa_edu_1","satisfac_pa_edu_2","satisfac_pa_edu_3","satisfac_pa_edu_4","satisfac_pa_edu_5","satisfac_pa_edu_6","satisfac_pa_edu_7","satisfac_pa_edu_8","enthu_pa_1","enthu_pa_2","enthu_pa_3","enthu_pa_4","enthu_pa_5","tutoring_hakwon","tutoring_private","tutoring_online","SES","prefer_Hsch_dum_1","prefer_Hsch_dum_2","prefer_Hsch_dum_3","prefer_Hsch_dum_4","prefer_Hsch_dum_5","prefer_Hsch_dum_6","prefer_Hsch_dum_7","prefer_Hsch_dum_8","prefer_Hsch_dum_9","prefer_Hsch_dum_10","academic_abil","regional_scale","multicultur_per","L2Y3_REG","L2Y3DB2_2_2","L2Y3DB2_3_1","L2Y3DB2_3_2"
"6159",6226,4165,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,3,3,4,3,4,4,4,4,4,3,4,3,3,3,4,4,3,3,3,2,-5,-5,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"196.6666667",NA,NA,3,224,29,50
"6160",6227,4169,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,10,0,0,500,1,0,0,0,0,0,0,0,0,0,"212.6666667",NA,NA,3,320,27,12
"6161",6228,4165,2,2,2,NA,NA,4,3,3,3,4,4,4,4,5,4,4,3,5,5,3,3,2,4,2,2,2,4,3,3,4,4,4,2,4,4,4,4,3,4,2,4,0,-5,500,0,0,0,0,0,0,0,1,0,0,"259.6666667",NA,NA,3,224,29,50
"6162",6229,4165,2,2,2,NA,NA,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,3,1,4,3,4,1,2,3,3,2,3,2,3,3,5,5,5,4,5,0,0,2,500,1,0,0,0,0,0,0,0,0,0,"231.3333333",NA,NA,3,224,29,50
"6163",6230,4165,2,2,2,NA,NA,5,4,5,5,4,3,4,3,3,4,5,4,4,5,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,4,3,2,2,2,1,10,-5,-5,290,1,0,0,0,0,0,0,0,0,0,"244.3333333",NA,NA,3,224,29,50
"6164",6231,4165,2,2,2,NA,NA,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,3,3,4,2,4,3,3,4,5,5,3,2,1,0,0,0.2,320,0,0,1,0,0,0,0,0,0,0,"230.6666667",NA,NA,3,224,29,50
"6165",6232,4169,1,2,2,NA,NA,4,4,4,5,4,5,5,3,5,3,5,4,4,3,4,4,2,2,2,4,3,3,2,3,3,3,4,4,4,3,3,3,4,3,2,-5,-5,-1,-1,0,1,0,0,0,0,0,0,0,0,"175.3333333",NA,NA,3,320,27,12
"6166",6233,4154,2,2,2,NA,NA,2,4,3,2,3,4,4,4,4,2,4,4,5,2,3,5,3,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,10,0,1,500,1,0,0,0,0,0,0,0,0,0,"238.6666667",NA,NA,3,168,35,20
"6167",6234,4165,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,5,5,5,4,4,4,4,3,20,-5,-5,533,1,0,0,0,0,0,0,0,0,0,"153.6666667",NA,NA,3,224,29,50
"6168",6235,4169,1,2,2,NA,NA,5,4,4,4,4,5,5,5,5,5,5,5,4,3,3,5,5,5,3,5,3,5,4,4,3,3,4,4,3,5,3,4,3,2,1,5,0,1,400,1,0,0,0,0,0,0,0,0,0,"203.3333333",NA,NA,3,320,27,12
"6169",6236,4165,1,2,2,NA,NA,4,4,5,4,4,4,4,4,4,4,4,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,19,0,0,300,0,1,0,0,0,0,0,0,0,0,"146",NA,NA,3,224,29,50
"6170",6237,4165,2,2,2,NA,NA,3,2,4,3,1,2,3,3,1,4,5,2,5,5,4,3,3,2,2,3,3,4,3,3,4,4,4,4,2,4,3,2,2,2,2,0,0,0,220,1,0,0,0,0,0,0,0,0,0,"216",NA,NA,3,224,29,50
"6171",6238,4165,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,3,4,5,4,4,4,4,4,4,4,4,3,4,3,4,3,20,0,0,340,1,0,0,0,0,0,0,0,0,0,"203.6666667",NA,NA,3,224,29,50
"6172",6239,4165,2,2,2,NA,NA,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,5,3,3,3,2,2,3,3,3,3,3,4,3,4,4,4,4,2,3,2,12,-5,-5,400,0,0,0,0,0,0,0,1,0,0,"268.6666667",NA,NA,3,224,29,50
"6173",6240,4169,1,2,2,NA,NA,4,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0,0,300,0,1,0,0,0,0,0,0,0,0,"228.6666667",NA,NA,3,320,27,12
"6174",6241,4165,1,2,2,NA,NA,4,3,4,3,3,4,3,4,4,4,4,3,3,2,3,2,4,3,3,3,3,4,4,3,4,4,4,3,3,4,4,3,3,3,2,14,-5,-5,250,1,0,0,0,0,0,0,0,0,0,"166",NA,NA,3,224,29,50
"6175",6242,4152,1,2,2,NA,NA,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,7,-5,-5,250,0,0,0,0,0,0,0,1,0,0,"148",NA,NA,3,176,17,7
"6176",6243,4930,2,2,2,NA,NA,4,4,4,4,3,4,3,4,3,2,3,4,3,2,3,4,5,4,4,4,5,5,3,3,3,3,3,4,3,4,3,2,3,2,4,-5,1,-5,1000,0,0,1,0,0,0,0,0,0,0,"205",NA,NA,4,12,2,0
"6177",6244,4169,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,3,3,3,4,4,4,4,3,4,3,3,3,2,3,3,3,2,0,12,0,400,0,1,0,0,0,0,0,0,0,0,"236",NA,NA,3,320,27,12
"6178",6245,4165,2,2,2,NA,NA,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,-9,2,0,650,0,0,1,0,0,0,0,0,0,0,"260.6666667",NA,NA,3,224,29,50
"6179",6246,4169,1,2,2,NA,NA,3,2,2,4,2,3,3,1,1,1,5,3,2,1,2,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3,4,4,2,3,3,0,0,0,400,1,0,0,0,0,0,0,0,0,0,"212.6666667",NA,NA,3,320,27,12
"6180",6247,4165,2,2,2,NA,NA,4,5,3,4,5,5,5,5,5,3,4,4,4,2,4,4,3,4,4,4,5,3,4,4,4,4,5,3,4,5,3,3,3,2,2,0,-9,0,-1,1,0,0,0,0,0,0,0,0,0,"181",NA,NA,3,224,29,50
"6181",6248,4165,1,2,NA,NA,NA,5,4,5,5,4,4,3,3,3,3,3,1,3,3,1,3,4,4,4,4,4,5,4,4,5,5,4,4,5,5,5,4,4,3,5,0,0,0,600,0,1,0,0,0,0,0,0,0,0,"158.6666667",NA,NA,3,224,29,50
"6182",6249,4165,1,2,NA,NA,NA,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,-5,-5,-5,200,0,0,0,0,1,0,0,0,0,0,"143.6666667",NA,NA,3,224,29,50
"6183",6250,4165,1,2,2,NA,NA,5,5,5,5,5,5,4,4,4,4,5,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,15,0,1,500,0,0,0,0,0,0,0,1,0,0,"255.6666667",NA,NA,3,224,29,50
"6184",6251,4167,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,5,5,4,4,4,5,4,4,5,5,5,5,5,4,3,2,14,-5,0,300,1,0,0,0,0,0,0,0,0,0,"199.3333333",NA,NA,3,299,3,0
"6185",6252,4167,1,2,2,NA,NA,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,4,9,-5,-5,360,1,0,0,0,0,0,0,0,0,0,"160",NA,NA,3,299,3,0
"6186",6253,4162,2,2,2,NA,NA,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,5,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,2,0,0,0,525,0,1,0,0,0,0,0,0,0,0,"217.3333333",NA,NA,3,479,14,3
"6187",6254,4167,1,2,2,NA,NA,2,2,2,3,3,3,3,3,3,3,3,2,2,1,2,2,4,3,4,4,3,3,4,4,4,3,4,3,3,4,5,5,4,4,2,12,0,1,640,0,1,0,0,0,0,0,0,0,0,"234.3333333",NA,NA,3,299,3,0
"6188",6255,4167,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,-1,5,5,4,4,4,-5,9,0,400,0,0,0,0,0,1,0,0,0,0,"164",NA,NA,3,299,3,0
"6189",6256,4167,1,2,2,NA,NA,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247.3333333",NA,NA,3,299,3,0
"6190",6257,4166,1,2,2,NA,NA,5,4,4,5,4,5,4,4,5,5,5,4,4,3,4,4,2,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,17,-5,-5,500,0,0,0,0,1,0,0,0,0,0,"206.3333333",NA,NA,3,391,10,4
"6191",6258,4773,2,2,2,NA,NA,5,4,4,5,4,4,4,5,4,4,4,2,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,1,24,-5,-5,320,0,0,0,0,1,0,0,0,0,0,"253.3333333",NA,NA,1,NA,NA,NA
"6192",6259,4167,2,2,2,NA,NA,4,4,3,4,4,5,5,5,5,5,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,47,-5,-5,-1,0,0,0,1,0,0,0,0,0,0,"238.6666667",NA,NA,3,299,3,0
"6193",6260,4167,2,2,2,NA,NA,5,4,3,5,4,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,4,4,3,3,2,0,-5,-5,210,1,0,0,0,0,0,0,0,0,0,"177.6666667",NA,NA,3,299,3,0
"6194",6261,4164,1,2,2,NA,NA,5,3,4,5,3,5,5,5,5,5,5,3,4,1,3,3,3,2,4,3,3,4,4,4,4,4,4,4,4,5,4,5,4,4,5,14,0,0,700,0,0,1,0,0,0,0,0,0,0,"202.3333333",NA,NA,3,262,8,0
"6195",6262,4167,2,2,2,NA,NA,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,0,0,0,200,1,0,0,0,0,0,0,0,0,0,"212.6666667",NA,NA,3,299,3,0
"6196",6263,4167,2,2,2,NA,NA,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,2,2,3,2,3,3,3,3,3,3,3,4,3,4,3,3,3,2,1,-5,10,400,1,0,0,0,0,0,0,0,0,0,"217.3333333",NA,NA,3,299,3,0
"6197",6264,4167,2,2,2,NA,NA,4,4,4,4,4,3,3,2,2,2,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,6,0,0,350,1,0,0,0,0,0,0,1,0,0,"264.3333333",NA,NA,3,299,3,0
"6198",6265,4167,2,2,2,NA,NA,3,3,3,3,3,4,5,5,4,4,4,3,3,3,3,3,4,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,2,3,21,-5,-5,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"166",NA,NA,3,299,3,0
"6199",6266,4168,2,2,2,NA,NA,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,18,-5,-5,1000,1,0,0,0,0,0,0,0,0,0,"131.6666667",NA,NA,3,355,0,0
"6200",6267,4096,2,2,2,NA,NA,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,4,4,3,4,4,3,3,2,3,2,2,3,11,-5,-5,290,1,0,0,0,0,0,0,0,0,0,"233.3333333",NA,NA,3,285,7,0
"6201",6268,4096,2,2,2,NA,NA,5,4,5,5,3,4,4,4,4,4,5,3,3,4,5,4,3,3,3,3,3,3,3,4,4,3,3,3,4,5,3,4,3,3,-1,6,0,0,250,1,0,0,0,0,0,0,0,0,0,"243.6666667",NA,NA,3,285,7,0
"6202",6269,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"6203",6270,4091,1,2,2,NA,NA,4,4,3,4,3,3,3,3,3,3,3,2,3,2,2,2,5,5,4,4,4,4,3,3,4,4,4,3,3,4,2,2,2,2,2,-3,0,0,200,0,1,0,0,0,0,0,0,0,0,"163.6666667",NA,NA,3,228,4,0
"6204",6271,4096,1,2,2,NA,NA,4,3,3,4,3,3,3,2,2,2,4,3,3,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,0,-5,-5,100,1,0,0,0,0,0,0,0,0,0,"171.3333333",NA,NA,3,285,7,0
"6205",6272,4096,1,2,2,NA,NA,4,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,4,3,2,4,3,3,3,4,4,3,3,3,3,3,4,4,4,2,2,-5,-5,-5,450,1,0,0,0,0,0,0,0,0,0,"197",NA,NA,3,285,7,0
"6206",6273,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"6207",6274,4096,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,3,3,4,5,4,4,4,4,3,3,4,4,5,3,4,1,-5,3,-5,-1,1,0,0,0,0,0,0,0,0,0,"223",NA,NA,3,285,7,0
"6208",6275,4092,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,5,5,4,0,0,0,520,0,0,1,0,0,0,0,0,0,0,"180.6666667",NA,NA,3,433,8,0
"6209",6276,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"6210",6277,4096,1,2,2,NA,NA,3,3,3,3,3,4,4,1,3,3,5,3,3,3,3,3,3,1,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,4,0,0,200,1,0,0,0,0,0,0,0,0,0,"180",NA,NA,3,285,7,0
"6211",6278,4096,2,2,2,NA,NA,5,4,5,5,4,4,4,4,4,5,5,3,3,4,4,4,3,3,2,4,3,4,4,4,4,4,4,3,4,3,4,3,2,3,3,0,1,0,400,1,0,0,0,0,0,0,0,0,0,"233.3333333",NA,NA,3,285,7,0
"6212",6279,4096,2,2,NA,NA,NA,4,4,2,4,4,5,5,5,5,5,5,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192.6666667",NA,NA,3,285,7,0
"6213",6280,4096,2,2,2,NA,NA,4,3,3,4,3,4,4,4,4,4,5,4,4,2,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,9,-5,-5,500,0,0,1,0,0,0,0,0,0,0,"257.6666667",NA,NA,3,285,7,0
"6214",6281,4096,1,2,2,NA,NA,5,4,4,4,-1,4,4,4,4,4,4,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,4,3,3,2,2,-1,200,1,0,0,0,0,0,0,0,0,0,"150",NA,NA,3,285,7,0
"6215",6282,4096,1,2,2,NA,NA,4,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,2,3,4,4,3,3,2,3,3,3,3,3,3,2,2,2,2,2,-5,-5,-5,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"161.6666667",NA,NA,3,285,7,0
"6216",6283,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"6217",6284,4096,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,2,3,2,2,3,3,2,4,4,2,3,3,10,0,0,550,1,0,0,0,0,0,0,0,0,0,"219.3333333",NA,NA,3,285,7,0
"6218",6285,4096,1,2,2,NA,NA,5,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,11,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"221",NA,NA,3,285,7,0
"6219",6286,4096,1,2,2,NA,NA,3,3,4,4,3,5,5,5,5,5,5,3,3,3,3,3,3,2,1,1,1,3,3,3,3,2,3,2,4,3,4,3,3,3,3,14,0,0,-1,0,0,0,0,0,0,1,0,0,0,"257.3333333",NA,NA,3,285,7,0
"6220",6287,4096,2,2,2,NA,NA,4,3,3,4,4,4,4,4,4,4,4,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,200,0,0,0,0,1,0,0,0,0,0,"155",NA,NA,3,285,7,0
"6221",6288,4096,2,2,2,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,4,4,4,4,4,4,4,3,4,3,3,4,-5,-5,-1.5,350,0,0,0,0,0,0,1,0,0,0,"205",NA,NA,3,285,7,0
"6222",6289,4095,1,1,1,6,"집안 사정으로 인해",-1,-1,-1,-1,-1,3,3,3,3,4,4,-1,-1,-1,-1,-1,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,4,0,0,0,300,0,0,0,0,1,0,0,0,0,0,"173.3333333",NA,NA,3,250,0,0
"6223",6290,4096,1,2,2,NA,NA,5,5,5,5,5,3,3,1,4,1,4,5,5,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,8,0,0,300,1,0,0,0,0,0,0,0,0,0,"217",NA,NA,3,285,7,0
"6224",6291,4096,1,2,2,NA,NA,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,5,-3,-5,400,0,0,0,1,0,0,0,0,0,0,"148",NA,NA,3,285,7,0
"6225",6292,4096,2,2,2,NA,NA,5,3,3,4,4,4,4,4,4,4,5,4,3,4,3,3,2,3,2,3,3,3,2,3,2,2,2,3,3,2,3,4,3,3,3,7,-5,-5,450,1,0,0,0,0,0,0,0,0,0,"203",NA,NA,3,285,7,0
"6226",6293,4096,2,2,2,NA,NA,4,3,3,4,3,3,3,3,3,2,2,3,3,2,3,3,4,3,3,2,3,3,3,2,2,3,4,3,2,3,2,2,3,3,1,5,0,0,408,0,1,0,0,0,0,0,0,0,0,"221",NA,NA,3,285,7,0
"6227",6294,4096,2,2,2,NA,NA,5,3,3,5,4,5,5,4,4,4,4,2,4,3,3,3,3,4,4,3,3,3,4,3,4,4,4,3,4,4,5,5,5,3,4,2,0,-5,300,0,0,1,0,0,0,0,0,0,0,"233.6666667",NA,NA,3,285,7,0
"6228",6295,4096,1,2,2,NA,NA,3,3,3,3,4,3,4,4,4,4,4,3,3,3,2,3,3,3,3,2,4,4,4,3,4,4,4,4,4,4,5,5,5,4,1,-5,-5,6,320,0,0,0,1,0,0,0,0,0,0,"223.6666667",NA,NA,3,285,7,0
"6229",6296,4099,1,2,NA,NA,NA,5,5,5,5,5,4,4,4,5,5,5,3,3,3,3,3,4,3,3,2,2,4,4,4,4,4,4,3,3,4,3,3,4,4,2,-5,-5,-5,800,0,0,0,0,0,0,0,1,0,0,"232.6666667",NA,NA,3,261,0,0
"6230",6297,4100,1,2,2,NA,NA,4,4,4,5,5,5,5,1,5,1,5,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,4,5,4,4,8,-5,-5,500,0,0,0,1,0,0,0,0,0,0,"273.3333333",NA,NA,3,303,1,0
"6231",6298,4099,1,2,2,NA,NA,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,3,2,3,3,3,4,4,3,3,3,4,-5,-5,-5,1000,0,0,0,0,1,0,0,0,0,0,"243.6666667",NA,NA,3,261,0,0
"6232",6299,4100,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,3,3,3,3,3,3,4,2,3,3,2,4,4,5,4,4,4,3,-5,-5,600,0,1,0,0,0,0,0,0,0,0,"207",NA,NA,3,303,1,0
"6233",6300,4100,1,2,2,NA,NA,5,3,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,4,5,4,4,4,4,3,4,3,3,4,4,4,4,3,2,0,15,0,3300,0,0,1,0,0,0,0,0,0,0,"258",NA,NA,3,303,1,0
"6234",6301,4100,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,3,3,3,4,5,4,5,5,4,3,13,-5,14,650,0,0,1,0,0,0,0,0,0,0,"200.3333333",NA,NA,3,303,1,0
"6235",6302,4100,1,2,2,NA,NA,5,5,5,5,4,4,4,4,4,4,4,3,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,12,-5,-5,720,0,0,0,0,0,0,1,0,0,0,"256.6666667",NA,NA,3,303,1,0
"6236",6303,4099,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,3,1,2,3,3,2,2,1,2,2,1,3,2,4,4,4,4,4,13,0,0,400,1,0,0,0,0,0,0,0,0,0,"206.3333333",NA,NA,3,261,0,0
"6237",6304,4099,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,1,4,4,2,5,3,4,2,4,4,5,5,4,5,5,26,1,2,540,0,0,0,1,0,0,0,0,0,0,"286.3333333",NA,NA,3,261,0,0
"6238",6305,4100,1,2,2,NA,NA,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,2,3,2,3,2,3,4,3,3,3,3,4,4,4,4,4,4,4,4,8,-5,2,600,1,0,0,0,0,0,0,0,0,0,"257.6666667",NA,NA,3,303,1,0
"6239",6306,4093,1,2,2,NA,NA,2,3,2,2,2,4,4,3,4,4,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,14,0,0,550,1,0,0,0,0,0,0,0,0,0,"215",NA,NA,3,250,6,0
"6240",6307,4099,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,3,3,3,3,2,-5,-5,450,1,0,0,0,0,0,0,0,0,0,"212",NA,NA,3,261,0,0
"6241",6308,4099,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,8,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"213.6666667",NA,NA,3,261,0,0
"6242",6309,4099,2,2,2,NA,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,2,4,3,-11,-5,500,0,0,1,1,0,0,0,0,0,0,"286.3333333",NA,NA,3,261,0,0
"6243",6310,4100,2,2,2,NA,NA,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5,3,5,3,4,1,1,3,3,4,3,3,2,2,3,3,4,5,2,3,13,-5,-5,600,0,0,0,0,0,0,1,0,0,0,"252.3333333",NA,NA,3,303,1,0
"6244",6311,4100,2,2,2,NA,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,3,2,3,4,0,6,0,500,1,0,0,0,0,0,0,0,0,0,"215.6666667",NA,NA,3,303,1,0
"6245",6312,4100,1,2,2,NA,NA,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,15,-2,-2,500,1,0,0,0,0,0,0,0,0,0,"259.6666667",NA,NA,3,303,1,0
"6246",6313,4100,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,3,3,3,4,3,4,4,4,4,4,4,3,3,2,20,0,0.5,500,1,0,0,0,0,0,0,0,0,0,"219",NA,NA,3,303,1,0
"6247",6314,4100,2,2,2,NA,NA,3,3,4,4,3,3,4,2,3,3,3,4,4,4,4,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,-6,0,-6,700,1,0,0,0,0,0,0,0,0,0,"236",NA,NA,3,303,1,0
"6248",6315,4228,1,2,2,NA,NA,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,11,0,0,550,0,1,0,0,0,1,0,0,0,0,"199.6666667",NA,NA,4,115,1,0
"6249",6316,4100,1,2,2,NA,NA,4,4,5,5,4,5,5,5,5,5,4,5,4,1,5,5,4,5,4,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,3,-5,-5,400,1,0,0,0,0,0,0,0,0,0,"274.3333333",NA,NA,3,303,1,0
"6250",6317,4099,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,-1,0,4,600,0,0,0,0,0,0,0,1,0,0,"270.3333333",NA,NA,3,261,0,0
