stuID,schID,gender,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil
119,4770,1,2,2,,,4,5,4,4,4,4,4,2,4,4,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,2,0,0,3,450,1,0,0,0,0,0,0,0,0,0,227.3333333
120,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
121,4741,1,2,2,,,4,4,4,5,3,3,3,4,4,3,4,4,4,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,4,3,1,2,2,2,2,3,4,0,400,1,0,0,0,0,0,0,0,0,0,209.6666667
122,4741,1,2,2,,,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3,2,2,2,1,2,2,2,3,4,5,4,3,4,11,0,0,750,0,0,0,0,0,0,1,0,0,0,223.3333333
123,4740,2,2,2,,,5,4,5,5,5,4,3,5,5,5,5,3,4,3,5,5,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,4,3,2,2,0,5,0,1200,0,0,0,0,0,0,0,1,0,0,275.6666667
124,4861,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,7,-5,-5,130,1,0,0,0,0,0,0,0,0,0,221.3333333
125,4746,2,2,2,,,4,4,4,4,4,3,3,4,3,3,4,3,4,3,3,3,3,2,3,2,2,3,4,4,3,3,3,3,3,4,3,4,3,3,4,19,-5,-5,500,0,0,1,0,0,0,0,0,0,0,259.6666667
126,4746,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,2,5,0,3,300,0,0,0,0,0,0,0,1,0,0,279.3333333
127,4741,1,2,2,,,5,4,5,5,3,4,4,5,3,2,4,5,5,4,5,5,2,2,2,4,2,2,1,2,4,2,4,3,5,3,3,3,3,3,3,6,0,5,400,0,1,0,0,0,0,0,0,0,0,259.6666667
128,4741,2,2,2,,,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,10,-5,-5,250,0,0,0,0,0,0,1,0,0,0,268
129,4741,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,-9,0,300,0,0,0,0,1,0,0,0,0,0,214.3333333
130,4740,2,2,2,,,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,-1,0,-5,500,0,0,0,0,0,0,1,0,0,0,286.3333333
131,4746,2,2,2,,,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,2,2,2,5,0,-1,500,1,0,0,0,0,0,0,0,0,0,182.3333333
132,4747,2,2,2,,,5,5,4,5,5,4,4,4,4,4,4,3,3,2,5,4,2,2,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,2,6,0,0,500,1,0,0,0,0,0,0,0,0,0,257.6666667
133,4740,2,2,2,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,9,0,1000,0,0,0,0,0,0,0,0,0,1,138
134,4741,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,3,5,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,7,-5,-5,500,0,0,0,0,0,0,1,0,0,0,222
135,4741,2,2,2,,,4,3,3,4,3,4,4,3,3,4,4,4,4,3,3,4,3,2,2,4,2,2,2,3,2,3,3,2,3,3,3,2,2,2,1,9,0,0,500,1,0,0,0,0,0,0,0,0,0,217.3333333
136,4740,1,2,2,,,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,4,2,1,0,6,3,2000,0,1,0,0,0,0,0,0,0,0,164
137,4746,2,2,2,,,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,5,4,5,2,28,0,0,900,0,0,0,0,1,0,0,0,0,0,233.3333333
138,4740,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,2,3,3,3,3,-5,0,0,500,0,0,0,0,0,0,0,1,0,0,209.6666667
139,5271,1,2,2,,,4,3,4,4,4,4,3,1,3,1,4,1,1,1,1,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,2,2,3,17,0,0,300,1,0,0,0,0,0,0,0,0,0,176.3333333
140,4745,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,5,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,12,0,-3,1400,0,0,0,0,0,0,0,1,0,0,280
141,4741,1,2,2,,,5,4,4,5,4,5,4,3,4,4,4,4,4,3,4,4,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3,4,4,3,4,14,-1,-3,650,0,0,0,0,0,0,0,1,0,0,219.6666667
142,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
143,4740,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,0,4,0,500,0,0,0,0,0,0,0,1,0,0,186
144,4746,1,2,2,,,4,3,3,4,4,3,2,4,4,5,5,4,4,2,3,4,3,2,3,3,2,3,3,3,4,3,4,4,3,4,2,4,4,2,2,13.7,0,0,159,1,0,0,0,0,0,0,0,0,0,172
145,4741,1,2,2,,,5,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,5,4,4,1,-5,-5,900,1,0,0,0,0,0,0,0,0,0,195
146,4746,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,2,0,6,0,900,0,0,0,0,0,0,0,1,0,0,230.3333333
147,4741,2,2,2,,,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3,10,400,0,1,0,0,0,0,0,0,0,0,239.3333333
148,4741,1,2,2,,,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,4,4,5,5,4,5,5,5,5,4,4,5,4,4,3,3,3,0,14,0,250,0,0,0,0,0,0,0,1,0,0,234.3333333
149,4740,2,2,2,,,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,2,2,1,7,0,4,400,0,0,0,0,0,0,0,1,0,0,254
150,4746,2,2,2,,,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3,4,3,3,2,3,4,4,4,4,3,4,4,3,3,2,2,2,2,8,-5,2.5,400,0,0,0,0,0,0,0,1,0,0,243.6666667
151,4740,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,12,-5,-5,850,0,0,1,0,0,0,0,0,0,0,179.6666667
152,4735,2,2,2,,,5,5,4,5,5,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,2,2,2,3,0,0,0,250,0,0,1,0,0,0,0,0,0,0,204.3333333
153,4735,2,2,2,,,5,4,4,5,5,4,4,4,4,5,4,5,4,4,5,5,3,2,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,3,-5,-5,-3,400,0,0,1,0,0,0,0,0,0,0,207.3333333
154,4733,2,2,2,,,5,4,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,12,4,0,650,1,0,0,0,0,0,0,0,0,0,246.6666667
155,4737,1,2,2,,,5,5,5,5,4,3,3,3,3,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,216.6666667
156,4733,2,2,2,,,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,240.3333333
157,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
158,4737,2,2,2,,,4,3,4,4,3,2,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,4,5,4,3,4,4,3,3,3,4,4,3,3,18,0,0,300,1,0,0,0,0,0,0,0,0,0,234.3333333
159,4744,2,2,2,,,5,4,4,5,4,5,5,5,5,5,5,4,3,5,4,4,3,3,3,3,3,2,3,3,3,3,4,3,4,4,3,3,2,2,2,11,-5,-5,120,1,0,0,0,0,0,0,0,0,0,180
160,4735,2,2,2,,,3,4,3,2,3,3,3,3,2,1,2,3,2,3,3,3,4,2,4,5,3,4,4,5,4,4,4,4,3,5,4,4,4,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,200
161,4737,1,2,2,,,5,3,3,5,4,4,4,1,4,1,3,4,4,5,5,5,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,15,-5,-5,480,0,0,0,0,0,0,1,0,0,0,204.3333333
162,4738,1,2,2,,,4,4,4,5,5,5,5,5,5,2,3,5,5,4,4,4,4,4,5,4,3,5,5,5,5,5,5,4,4,4,5,5,3,3,3,12,0,0,450,0,0,0,0,0,0,0,1,0,0,228.6666667
163,4737,2,2,2,,,4,3,4,5,4,4,4,4,3,4,4,4,3,3,5,4,3,3,3,3,3,5,3,4,4,4,4,4,4,4,5,3,3,3,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,195.3333333
164,4735,2,2,2,,,4,4,3,4,4,3,3,3,4,3,3,3,3,2,2,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,2,2,2,1,3.3,-5,-5,350,1,0,0,0,0,0,0,0,0,0,177
165,4733,2,2,2,,,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,2,11,0,0,500,1,0,0,0,0,0,0,0,0,0,287
166,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
167,4737,2,2,2,,,3,3,3,3,3,4,3,1,4,1,1,4,4,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,0,0,0,180,0,0,0,0,0,0,0,1,0,0,231
168,4737,1,2,2,,,3,3,3,3,3,4,5,4,4,5,4,3,2,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,17,-5,-5,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224
169,4735,2,2,2,,,4,5,2,5,3,4,4,5,5,3,4,4,2,2,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,11,0,0,250,0,0,1,0,0,0,0,1,0,0,214.3333333
170,4737,2,2,2,,,5,3,4,5,3,2,2,3,2,1,4,5,4,3,3,5,3,2,3,3,3,3,4,3,4,4,3,2,3,3,3,4,3,2,2,5,-5,0,450,0,1,0,0,0,0,0,0,0,0,196
171,4735,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,2,5,5,3,3,4,4,3,3,4,4,3,3,4,3,4,4,5,5,5,5,1,1,-5,-5,500,1,0,0,0,0,0,0,0,0,0,234
172,4737,1,2,2,,,5,5,5,5,4,3,3,4,4,5,5,4,4,3,5,4,3,2,3,3,3,4,4,4,3,3,3,3,3,4,5,4,3,3,2,6,-5,-5,350,1,0,0,0,0,0,0,0,0,0,217
173,4733,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,1,10,0,0,200,1,0,0,0,0,0,0,0,0,0,191
174,4737,1,2,2,,,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,3,2.8,-5,-5,420,0,0,0,0,0,1,0,0,0,0,274.3333333
175,4735,2,2,2,,,4,5,4,5,5,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,13,0,0,350,0,1,0,0,0,0,0,0,0,0,171.3333333
176,4733,2,2,2,,,4,4,4,4,5,4,4,3,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,2,-5,6,-5,750,0,0,1,0,0,0,0,0,0,0,286.3333333
177,4735,2,2,2,,,2,3,3,5,3,4,4,3,4,1,1,4,5,1,2,4,4,3,5,3,4,5,4,4,4,4,5,5,5,4,3,2,2,2,2,6,0,0,250,0,0,0,1,0,0,0,0,0,0,155.3333333
178,4733,2,2,2,,,5,4,4,5,4,5,5,5,5,5,4,4,4,3,5,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,2,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,228.6666667
179,4735,2,2,2,,,5,5,4,5,3,5,5,5,5,5,5,3,4,2,2,4,3,3,2,1,-1,2,3,3,3,3,3,2,2,3,4,4,3,3,3,-5,7,-5,500,0,0,0,0,0,0,0,1,0,0,203.6666667
180,4733,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,5,-1,-1,-1,-1,-1,4,-5,-5,600,1,0,0,0,0,0,0,0,0,0,159
181,4735,2,2,2,,,4,4,5,4,3,3,3,4,4,4,4,4,5,3,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,-7,-5,-5,300,0,0,0,0,1,0,0,0,0,0,196.6666667
182,4665,2,2,2,,,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,4,-5,-1,-5,600,1,0,0,0,0,0,0,0,0,0,221.3333333
183,4665,2,2,2,,,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,-5,-5,1,1000,0,0,1,0,0,0,0,0,0,0,266.3333333
184,4663,1,2,2,,,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,5,5,3,3,2,14,-5,0,480,1,0,0,0,0,0,0,0,0,0,221.3333333
185,4665,2,1,1,6,부모님의 이혼,5,4,5,4,4,4,4,3,4,3,4,3,5,4,5,5,5,3,4,4,4,4,4,4,3,2,5,5,4,4,4,5,4,3,4,0,-2,-5,500,0,0,0,0,0,0,1,0,0,0,284.3333333
186,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
187,4662,1,2,2,,,5,5,5,5,3,4,4,4,4,4,4,5,5,1,4,4,3,3,2,3,2,4,3,3,4,2,4,3,4,4,4,4,4,4,3,0,0,0,900,0,0,0,0,1,0,0,0,0,0,205.3333333
188,4665,2,2,2,,,4,3,2,3,3,4,4,1,3,2,4,2,2,2,3,5,3,2,3,3,3,3,4,3,3,3,4,4,4,4,1,5,5,3,1,0,0,0,300,0,1,0,0,0,0,0,0,0,0,203
189,4664,2,2,2,,,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,9,0,0,800,1,0,0,0,0,0,0,0,0,0,231.6666667
190,4665,2,2,2,,,5,5,4,5,4,5,5,3,3,3,3,4,3,3,4,4,2,4,3,1,2,3,3,3,3,2,3,4,3,2,2,2,3,2,3,0,0,0,500,0,0,0,0,0,0,0,0,1,0,249.3333333
191,4665,2,2,2,,,5,5,5,5,5,4,4,5,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,243.6666667
192,4665,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,12,0,0,250,1,0,0,0,0,0,0,0,0,0,169
193,4666,2,2,2,,,4,4,4,4,4,5,5,5,5,5,5,3,3,3,4,4,2,2,2,3,2,3,3,3,3,3,4,3,4,3,3,3,3,4,4,10,0,0,400,1,0,0,0,0,0,0,0,0,0,153
194,4665,2,2,2,,,5,5,5,5,4,4,4,3,3,3,4,3,2,3,3,3,4,2,4,3,4,4,4,4,4,3,4,4,4,3,5,4,4,4,4,5,0,4,500,0,0,0,0,1,0,0,0,0,0,186
195,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
196,4662,2,2,2,,,5,4,4,5,4,4,4,4,4,5,5,5,4,3,4,4,2,2,2,3,1,3,4,4,2,-1,2,4,4,3,3,2,1,2,2,0,0,-17,450,1,0,0,0,0,0,0,0,0,0,211
197,4665,2,2,2,,,5,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,2,2,3,0,0,200,1,0,0,0,0,0,0,0,0,0,254.3333333
198,4662,1,2,2,,,5,5,5,5,4,4,5,4,5,5,5,3,4,5,3,4,4,3,1,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,15,0,0,750,0,0,0,0,0,0,0,1,0,0,286.3333333
199,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
200,4664,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,0,0,500,1,0,0,0,0,0,0,0,0,0,233.6666667
201,4727,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,500,1,0,0,0,0,0,0,0,0,0,192
202,4665,2,2,2,,,5,4,4,5,5,4,4,5,5,5,5,5,5,3,3,5,5,5,4,3,3,3,4,4,3,3,5,5,5,4,3,3,3,3,3,16,-5,-5,330,0,0,1,0,0,0,0,0,0,0,242.6666667
203,4664,2,2,2,,,5,5,5,4,5,4,4,5,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,2,2,13,-5,-5,500,0,0,0,0,1,0,0,0,0,0,188.6666667
204,4664,1,2,,,,5,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,6,0,0,310,0,0,0,0,0,0,0,1,0,0,154.6666667
205,4662,1,2,2,,,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,3,3,16,0,0,700,0,0,0,0,0,0,0,1,0,0,289
206,4657,1,2,2,,,4,4,4,4,4,3,3,3,3,3,3,4,4,2,2,3,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,3,2,1,-5,-5,500,1,0,0,0,0,0,0,0,0,0,211
207,4663,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,3,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,1,-5,-5,450,1,0,0,0,0,0,0,0,0,0,196.6666667
208,4665,2,2,2,,,5,4,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,2,4,3,3,4,3,4,3,3,2,2,3.5,0,600,1,0,0,0,0,0,0,0,0,0,279.6666667
209,4662,1,2,2,,,5,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,4,3,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,16,0,0,600,0,0,1,0,0,0,0,0,0,0,283.3333333
210,4657,1,2,2,,,4,4,4,4,4,5,5,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,2,5,5,4,4,4,4,4,4,4,0,0,0,2500,0,0,1,0,0,0,0,0,0,0,249
211,4664,1,2,2,,,4,4,5,4,4,5,5,5,5,5,5,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,10,0,0,300,0,1,0,0,0,0,0,0,0,0,182.3333333
212,4663,1,2,2,,,5,5,5,5,4,3,3,3,4,3,4,3,3,4,5,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,3,3,3,14,-5,-5,500,1,0,0,0,0,0,0,0,0,0,249.3333333
213,4655,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,3,2,3,3,4,4,4,3,4,3,3,4,3,3,3,4,4,4,3,0,0,6,410,1,0,0,0,0,0,0,0,0,0,261.3333333
214,4665,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5,4,3,22,-5,-5,520,0,0,0,1,0,0,0,0,0,0,265.3333333
215,4663,1,2,2,,,4,3,2,3,2,3,3,2,3,2,1,2,2,2,3,2,2,3,2,3,-1,3,3,3,3,3,3,3,3,3,3,4,3,4,2,2,-5,-5,400,1,0,0,0,0,0,1,0,0,0,187
216,4657,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,4,3,3,5,5,5,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,0,700,0,0,0,0,1,0,0,0,0,0,229
217,4657,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,17,0,0,200,1,0,0,0,0,0,0,0,0,0,211.3333333
218,4663,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0,0,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207
219,4664,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,2,16,0,1,900,0,0,0,1,0,0,0,0,0,0,280.6666667
220,4664,1,2,2,,,4,4,3,4,5,4,4,4,4,4,4,4,4,3,4,4,3,2,-1,3,3,4,4,4,4,3,4,4,4,4,4,4,3,2,4,13,0,0,800,1,0,0,0,1,0,0,0,0,0,185
221,4665,2,2,2,,,5,5,4,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,3,2,2,1,10,0,0,105,1,0,0,0,0,0,0,0,0,0,216.3333333
222,4664,1,2,2,,,5,3,3,5,4,4,4,1,3,4,4,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,5,0,0,700,0,0,0,0,0,0,0,1,0,0,244.3333333
223,4657,1,2,2,,,5,3,3,5,5,4,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,400,0,0,0,1,0,0,0,0,0,0,240
224,4664,1,2,2,,,5,3,5,5,4,3,3,3,3,3,3,2,3,3,5,4,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,174
225,4661,1,2,2,,,5,4,4,3,3,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,21,0,0,300,1,0,0,0,0,0,0,0,0,0,209.6666667
226,4663,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,2,2,3,3,2,3,3,2,1,3,2,4,4,4,3,2,-5,-5,10,500,1,0,0,0,0,0,0,0,0,0,230.3333333
227,4658,1,2,2,,,4,4,4,4,4,4,4,5,4,4,5,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,3,3,3,10,-5,-5,500,1,0,0,0,0,0,0,0,0,0,243.6666667
228,4693,2,2,2,,,3,4,4,3,4,4,5,4,4,5,5,3,4,4,2,4,3,2,3,2,1,2,3,3,2,2,2,3,3,3,4,4,3,4,4,2,-1,-5,700,1,0,0,0,0,0,0,0,0,0,#N/A
229,4659,2,2,2,,,4,4,4,3,4,5,5,5,5,5,5,3,3,4,4,5,3,2,4,4,3,4,2,2,4,2,4,4,3,3,4,4,3,2,1,9,-5,-5,-1,0,0,1,0,0,0,0,0,0,0,277
230,4660,2,2,2,,,4,4,4,4,5,3,4,5,4,4,3,3,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,9,-5,-5,350,1,0,0,0,0,0,0,0,0,0,225.6666667
231,4659,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,4,4,2,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,0,0,0,400,1,0,0,0,0,0,0,0,0,0,203
232,4659,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,3,2,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,0,0,0,300,0,0,0,0,0,0,1,0,0,0,144
233,4659,1,2,2,,,5,4,4,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,4,5,4,4,4,5,5,3,4,4,5,5,4,5,5,0,0,0,130,1,0,0,0,0,0,0,0,0,0,194.3333333
234,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
235,4659,1,2,2,,,4,4,4,5,4,4,4,3,4,3,4,3,4,3,3,3,2,2,4,3,2,3,3,2,2,3,4,4,3,3,4,4,2,3,2,9,-5,-5,700,1,0,0,0,0,0,0,0,0,0,199.6666667
236,4658,1,2,2,,,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,12,0,0,600,0,1,0,0,0,0,0,0,0,0,148
