stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per,seoul,bigcity,smallcity,rural,sch_SES,sch_academic_abil
538,4698,2,1,0,5,5,5,5,5,4,5,5,4,5,5,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,2,2,1,650,1,0,0,0,0,0,0,0,0,0,254.6666667,0,1,0,0,0,570.2777778,243.0740741
539,4721,2,1,0,4,4,3,4,3,4,4,5,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,500,0,1,0,0,0,0,0,0,0,0,222.3333333,5.633802817,1,0,0,0,570,201.6666667
541,4721,2,1,0,4,4,4,5,4,5,5,5,5,5,5,4,3,3,3,4,2,4,2,4,2,4,3,3,3,3,3,3,3,3,4,4,4,4,2,650,1,0,0,0,0,0,0,0,0,0,181.3333333,5.633802817,1,0,0,0,570,201.6666667
542,4698,2,1,0,5,4,4,5,4,4,4,4,4,4,3,2,1,2,3,3,3,3,4,4,3,3,3,2,3,3,2,3,1,3,4,4,4,3,2,300,0,1,0,0,0,0,0,0,0,0,181,0,1,0,0,0,570.2777778,243.0740741
543,4698,1,1,0,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,600,1,0,0,0,0,0,0,0,0,0,184.6666667,0,1,0,0,0,570.2777778,243.0740741
545,4698,1,1,0,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,2,600,1,0,0,0,0,0,0,0,0,0,258.3333333,0,1,0,0,0,570.2777778,243.0740741
546,4698,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,4,4,3,5,2,4,4,4,5,3,4,2,1,1,400,0,0,0,1,0,0,0,0,0,0,273.6666667,0,1,0,0,0,570.2777778,243.0740741
547,4698,2,1,0,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,300,0,0,0,0,0,0,1,0,0,0,246,0,1,0,0,0,570.2777778,243.0740741
548,4730,1,1,0,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,350,1,0,0,0,0,0,0,0,0,0,218.6666667,1.633986928,1,0,0,0,675,208.3333334
549,4708,1,1,0,5,5,4,4,5,5,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,250,0,0,0,0,0,0,1,0,0,0,202,5.208333333,1,0,0,0,456,217.0666667
550,4728,1,1,0,5,4,5,5,4,5,5,5,5,5,5,3,3,4,4,4,4,3,3,4,3,4,2,3,3,3,3,3,3,3,3,4,3,3,4,200,0,0,0,0,0,0,1,0,0,0,201.6666667,2.209944751,1,0,0,0,200,201.6666667
551,4698,2,1,0,4,3,3,4,3,4,4,1,4,2,4,4,4,3,4,3,5,5,3,4,3,3,3,2,3,3,3,3,3,3,5,4,3,3,4,330,1,0,0,0,0,0,0,0,0,0,247,0,1,0,0,0,570.2777778,243.0740741
552,4708,2,1,0,5,4,3,5,4,5,4,3,4,3,4,4,3,3,5,4,3,2,4,3,3,2,4,4,4,3,4,4,4,4,3,3,2,1,4,250,1,0,0,0,0,0,0,0,0,0,249.3333333,5.208333333,1,0,0,0,456,217.0666667
553,4698,2,1,0,5,4,4,5,4,3,4,4,4,4,3,3,3,3,4,4,3,2,3,2,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,300,1,0,0,0,0,0,0,0,0,0,171.3333333,0,1,0,0,0,570.2777778,243.0740741
555,4705,2,1,0,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2,3,4,4,3,4,4,4,4,4,4,560,1,0,0,0,0,0,0,0,0,0,234.6666667,1.992031873,1,0,0,0,498,206.4666667
556,4698,1,1,0,4,4,3,4,5,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,25,0,0,0,0,0,0,0,1,0,0,285.3333333,0,1,0,0,0,570.2777778,243.0740741
560,4721,2,1,0,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,2,4,400,1,1,0,0,0,0,0,0,0,0,200.6666667,5.633802817,1,0,0,0,570,201.6666667
561,4698,1,1,0,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,3,5,5,5,5,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,400,1,0,0,0,0,0,0,0,0,0,250,0,1,0,0,0,570.2777778,243.0740741
562,4698,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,4,3,4,3,3,4,3,3,5,5,5,4,2,1500,0,0,0,1,0,0,0,0,0,0,269,0,1,0,0,0,570.2777778,243.0740741
564,4698,2,1,0,5,5,5,5,5,4,4,5,4,5,4,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,900,0,0,0,0,0,0,0,1,0,0,273.3333333,0,1,0,0,0,570.2777778,243.0740741
565,4705,1,1,0,4,4,4,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,4,3,1,1,270,1,0,0,0,0,0,0,0,0,0,217,1.992031873,1,0,0,0,498,206.4666667
566,4698,1,1,0,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,2,4,3,3,3,3,4,4,4,3,4,4,3,2,3,600,0,0,1,0,0,0,0,0,0,0,231.3333333,0,1,0,0,0,570.2777778,243.0740741
567,4721,2,1,0,4,4,5,5,4,4,3,4,4,4,4,3,4,3,4,4,2,3,4,3,3,4,4,4,4,4,3,2,4,4,4,4,4,3,2,500,0,1,0,0,0,0,0,0,0,0,182.6666667,5.633802817,1,0,0,0,570,201.6666667
568,4721,2,1,0,4,4,4,5,4,3,3,4,4,4,5,4,4,4,3,3,3,4,3,4,3,4,2,2,3,2,2,2,2,2,2,3,3,2,3,1000,0,0,1,0,0,0,0,0,0,0,187.6666667,5.633802817,1,0,0,0,570,201.6666667
569,4698,1,1,0,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,4,2,2,2,540,0,0,0,0,0,0,0,1,0,0,268,0,1,0,0,0,570.2777778,243.0740741
570,4698,1,1,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,570,0,0,0,0,0,0,0,1,0,0,231.3333333,0,1,0,0,0,570.2777778,243.0740741
571,4698,2,1,0,5,5,4,5,5,4,4,4,4,4,4,4,5,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,1000,0,0,0,0,0,0,0,1,0,0,288.6666667,0,1,0,0,0,570.2777778,243.0740741
572,4708,1,1,0,5,4,4,4,3,3,3,3,3,3,3,4,3,2,4,3,5,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,1,450,1,0,0,0,0,0,0,0,0,0,141.6666667,5.208333333,1,0,0,0,456,217.0666667
573,4721,2,1,0,3,4,3,3,3,4,4,3,4,3,4,3,3,2,3,3,2,5,3,4,4,4,3,3,3,3,3,4,3,3,5,5,5,4,1,650,0,0,1,0,0,0,0,0,0,0,177.3333333,5.633802817,1,0,0,0,570,201.6666667
574,4705,2,1,0,4,4,3,4,5,3,5,5,5,5,5,4,3,4,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,500,0,0,0,0,0,0,0,0,1,0,219.3333333,1.992031873,1,0,0,0,498,206.4666667
575,4721,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,2,4,3,2,3,3,2,3,3,3,4,4,4,5,5,5,5,5,500,0,0,0,1,0,0,0,0,0,0,263.3333333,5.633802817,1,0,0,0,570,201.6666667
576,4721,2,1,0,4,3,3,4,3,4,4,4,3,3,3,2,3,2,2,3,4,4,4,4,3,4,2,3,3,3,4,4,4,3,2,4,4,4,4,400,0,0,0,0,1,0,0,0,0,0,212.6666667,5.633802817,1,0,0,0,570,201.6666667
578,4732,2,1,1,4,3,2,5,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,150,1,0,0,0,0,0,0,0,0,0,233.3333333,4.347826087,1,0,0,0,416,221.6
579,4713,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,3,4,3,3,3,4,2,3,4,4,4,4,4,4,500,0,0,0,1,0,0,0,0,0,0,280,2.919708029,1,0,0,0,632.7272727,217.115942
580,4732,2,1,0,5,4,4,4,5,4,4,4,4,5,5,4,4,2,4,3,3,2,2,2,2,3,3,4,3,2,3,3,3,3,3,4,3,4,4,800,0,0,1,0,0,0,0,0,0,0,255.6666667,4.347826087,1,0,0,0,416,221.6
582,4713,1,1,0,5,5,5,5,5,4,4,3,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,2,2000,1,0,0,0,0,0,0,0,0,0,252.6666667,2.919708029,1,0,0,0,632.7272727,217.115942
584,4713,2,1,0,5,4,4,5,4,3,4,3,4,3,3,5,5,5,5,5,4,4,4,4,4,4,3,3,4,3,3,3,4,4,5,5,5,5,3,500,0,0,0,0,0,0,0,1,0,0,289,2.919708029,1,0,0,0,632.7272727,217.115942
585,4714,1,1,0,5,3,3,5,3,3,3,3,3,3,3,5,2,2,5,5,3,2,2,4,2,3,2,2,2,2,1,3,3,2,3,3,2,2,3,250,1,0,0,0,0,0,0,0,0,0,186,4.255319149,1,0,0,0,316.6666667,181.1111111
586,4714,1,1,0,4,4,4,4,4,3,3,3,3,3,3,4,3,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,200,0,1,0,0,0,0,0,0,0,0,148,4.255319149,1,0,0,0,316.6666667,181.1111111
587,4713,2,1,0,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,3,3,2,3,2,4,3,4,4,3,4,3,3,4,4,3,3,3,3,900,0,1,0,0,0,0,0,0,0,0,210,2.919708029,1,0,0,0,632.7272727,217.115942
588,4713,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,500,0,0,0,0,0,0,0,1,0,0,246,2.919708029,1,0,0,0,632.7272727,217.115942
589,4713,1,1,0,5,5,5,5,5,3,4,4,3,4,3,4,4,2,3,4,3,2,4,4,3,3,2,2,2,2,2,2,3,3,5,5,5,5,3,800,0,0,0,0,0,0,0,1,0,0,265.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
590,4732,2,1,0,4,3,3,4,4,4,4,4,4,4,5,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,200,0,1,0,0,0,0,0,0,0,0,207.3333333,4.347826087,1,0,0,0,416,221.6
591,4713,2,1,0,3,3,4,5,3,3,3,3,3,3,3,3,5,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,500,1,0,0,0,0,0,0,0,0,0,205.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
592,4699,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,3,3,4,4,4,4,4,3,4,4,2,2,2,1,4,320,1,0,0,0,0,0,0,0,0,0,208.3333333,0.609756098,1,0,0,0,360,197.1666667
593,4732,2,1,0,4,4,4,4,4,5,5,5,5,5,5,4,4,3,3,3,4,3,2,4,3,3,4,3,2,2,4,4,5,2,4,4,4,3,4,400,0,0,1,0,0,0,0,0,0,0,217.3333333,4.347826087,1,0,0,0,416,221.6
594,4732,2,1,0,5,5,5,5,5,4,4,4,4,4,4,4,3,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,600,0,0,1,0,0,0,0,0,0,0,235.3333333,4.347826087,1,0,0,0,416,221.6
595,4713,1,1,0,2,4,2,2,4,3,3,3,3,3,2,4,4,3,4,3,3,2,3,4,4,3,5,5,4,4,4,3,4,4,5,5,4,4,4,620,0,0,0,0,0,0,1,0,0,0,229,2.919708029,1,0,0,0,632.7272727,217.115942
596,4713,2,1,0,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,270,0,1,0,0,0,0,0,0,0,0,182,2.919708029,1,0,0,0,632.7272727,217.115942
597,4713,2,1,0,3,3,3,3,3,3,3,4,4,4,4,2,3,4,2,2,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,600,1,0,0,0,0,0,0,0,0,0,207.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
598,4713,1,1,0,5,5,5,5,5,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,2,500,1,0,0,0,0,0,0,0,0,0,189,2.919708029,1,0,0,0,632.7272727,217.115942
599,4713,1,1,0,3,3,3,4,3,4,3,2,4,3,4,3,3,1,4,3,2,1,5,2,3,3,3,3,3,2,3,3,3,3,5,5,4,4,3,700,1,0,0,0,0,0,0,0,0,0,182,2.919708029,1,0,0,0,632.7272727,217.115942
600,4713,1,1,0,5,5,5,5,5,4,4,4,4,5,5,4,3,4,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,2,400,0,0,0,1,0,0,0,0,0,0,199.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
601,4713,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2,2,2,2,2,4,3,4,3,4,5,5,4,3,1000,0,0,0,1,0,0,0,0,0,0,243.6666667,2.919708029,1,0,0,0,632.7272727,217.115942
602,4713,1,1,0,4,4,4,4,4,4,4,4,4,3,5,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,2,2,240,0,1,0,0,0,0,0,0,0,0,157,2.919708029,1,0,0,0,632.7272727,217.115942
603,4713,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,480,1,0,0,0,0,0,0,0,0,0,189.6666667,2.919708029,1,0,0,0,632.7272727,217.115942
604,4713,2,1,0,3,2,3,3,4,3,3,2,3,3,3,2,3,3,2,4,3,4,3,3,2,3,3,3,3,3,3,3,3,4,4,5,4,4,4,300,0,0,1,0,0,0,0,0,0,0,272.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
605,4713,2,1,0,2,4,2,3,4,3,2,1,2,1,3,2,3,4,2,3,4,3,5,3,3,3,4,4,4,3,2,2,3,4,3,4,3,2,1,800,1,0,0,0,0,0,0,0,0,0,238,2.919708029,1,0,0,0,632.7272727,217.115942
607,4713,1,1,0,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,4,4,4,4,4,4,5,4,4,5,3,3,3,3,3,800,1,0,0,0,0,0,0,0,0,0,134.3333333,2.919708029,1,0,0,0,632.7272727,217.115942
608,4699,1,1,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,3,4,4,3,4,4,4,4,4,4,2,2,4,400,0,0,0,0,0,0,1,0,0,0,186,0.609756098,1,0,0,0,360,197.1666667
609,4713,2,1,0,4,3,3,4,3,4,3,4,3,4,4,3,3,2,4,2,3,2,2,4,1,4,4,4,3,3,4,3,4,4,4,4,3,2,4,360,1,1,0,0,0,0,0,0,0,0,187,2.919708029,1,0,0,0,632.7272727,217.115942
610,4732,2,1,0,5,5,4,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,2,3,3,3,600,0,0,1,0,0,0,0,0,0,0,261.6666667,4.347826087,1,0,0,0,416,221.6
611,4732,2,1,0,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,160,0,1,0,0,0,0,0,0,0,0,207.3333333,4.347826087,1,0,0,0,416,221.6
612,4713,2,1,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,5,2,2,4,4,4,3,5,5,4,4,4,3,4,2,3,2,700,0,0,0,0,0,0,0,1,0,0,252.6666667,2.919708029,1,0,0,0,632.7272727,217.115942
613,4732,2,1,0,4,3,3,4,3,4,4,3,3,2,3,2,2,1,2,4,3,3,4,3,3,3,1,1,3,1,3,3,3,3,5,5,5,5,3,200,0,1,0,0,0,0,0,0,0,0,204,4.347826087,1,0,0,0,416,221.6
615,4631,2,1,0,4,4,5,5,4,5,5,5,5,5,5,3,3,3,5,4,4,5,4,5,5,4,3,3,4,3,4,3,3,4,4,5,5,5,5,500,0,0,1,0,0,0,0,0,0,0,234,0.917431193,1,0,0,0,632.3076923,232.4320988
616,4640,1,1,0,4,4,4,4,4,4,4,3,3,2,4,3,4,3,3,3,4,3,4,4,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,400,1,0,0,0,0,0,0,0,0,0,178.6666667,1.020408163,1,0,0,0,401.6666667,210.0701754
617,4631,1,1,0,5,5,5,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,3,4,4,4,3,3,3,1,3,3,4,4,3,3,3,4,400,0,0,1,0,0,0,0,0,0,0,187,0.917431193,1,0,0,0,632.3076923,232.4320988
618,4631,1,1,0,5,5,5,5,5,5,5,5,5,4,3,3,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,700,0,0,0,0,0,0,1,0,0,0,231.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
619,4631,2,1,0,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,500,0,0,1,0,0,0,0,0,0,0,283.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
620,4631,2,1,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,4,4,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,350,0,0,0,0,1,0,0,0,0,0,191.6666667,0.917431193,1,0,0,0,632.3076923,232.4320988
621,4591,2,1,0,5,4,5,5,4,4,4,2,3,2,2,4,4,3,4,5,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,350,0,0,0,0,0,0,0,1,0,0,249.6666667,6.504065041,1,0,0,0,350,249.6666667
622,4640,1,1,0,5,5,5,5,4,4,5,5,5,5,5,3,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,250,1,0,0,0,0,0,0,0,0,0,198.6666667,1.020408163,1,0,0,0,401.6666667,210.0701754
623,4631,1,1,0,5,5,5,5,5,4,4,3,4,5,4,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,700,1,0,0,0,0,0,0,0,0,0,192,0.917431193,1,0,0,0,632.3076923,232.4320988
624,4640,1,1,0,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,2,2,4,4,3,3,3,3,3,3,5,5,3,4,4,450,0,1,0,0,0,0,0,0,0,0,196.3333333,1.020408163,1,0,0,0,401.6666667,210.0701754
625,4640,1,1,0,4,4,3,4,4,3,3,3,3,3,3,4,3,3,4,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,223,1.020408163,1,0,0,0,401.6666667,210.0701754
626,4631,2,1,0,5,5,5,5,5,5,5,2,5,1,2,5,5,4,5,5,4,2,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,700,1,0,0,0,0,0,0,0,0,0,249,0.917431193,1,0,0,0,632.3076923,232.4320988
627,4640,1,1,0,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,2,2,4,4,3,4,2,3,3,2,3,3,4,4,4,4,4,4,4,160,1,0,0,0,0,0,0,0,0,0,176.3333333,1.020408163,1,0,0,0,401.6666667,210.0701754
628,4640,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,1,3,4,4,4,4,4,4,4,5,4,4,4,4,3,3,2,2,300,0,0,0,0,1,0,0,0,0,0,222.6666667,1.020408163,1,0,0,0,401.6666667,210.0701754
630,4640,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,3,3,4,3,3,3,5,4,4,5,5,4,4,4,3,600,0,0,0,0,0,0,0,1,0,0,217.3333333,1.020408163,1,0,0,0,401.6666667,210.0701754
632,4631,2,1,0,5,3,4,4,4,4,4,4,4,4,4,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,400,0,0,0,0,0,0,0,1,0,0,249.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
633,4631,2,1,0,5,4,4,5,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,500,0,0,0,0,1,0,0,0,0,0,253.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
634,4631,2,1,0,5,4,4,4,4,5,5,5,5,5,5,3,3,3,4,4,4,3,4,3,2,3,3,3,4,3,4,4,4,4,4,4,4,3,4,500,1,0,0,0,0,0,0,0,0,0,219,0.917431193,1,0,0,0,632.3076923,232.4320988
635,4628,2,1,0,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,4,3,2,4,3,3,4,3,3,4,3,4,3,3,3,4,4,4,4,4,220,1,0,0,0,0,0,0,0,0,0,155,2.461538462,1,0,0,0,313.3333333,190.8611111
636,4631,2,1,0,5,4,4,5,5,4,4,5,4,2,3,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,550,0,0,1,0,0,0,0,0,0,0,279.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
637,4637,2,1,0,4,4,4,5,5,4,4,4,4,4,5,3,3,1,5,4,3,3,2,3,3,4,3,3,3,3,4,3,3,3,2,4,3,3,4,600,0,1,0,0,0,0,0,0,0,0,174.3333333,3.571428571,1,0,0,0,450,192.8333333
638,4640,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,1,650,1,0,0,1,0,0,0,0,0,0,260.6666667,1.020408163,1,0,0,0,401.6666667,210.0701754
639,4631,1,1,0,4,4,4,4,3,4,4,3,4,2,3,4,4,3,4,4,4,4,2,3,2,4,4,4,4,3,4,2,4,4,4,3,4,3,4,700,1,0,0,0,0,0,0,0,0,0,219.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
640,4631,2,1,0,5,5,4,4,4,5,5,5,4,4,4,3,4,2,3,4,3,4,3,3,2,4,4,3,2,3,3,2,3,3,5,5,3,3,5,1000,1,0,0,0,0,0,0,0,0,0,248.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
641,4631,2,1,0,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,3,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,250,1,0,0,0,0,0,0,0,0,0,192,0.917431193,1,0,0,0,632.3076923,232.4320988
642,4631,2,1,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,2,4,2,1,460,1,0,0,0,0,0,0,0,0,0,171.6666667,0.917431193,1,0,0,0,632.3076923,232.4320988
643,4631,2,1,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,3,4,1,1,3,3,3,2,1,3,3,2,4,4,4,4,3,900,1,0,0,0,0,0,0,0,0,0,234.6666667,0.917431193,1,0,0,0,632.3076923,232.4320988
644,4640,1,1,0,4,4,3,4,4,4,4,1,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,500,0,0,0,0,0,0,0,1,0,0,255.3333333,1.020408163,1,0,0,0,401.6666667,210.0701754
645,4631,1,1,0,3,4,4,4,4,4,3,3,4,3,5,5,5,5,5,5,4,2,3,3,3,4,4,3,3,3,3,3,3,4,5,5,3,5,5,700,0,0,0,1,0,0,0,0,0,0,256.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
646,4637,2,1,0,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,2,4,3,3,4,3,3,3,3,4,4,4,3,3,4,300,1,0,0,0,0,0,0,0,0,0,211.3333333,3.571428571,1,0,0,0,450,192.8333333
647,4631,2,1,0,5,5,3,4,4,4,3,4,4,3,4,4,2,3,5,5,3,3,3,3,3,3,2,2,3,2,2,3,3,3,5,4,5,4,2,900,1,0,0,0,0,0,0,0,0,0,203.6666667,0.917431193,1,0,0,0,632.3076923,232.4320988
649,4631,1,1,0,4,4,2,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3,3,3,4,3,5,2,5,4,4,4,5,4,4,2,4,500,0,0,0,0,0,0,0,1,0,0,252,0.917431193,1,0,0,0,632.3076923,232.4320988
650,4631,1,1,0,4,4,5,5,4,4,4,3,3,4,4,4,5,4,5,5,5,5,5,4,3,4,4,3,4,4,4,5,5,5,5,4,4,3,3,350,1,0,0,0,0,0,0,0,0,0,222.6666667,0.917431193,1,0,0,0,632.3076923,232.4320988
651,4640,1,1,0,4,3,3,4,3,3,3,3,3,3,3,3,2,1,3,2,4,2,2,2,2,3,3,3,5,3,5,4,4,4,4,4,3,3,4,480,1,0,0,0,0,0,0,0,0,0,173.6666667,1.020408163,1,0,0,0,401.6666667,210.0701754
652,4631,2,1,0,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,3,5,3,3,3,3,4,3,3,3,4,4,4,4,2,1,400,1,0,0,0,0,0,0,0,0,0,265.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
653,4631,2,1,0,4,3,2,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,80,0,1,0,0,0,0,0,0,0,0,159.3333333,0.917431193,1,0,0,0,632.3076923,232.4320988
