L2Y3_SCHID,L2Y3_REG,L2Y3_SCHTYPE,L2Y3_SCHTYPE2,L2Y3DB1_1,L2Y3DB1_1_1,L2Y3DB1_1_2,L2Y3DB1_2,L2Y3DB1_3_1A,L2Y3DB1_3_1B,L2Y3DB1_3_1C,L2Y3DB1_3_1D,L2Y3DB1_3_2A,L2Y3DB1_3_2B,L2Y3DB1_3_3A,L2Y3DB1_3_3B,L2Y3DB1_4_1,L2Y3DB1_4_2,L2Y3DB1_4_3,L2Y3DB1_5_1,L2Y3DB1_5_2,L2Y3DB1_6_1A,L2Y3DB1_6_1B,L2Y3DB1_6_1C,L2Y3DB1_6_1D,L2Y3DB1_6_1E,L2Y3DB1_6_2A,L2Y3DB1_6_2B,L2Y3DB1_6_2C,L2Y3DB1_6_2D,L2Y3DB1_6_3,L2Y3DB1_6_4,L2Y3DB1_6_5,L2Y3DB1_6_6A,L2Y3DB1_6_6B,L2Y3DB1_6_6C,L2Y3DB1_6_6D,L2Y3DB1_6_7,L2Y3DB1_6_8,L2Y3DB1_6_9,L2Y3DB1_7_1,L2Y3DB1_7_2,L2Y3DB1_7_3,L2Y3DB1_7_4,L2Y3DB1_7_5,L2Y3DB1_8,L2Y3DB2_1,L2Y3DB2_1_1,L2Y3DB2_1_2,L2Y3DB2_1_3,L2Y3DB2_2,L2Y3DB2_2_M,L2Y3DB2_2_F,L2Y3DB2_2_1,L2Y3DB2_2_1M,L2Y3DB2_2_1F,L2Y3DB2_2_2,L2Y3DB2_2_2M,L2Y3DB2_2_2F,L2Y3DB2_2_3,L2Y3DB2_2_3M,L2Y3DB2_2_3F,L2Y3DB2_3_1,L2Y3DB2_3_2,L2Y3DB2_4,L2Y3DB2_4_2,L2Y3DB2_4_1,L2Y3DB2_4_1_1,L2Y3DB2_4_1_2,L2Y3DB2_4_1_3,L2Y3DB2_4_1_4,L2Y3DB2_4_1_5,L2Y3DB2_4_3,L2Y3DB2_4_4,L2Y3DB3_1,L2Y3DB3_1_1,L2Y3DB3_1_2,L2Y3DB3_2,L2Y3DB3_3,L2Y3DB3_4,L2Y3DB3_5,L2Y3DB3_6,L2Y3DB3_7_1,L2Y3DB3_7_2,L2Y3DB3_7_3,L2Y3DB4_1,L2Y3DB4_1M,L2Y3DB4_1F,L2Y3DB4_2,L2Y3DB4_3,L2Y3DB4_4_1,L2Y3DB4_4_2,L2Y3DB4_4_3,L2Y3DB4_4_4,L2Y3DB4_4_5,L2Y3DB4_5,L2Y3DB4_5M,L2Y3DB4_5F,L2Y3DB4_6,L2Y3DB5_1,L2Y3DB5_2,L2Y3DB5_3,L2Y3DB5_4
4932,3,1,3,26630,3300,22467,5931,0,0,0,0,16,2141,0,0,1,15255,66,63,50,16,3,8,0,2,0,2,0,0,6,9,1,1,0,0,4,2,0,0,0,1,0,0,0,27,13,3,4,6,400,0,400,101,0,101,137,0,137,162,0,162,9,0,134,0,134,104,25,4,0,1,0,0,3,3,0,2,0,0,11,11,0,0,0,28,7,21,26.18,49.32,0,1,9,18,0,0,0,0,4,1,1,59,37.09
4933,3,1,2,20035,1875,18160,5214,0,0,0,0,12,989,0,0,1,7831,92,38,35,8,2,6,0,4,0,1,0,0,2,10,1,1,0,2,5,1,0,0,0,1,0,0,1,16,8,2,3,3,263,263,0,61,61,0,101,101,0,101,101,0,8,0,70,0,70,33,24,9,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,9,8,26.43,51,0,0,8,9,0,0,0,0,3,1,1,57,32.04
4934,3,1,2,18391,7621,8856,5004,0,0,0,0,8,2487,32,2145,1,9984,35,43,46,13,4,7,0,0,0,0,0,0,1,9,1,1,0,0,3,1,0,0,0,1,0,0,1,24,12,3,4,5,326,326,0,92,92,0,97,97,0,137,137,0,9,0,106,0,106,52,26,10,18,0,0,0,0,0,0,0,0,0,11,7,0,0,0,27,13,14,19.36,44.81,0,0,15,11,1,0,0,0,4,1,1,59,35.01
4935,3,2,2,14383,5633,8552,4054,0,0,0,0,14,1689,28,2075,1,11768,92,42,26,8,0,12,0,1,0,0,0,1,2,6,0,0,0,0,7,0,0,0,0,0,0,0,0,20,8,3,2,3,259,259,0,88,88,0,71,71,0,100,100,0,0,0,103,0,103,76,19,3,5,0,0,0,0,0,0,1,0,0,4,6,0,0,0,16,13,3,22.29,49.63,0,0,8,8,0,0,0,0,4,1,1,60,35.07
4936,4,2,1,26936,4055,22881,0,0,0,0,0,0,0,0,0,1,27647,144,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,121,58,63,41,20,21,40,20,20,40,18,22,1,0,41,0,40,22,17,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,13,6,7,6.64,35.62,0,0,7,5,1,0,0,0,0,0, , , 
4937,4,1,1,19760,8122,10743,2728,0,0,0,0,19,1854,19,1171,1,9432,30,30,21,4,0,5,0,0,0,1,0,0,1,9,1,1,0,0,6,1,0,0,0,1,0,0,1,9,4,1,1,2,23,14,9,9,5,4,6,5,1,8,4,4,5,0,10,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,23.6,49.09,0,0,5,4,2,0,0,0,2,1,1,58,29
4938,3,1,1,25011,14158,10853,7364,0,0,0,0,20,1214,40,5657,1,18203,100,66,40,19,7,9,0,1,0,0,0,0,0,11,1,1,0,0,12,0,0,0,0,1,0,0,1,35,19,6,6,7,586,290,296,177,88,89,200,98,102,209,104,105,9,0,210,0,210,156,44,6,3,1,0,0,2,2,0,1,0,0,17,13,1,0,0,39,15,24,14.54,41.62,0,0,24,15,0,0,0,0,4,1,1,57,31
4939,3,1,1,43496,21677,6391,8371,0,0,0,0,24,3488,31,4792,1,11817,36,21,83,17,1,9,0,0,1,0,0,1,5,12,1,1,3,0,10,1,0,0,1,0,0,0,1,27,17,5,6,6,571,288,283,165,89,76,201,97,104,205,102,103,16,0,208,0,208,149,51,6,2,0,0,0,0,0,0,0,0,0,14,12,0,0,0,33,14,19,14.51,41.73,0,0,24,9,0,0,0,0,4,1,1,60,33.03
4940,3,1,1,13576,3096,10480,7291,0,0,0,0,31,2158,43,5083,1,12093,80,193,60,18,3,5,0,1,1,1,0,2,8,6,2,1,3,0,15,1,0,0,2,0,0,0,0,26,18,5,6,7,526,269,257,160,86,74,162,79,83,204,104,100,10,0,205,0,204,143,54,4,2,1,1,0,2,2,0,2,0,0,17,4,0,0,0,35,14,21,12.17,39.89,0,0,23,11,1,0,0,0,3,1,1,55,28.07
4941,4,2,1,20721,12151,4640,6169,0,0,0,0,11,582,54,5587,1,6609,50,40,20,6,1,16,0,0,0,1,0,0,0,10,1,1,0,0,2,1,25,0,1,0,80,0,0,23,6,2,2,2,173,77,96,53,22,31,61,29,32,59,26,33,7,0,40,0,40,25,10,2,3,0,0,0,1,1,0,1,0,1,6,2,0,0,0,14,6,8,14.59,42.14,0,0,6,7,1,0,0,0,3,1,1,60,33
4942,4,1,1,20260,5800,14460,3549,0,0,0,0,26,1923,20,1604,1,8053,35,68,18,4,2,5,0,2,0,1,0,5,3,7,1,1,2,0,8,1,0,0,1,0,0,0,0,11,4,1,2,1,34,19,15,11,6,5,9,6,3,14,7,7,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,26.4,51.73,0,0,6,5,0,0,0,0,2,1,1,61,35.1
4943,4,2,3,45975,15441,7140,8304,0,0,0,0,26,2788,53,3845,1,21129,50,64,54,16,4,7,0,6,0,1,1,1,4,4,1,1,0,0,16,0,0,0,1,0,0,0,0,27,17,5,5,7,473,0,473,138,0,138,165,0,165,170,0,170,13,0,195,0,195,174,20,0,0,1,0,0,2,2,0,0,0,0,8,9,2,0,0,32,15,17,18.55,43.78,0,0,26,6,0,1,0,1,5,1,1,57,34.03
4944,4,1,2,19668,11552,7795,6527,0,0,0,0,23,2467,40,3077,1,12413,50,102,37,9,3,7,1,1,1,0,0,1,6,6,1,1,0,0,18,1,0,0,0,1,0,0,0,20,10,3,3,4,267,267,0,80,80,0,92,92,0,95,95,0,0,0,87,0,87,66,14,6,1,0,0,0,1,1,0,1,0,0,4,1,0,0,0,24,13,11,20.99,46.88,0,1,10,13,0,1,0,1,3,1,2,61,39.02
4945,4,2,2,0,0,0,2454,0,0,0,0,8,499,20,1955,1,4749,36,18,23,6,2,1,0,3,0,0,0,0,1,4,3,1,0,0,1,1,0,0,0,3,0,0,1,9,6,2,2,2,145,145,0,54,54,0,47,47,0,44,44,0,15,0,48,0,46,43,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,14,8,6,21.68,49.43,0,0,12,2,0,0,0,0,3,1,1,59,33.01
4946,4,1,3,18016,4970,13046,5343,0,0,0,0,17,2430,31,3069,1,10128,36,60,42,9,2,9,0,1,0,1,1,0,2,9,1,1,0,0,6,1,0,0,0,1,0,0,0,20,10,3,3,4,271,0,271,83,0,83,86,0,86,102,0,102,18,0,97,0,97,93,4,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,23,8,15,18.52,45.3,0,0,9,14,0,0,0,0,5,1,1,60,34.01
4947,4,1,1,0,0,0,4058,0,0,0,0,13,1786,66,2272,1,643,24,39,22,4,0,3,0,0,0,0,0,0,3,2,0,1,0,0,7,0,45,0,0,0,76,0,0,7,3,1,1,1,82,54,28,21,16,5,32,18,14,29,20,9,0,0,19,0,19,17,2,0,0,0,0,0,1,1,0,0,0,0,9,14,0,0,0,9,7,2,26.57,52.33,0,0,4,5,0,0,0,0,0,0, , , 
4948,4,2,1,24417,8767,15650,8795,0,0,0,0,24,3782,0,0,1,13657,110,80,66,26,0,5,0,4,0,1,0,14,0,5,1,0,0,0,10,1,0,0,0,1,0,0,0,31,13,4,5,4,350,198,152,124,62,62,118,69,49,108,67,41,3,0,98,0,95,71,9,4,11,0,0,3,1,1,0,2,0,0,25,22,1,0,0,28,12,16,12.55,40.61,0,0,16,12,0,7,2,5,4,1,2,64,42.07
4949,3,2,3,16249,7681,8568,9416,0,0,0,0,21,2577,63,6111,1,5944,70,63,69,19,6,14,0,6,0,0,0,1,3,5,2,1,0,0,13,1,0,0,2,0,0,0,0,39,19,6,6,7,677,0,677,206,0,206,215,0,215,256,0,256,7,0,261,0,261,230,24,5,2,0,0,0,2,2,0,2,0,0,13,16,1,0,0,34,19,15,19.84,46.85,0,0,17,17,0,0,0,0,5,1,1,61,29.01
4950,3,2,2,25195,12494,12701,8709,0,0,0,0,5,2149,59,4768,1,641,80,41,49,19,4,5,0,2,1,1,0,3,3,13,1,1,0,1,14,1,4,0,0,1,22,0,0,28,19,6,6,7,669,669,0,208,208,0,208,208,0,253,253,0,3,0,241,0,241,163,55,3,20,0,0,0,1,1,0,1,0,0,5,5,1,0,0,40,28,12,16.58,43.75,0,0,21,19,0,0,0,0,5,1,1,58,37.04
4951,3,2,3,19434,13434,6000,6954,0,0,0,0,13,2201,58,4753,1,15239,78,30,65,19,0,12,1,5,0,1,0,1,1,11,0,1,0,0,13,0,0,0,0,0,0,0,1,32,19,6,6,7,671,0,671,207,0,207,209,0,209,255,0,255,8,0,251,0,251,157,94,0,0,0,0,0,3,3,0,1,0,2,1,2,1,0,0,38,19,19,24.33,49.84,0,0,21,14,3,0,0,0,5,0, , , 
4952,3,1,1,18875,2414,16461,6288,0,0,0,0,21,2715,49,3573,1,10624,36,43,63,17,0,6,0,0,1,1,0,1,4,10,0,1,2,0,10,1,0,0,0,0,0,0,0,23,17,5,6,6,576,329,247,169,91,78,197,109,88,210,129,81,9,0,200,0,200,125,56,7,12,0,0,0,3,2,1,0,0,0,5,2,0,0,1,37,11,26,16.52,42.95,0,0,23,13,1,0,0,0,3,1,1,56,28.07
4953,3,1,1,33345,8652,7630,8652,0,0,0,0,19,3627,58,4931,1,15118,76,81,54,18,4,10,0,1,0,3,0,3,0,14,1,1,1,0,9,1,0,0,1,0,0,0,0,32,18,5,7,6,560,361,199,145,97,48,201,123,78,214,141,73,3,0,205,0,205,114,80,7,4,0,0,0,0,0,0,0,0,0,19,13,0,0,0,33,9,24,20.75,45.73,0,1,18,13,1,0,0,0,3,1,2,58,35.07
4954,3,1,1,18125,6631,9090,9135,0,0,0,0,21,2101,61,7033,1,17189,48,99,53,22,4,15,0,0,0,0,0,2,2,13,1,1,5,0,11,1,0,0,1,0,0,0,0,41,22,7,7,8,705,476,229,210,144,66,245,161,84,250,171,79,3,0,253,0,251,189,53,1,8,0,0,2,3,3,0,3,0,0,11,6,1,0,0,39,9,30,19.89,45.28,0,0,25,12,2,0,0,0,4,1,1,58,32.1
4956,3,2,2,8202,6942,1260,7139,0,0,0,0,17,2435,0,0,1,13525,80,79,68,18,5,10,0,0,1,1,1,0,3,10,0,1,0,0,10,1,0,0,0,0,0,0,0,33,18,5,6,7,609,609,0,165,165,0,200,200,0,244,244,0,10,0,252,0,250,145,74,13,18,0,2,0,8,7,1,5,0,0,14,8,2,0,0,44,30,14,19.56,46.61,0,1,18,25,0,0,0,0,5,1,1,61,36.08
4957,3,2,3,8474,5964,2510,5580,0,0,0,0,0,0,49,3431,1,8972,75,57,80,18,0,9,0,7,0,0,0,7,2,4,0,1,0,0,9,0,0,0,0,0,0,0,0,27,18,5,6,7,631,0,631,175,0,175,206,0,206,250,0,250,4,0,247,0,245,181,47,11,6,0,2,0,1,1,0,0,0,0,10,8,0,0,0,37,27,10,24,49.49,0,0,22,15,0,1,0,1,5,1,1,59,35.05
4958,3,1,1,15539,11052,4418,13383,0,0,0,0,0,0,115,13383,1,13035,91,95,32,17,6,15,0,2,0,1,1,4,5,15,1,1,6,0,31,1,0,0,0,1,0,0,1,38,17,5,6,6,572,328,244,149,80,69,202,119,83,221,129,92,7,1,209,0,208,121,56,26,5,0,0,1,4,4,0,2,0,0,21,22,0,0,0,35,13,22,19.28,45.89,0,0,22,13,0,0,0,0,4,1,2,56,35.01
4959,4,2,3,17023,2352,14671,4926,0,0,0,0,8,1579,21,2306,1,9162,40,42,19,6,0,9,0,2,0,1,0,0,2,3,1,0,0,0,6,0,0,0,1,0,0,0,1,15,6,2,1,3,149,0,149,48,0,48,33,0,33,68,0,68,3,0,47,0,47,39,5,3,0,0,0,0,2,2,0,0,0,0,7,7,1,0,0,14,7,7,27.12,52.14,0,0,11,3,0,0,0,0,3,1,1,56,31.05
4960,4,1,2,13902,4470,9230,3948,0,0,0,0,12,1385,26,2520,1,5525,36,46,49,6,2,5,1,1,0,1,2,1,2,4,2,0,0,0,7,0,0,0,2,0,0,0,0,14,6,2,2,2,144,144,0,44,44,0,43,43,0,57,57,0,5,0,61,0,61,32,19,9,0,1,0,0,2,2,0,0,0,0,5,3,0,0,0,13,5,8,26.88,51.62,0,0,7,5,1,0,0,0,3,1,1,61,35.01
4961,4,1,1,11733,1446,9844,1934,0,0,0,0,11,541,14,1349,1,9573,24,5,15,3,6,0,0,0,0,0,0,2,0,6,1,0,0,0,5,0,0,0,0,1,0,0,0,9,3,1,1,1,28,16,12,9,5,4,6,3,3,13,8,5,7,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,25.15,52.33,0,0,4,5,0,0,0,0,3,1,1,60,30.04
4963,3,2,1,7252,4289,2963,6653,0,0,0,0,36,2623,59,4030,1,15605,26,0,118,28,6,6,0,1,0,0,0,0,5,9,0,1,0,0,30,0,0,0,0,0,0,0,0,40,28,9,10,9,1046,533,513,323,164,159,369,185,184,354,184,170,1,1,345,0,345,314,10,9,11,1,0,0,7,7,0,3,0,0,54,43,3,0,0,54,23,31,20.33,46.46,0,0,36,17,1,2,2,0,5,1,1,59,35.01
4964,3,1,1,11836,6236,5600,10246,0,0,0,0,25,3147,66,7099,1,120946,54,133,81,35,0,9,0,1,0,1,0,1,1,12,1,1,3,0,18,1,0,0,1,0,0,0,1,44,35,11,13,11,1316,664,652,393,215,178,488,237,251,435,212,223,5,0,465,0,463,396,29,15,14,9,0,2,2,1,1,5,0,0,32,34,0,0,1,64,16,48,18.03,44.38,0,0,36,25,3,0,0,0,6,1,1,60,34.01
4965,3,1,1,12982,8532,4450,8774,0,0,0,0,33,1665,62,5487,1,20233,54,75,95,32,3,6,0,0,1,0,0,0,10,13,1,1,4,1,26,1,0,0,0,1,0,0,1,41,32,8,10,14,1076,538,538,276,156,120,354,174,180,446,208,238,3,0,462,0,462,373,60,18,6,5,0,0,9,9,0,5,0,0,44,22,4,0,0,62,16,46,18,44.94,0,0,37,23,2,1,0,1,7,1,1,62,35
4966,3,2,1,20405,7755,12650,8250,0,0,0,0,16,1461,75,6370,1,12528,72,35,71,20,6,9,0,6,0,2,1,1,10,3,1,1,2,2,8,1,0,0,1,0,0,0,1,35,20,6,7,7,689,443,246,193,120,73,235,160,75,261,163,98,0,0,256,0,256,203,42,4,5,2,0,0,3,3,0,0,0,0,19,17,1,0,0,40,30,10,22.91,50.1,0,1,25,13,1,0,0,0,5,1,1,58,34.05
4967,3,1,1,15323,3121,12202,11982,0,0,0,0,104,11900,59,5886,1,14562,100,95,77,30,0,7,0,0,0,2,1,1,12,5,1,1,6,0,26,1,0,0,0,1,0,0,0,37,30,10,10,10,1068,543,525,344,180,164,356,166,190,368,197,171,10,0,388,0,387,322,45,14,5,1,0,1,6,6,0,2,0,0,47,20,4,0,0,54,11,43,16.29,42.63,0,0,32,20,2,1,1,0,6,1,2,59,36.01
4968,3,1,1,18574,5624,12950,8199,0,0,0,0,39,2947,50,4378,1,19807,36,82,113,30,1,4,0,0,0,0,1,1,6,11,1,1,1,0,20,1,0,0,1,0,0,0,2,35,30,9,10,11,1068,528,540,306,152,154,361,175,186,401,201,200,4,0,382,0,380,289,79,8,1,3,0,2,6,6,0,1,0,0,50,17,1,0,0,58,11,47,17.54,44.52,0,0,36,22,0,0,0,0,6,1,1,62,40.06
4969,3,1,1,12447,10287,2160,12942,0,0,0,0,52,7023,65,5919,1,100,36,60,44,28,0,13,6,2,1,0,0,0,2,8,1,1,2,0,29,1,0,0,1,0,0,0,0,47,23,9,8,6,681,336,345,258,133,125,233,113,120,190,90,100,2,0,85,0,85,73,5,5,2,0,0,0,0,0,0,3,0,0,8,368,0,0,0,45,8,37,15.84,41.58,0,0,31,13,1,2,0,2,6,1,1,60,34
4970,3,1,1,13876,10726,3150,9423,0,0,0,0,4,3170,98,6253,1,7941,60,47,96,22,5,8,0,0,1,1,0,1,9,7,1,1,1,0,28,1,0,0,0,1,0,0,1,35,22,6,8,8,699,368,331,193,107,86,244,119,125,262,142,120,9,0,261,0,261,198,47,10,4,2,0,0,1,1,0,0,0,0,30,26,1,0,0,49,15,34,16.94,43.43,0,0,20,27,2,0,0,0,7,1,1,60,32.01
4971,3,1,1,542,542,0,4808,0,0,0,0,11,1895,38,2715,1,17902,36,113,76,18,1,5,0,1,0,0,0,0,5,6,0,1,3,0,8,0,0,0,0,0,0,0,1,24,18,6,6,6,652,342,310,202,98,104,217,116,101,233,128,105,3,0,229,0,229,203,15,4,6,1,0,0,8,8,0,4,0,0,21,25,3,0,3,37,11,26,22.03,47.59,0,0,18,18,1,1,0,1,3,1,1,59,38.01
4972,3,1,1,14809,8320,6489,9660,0,0,0,0,40,3183,72,6477,2,21646,88,51,66,31,2,9,0,0,0,1,1,2,0,18,1,1,1,1,25,1,0,0,1,0,0,0,1,42,31,9,10,12,1097,649,448,307,192,115,374,214,160,416,243,173,4,1,430,0,429,349,63,10,7,0,1,0,6,6,0,2,0,0,32,30,0,0,0,60,22,38,19.41,45.72,0,0,44,14,2,1,0,1,5,1,1,61,36.04
4973,3,2,1,33949,18502,15447,6801,0,0,0,0,2,2215,57,4244,1,18836,36,50,62,20,4,6,6,1,0,0,0,0,5,10,0,1,0,0,15,0,0,0,0,0,0,0,1,36,20,6,7,7,665,445,220,221,133,88,231,160,71,213,152,61,0,0,206,0,206,160,33,11,2,0,0,0,4,4,0,0,1,0,19,15,3,0,0,45,24,21,19.76,45.02,0,0,29,15,1,0,0,0,5,1,1,61,38
4974,3,2,3,17630,2368,15262,6131,0,0,0,0,19,1321,45,4009,1,17417,60,72,50,15,1,8,0,1,0,1,0,1,3,16,1,1,0,0,9,1,0,0,1,0,0,0,1,24,14,4,5,5,476,0,476,141,0,141,173,0,173,162,0,162,5,0,168,0,168,135,30,2,0,1,0,0,3,3,0,0,0,0,16,12,1,0,0,37,15,22,23.14,49.11,0,0,22,15,0,0,0,0,5,1,1,57,32.05
4975,4,1,3,19438,12536,6036,4095,0,0,0,0,16,1418,27,2638,1,8906,51,59,34,7,1,8,0,0,0,0,0,0,2,9,1,1,0,0,11,0,0,0,0,1,0,0,0,16,7,2,2,3,132,0,132,47,0,47,39,0,39,46,0,46,6,0,36,0,36,25,8,3,0,0,0,0,1,1,0,0,0,0,10,5,0,0,0,18,7,11,23.26,48.94,0,1,5,12,0,0,0,0,3,1,2,56,32.01
4976,4,1,1,25930,16287,9500,7541,0,0,0,0,16,2335,212,4728,1,10254,30,112,88,18,3,5,0,0,0,0,0,1,5,6,3,1,0,0,12,1,0,0,1,1,0,1,1,26,18,5,5,8,462,251,211,129,73,56,151,82,69,182,96,86,3,0,163,0,163,123,25,15,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,39,15,24,13.26,39.72,0,0,30,9,0,1,0,1,5,1,1,57,31.01
4977,3,1,3,24659,11461,13059,6299,0,0,0,0,20,2800,49,4465,1,12310,70,179,66,0,22,4,0,0,0,0,0,0,3,10,1,1,0,0,11,1,0,0,1,0,0,0,1,26,17,5,5,7,530,0,530,155,0,155,167,0,167,208,0,208,8,0,192,0,190,80,34,2,72,2,2,0,3,3,0,2,0,0,9,19,1,0,0,34,8,26,18.15,44.38,0,0,18,16,0,7,4,3,4,1,1,60,31.01
4978,3,1,1,23380,15120,8260,7724,0,0,0,0,0,0,46,4873,1,16085,100,114,70,18,0,5,0,1,0,1,0,0,4,4,1,1,0,0,16,1,0,0,1,0,0,0,2,23,13,4,4,5,433,219,214,131,74,57,133,73,60,169,72,97,4,1,164,0,164,87,46,4,25,2,0,0,3,2,1,2,0,0,22,23,1,1,0,30,12,18,18.63,44.67,0,0,17,13,0,3,1,2,4,1,1,60,35.06
4979,3,1,2,30810,14357,16174,8824,0,0,0,0,31,4624,42,3142,1,15336,45,140,91,0,28,4,0,1,0,0,0,1,3,8,2,1,0,0,20,1,0,0,1,0,0,1,1,32,24,8,8,8,745,745,0,244,244,0,247,247,0,254,254,0,5,0,233,0,233,188,45,0,0,0,0,0,9,9,0,2,0,0,10,13,1,0,0,47,17,30,15.75,43.47,0,1,27,19,0,2,1,1,5,1,1,60,36.01
4980,3,1,1,24865,13336,10965,6800,0,0,0,0,24,3104,44,3909,1,13226,113,126,98,17,3,6,0,1,1,1,0,1,8,4,1,1,0,0,16,1,0,0,1,0,0,0,0,26,18,5,7,6,510,253,257,134,60,74,180,88,92,196,105,91,2,1,170,0,170,118,52,0,0,0,0,0,1,1,0,0,0,0,8,16,0,0,0,36,15,21,15.59,41.56,0,1,18,17,0,0,0,0,4,1,1,58,32.01
4981,3,2,3,18891,12291,6600,9526,0,0,0,0,41,5286,0,0,1,16261,73,192,157,0,24,6,3,0,0,1,0,3,6,13,1,1,0,0,17,1,0,0,1,0,0,0,1,33,24,8,8,8,821,0,821,251,0,251,267,0,267,303,0,303,0,1,304,0,304,198,101,4,1,0,0,0,5,5,0,5,0,0,25,25,2,0,0,47,21,26,12.04,39.85,0,0,30,15,2,0,0,0,4,0, , , 
4982,3,1,1,30234,11183,19051,11182,0,0,0,0,19,3616,0,0,1,14169,126,287,150,26,6,9,0,1,0,1,1,1,13,16,2,1,0,0,17,1,0,0,2,0,0,0,1,41,25,9,8,8,777,449,328,232,143,89,264,135,129,281,171,110,4,0,280,0,276,161,105,10,0,0,4,0,1,1,0,2,0,0,14,15,0,0,0,53,20,33,19.46,45.7,0,1,24,27,1,3,2,1,3,1,1,60,36.07
4983,3,2,3,5002,5002,0,6509,0,0,0,0,21,2379,56,4235,1,13698,48,170,104,24,4,7,1,0,0,1,0,0,6,15,0,1,0,0,7,1,0,0,0,0,0,0,1,36,24,8,8,8,824,0,824,254,0,254,269,0,269,301,0,301,0,0,309,0,309,220,80,9,0,0,0,0,3,3,0,2,0,0,2,3,2,0,0,42,24,18,16.3,44.1,0,0,32,10,0,1,0,1,4,1,1,60,36
4984,3,1,2,19867,6584,13283,9095,0,0,0,0,39,4079,65,5016,1,15711,102,245,129,37,2,7,0,0,0,1,0,2,6,12,1,1,3,1,19,1,0,0,0,1,0,0,1,46,37,12,12,13,1281,1281,0,397,397,0,423,423,0,461,461,0,7,1,454,0,453,359,81,10,3,0,0,1,4,4,0,1,0,0,23,13,2,0,0,65,22,43,17.19,45.11,0,1,40,20,4,8,5,3,6,1,1,58,32.1
4985,3,2,2,12427,5511,6916,5092,0,0,0,0,16,1344,0,0,1,19555,60,157,95,21,5,4,0,0,0,1,0,1,3,12,0,1,0,0,6,1,0,0,0,0,0,0,1,30,21,7,7,7,718,718,0,213,213,0,253,253,0,252,252,0,4,0,267,0,262,178,77,6,1,0,0,5,2,2,0,1,0,0,15,16,0,0,0,37,22,15,19.25,47.41,0,1,20,16,0,4,3,1,4,1,1,60,38.01
4986,3,1,1,14914,10614,4300,12127,0,0,0,0,52,5309,78,6818,1,11531,165,262,152,34,2,10,0,2,1,1,0,1,9,15,1,1,10,2,29,1,0,0,1,0,0,0,2,46,34,10,13,11,1088,649,439,305,183,122,421,254,167,362,212,150,5,5,487,0,478,366,94,18,0,0,0,9,9,7,2,5,0,0,25,28,0,1,1,60,19,41,16.75,43.55,0,0,46,14,0,1,0,1,5,1,1,61,36.01
4987,4,1,3,10693,6493,4200,4531,0,0,0,0,16,1513,0,0,1,11957,48,60,65,10,0,6,0,0,0,0,0,4,3,13,0,1,0,0,6,1,0,0,0,0,0,0,0,16,10,2,3,5,239,0,239,51,0,51,84,0,84,104,0,104,5,0,84,0,81,58,21,2,0,0,3,0,0,0,0,2,0,0,13,11,0,0,0,23,7,16,24.35,50.43,0,0,11,11,1,0,0,0,5,1,1,61,36.01
4988,4,1,2,27076,14770,12306,6477,0,0,0,0,33,1904,0,0,1,13260,48,120,69,13,0,10,0,0,0,1,0,2,4,11,1,1,2,2,19,1,0,0,1,0,0,0,1,23,13,4,4,5,299,299,0,93,93,0,104,104,0,102,102,0,6,0,114,0,114,71,41,2,0,0,0,0,5,5,0,0,0,0,8,5,1,0,0,29,10,19,18.98,46.24,0,1,17,10,1,0,0,0,4,1,1,58,34
4990,4,1,1,27051,11160,15891,2366,0,0,0,0,10,976,19,1390,1,10460,36,40,14,6,0,3,0,0,0,1,0,1,0,3,0,1,1,1,3,1,0,0,0,0,0,0,1,9,6,2,2,2,116,65,51,38,24,14,38,22,16,40,19,21,5,0,40,0,40,19,20,1,0,0,0,0,2,2,0,2,0,0,18,7,0,0,0,14,5,9,20.53,44.29,0,0,7,7,0,0,0,0,3,1,1,60,36.01
4991,4,1,1,21094,12179,8644,5038,0,0,0,0,2,1040,42,5002,1,2196,50,68,51,13,0,3,0,0,0,0,0,0,0,5,1,1,1,0,10,0,0,0,1,0,0,0,0,16,9,2,3,4,210,122,88,55,32,23,69,38,31,86,52,34,6,0,77,0,76,31,32,13,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,21,8,13,22.13,48.05,0,0,7,14,0,0,0,0,4,1,1,58,35.01
