L2Y3_SCHID,L2Y3_REG,L2Y3_SCHTYPE,L2Y3_SCHTYPE2,L2Y3DB1_1,L2Y3DB1_1_1,L2Y3DB1_1_2,L2Y3DB1_2,L2Y3DB1_3_1A,L2Y3DB1_3_1B,L2Y3DB1_3_1C,L2Y3DB1_3_1D,L2Y3DB1_3_2A,L2Y3DB1_3_2B,L2Y3DB1_3_3A,L2Y3DB1_3_3B,L2Y3DB1_4_1,L2Y3DB1_4_2,L2Y3DB1_4_3,L2Y3DB1_5_1,L2Y3DB1_5_2,L2Y3DB1_6_1A,L2Y3DB1_6_1B,L2Y3DB1_6_1C,L2Y3DB1_6_1D,L2Y3DB1_6_1E,L2Y3DB1_6_2A,L2Y3DB1_6_2B,L2Y3DB1_6_2C,L2Y3DB1_6_2D,L2Y3DB1_6_3,L2Y3DB1_6_4,L2Y3DB1_6_5,L2Y3DB1_6_6A,L2Y3DB1_6_6B,L2Y3DB1_6_6C,L2Y3DB1_6_6D,L2Y3DB1_6_7,L2Y3DB1_6_8,L2Y3DB1_6_9,L2Y3DB1_7_1,L2Y3DB1_7_2,L2Y3DB1_7_3,L2Y3DB1_7_4,L2Y3DB1_7_5,L2Y3DB1_8,L2Y3DB2_1,L2Y3DB2_1_1,L2Y3DB2_1_2,L2Y3DB2_1_3,L2Y3DB2_2,L2Y3DB2_2_M,L2Y3DB2_2_F,L2Y3DB2_2_1,L2Y3DB2_2_1M,L2Y3DB2_2_1F,L2Y3DB2_2_2,L2Y3DB2_2_2M,L2Y3DB2_2_2F,L2Y3DB2_2_3,L2Y3DB2_2_3M,L2Y3DB2_2_3F,L2Y3DB2_3_1,L2Y3DB2_3_2,L2Y3DB2_4,L2Y3DB2_4_2,L2Y3DB2_4_1,L2Y3DB2_4_1_1,L2Y3DB2_4_1_2,L2Y3DB2_4_1_3,L2Y3DB2_4_1_4,L2Y3DB2_4_1_5,L2Y3DB2_4_3,L2Y3DB2_4_4,L2Y3DB3_1,L2Y3DB3_1_1,L2Y3DB3_1_2,L2Y3DB3_2,L2Y3DB3_3,L2Y3DB3_4,L2Y3DB3_5,L2Y3DB3_6,L2Y3DB3_7_1,L2Y3DB3_7_2,L2Y3DB3_7_3,L2Y3DB4_1,L2Y3DB4_1M,L2Y3DB4_1F,L2Y3DB4_2,L2Y3DB4_3,L2Y3DB4_4_1,L2Y3DB4_4_2,L2Y3DB4_4_3,L2Y3DB4_4_4,L2Y3DB4_4_5,L2Y3DB4_5,L2Y3DB4_5M,L2Y3DB4_5F,L2Y3DB4_6,L2Y3DB5_1,L2Y3DB5_2,L2Y3DB5_3,L2Y3DB5_4
4001,3,1,1,25667,10929,14738,8087,0,0,0,0,12,2241,48,3168,1,15963,39,53,59,28,0,6,0,0,0,1,0,0,1,13,1,1,1,0,10,4,2,0,1,0,0,0,1,34,28,9,9,10,878,492,386,269,157,112,292,147,145,317,188,129,0,0,309,0,307,255,29,21,2,0,2,0,4,4,0,1,1,0,16,23,3,0,0,52,14,38,14.83,40.37,0,1,33,16,2,1,0,1,4,1,1,60,36.05
4002,3,1,1,12430,8180,4250,9585,0,0,0,0,48,4327,57,5258,1,15078,80,72,65,21,0,14,0,1,1,1,0,1,5,12,1,1,5,0,26,1,0,0,0,1,0,0,1,35,22,7,7,8,639,339,300,202,92,110,205,117,88,232,130,102,1,0,269,0,269,219,34,15,0,1,0,0,4,3,1,2,0,0,13,13,0,0,1,42,18,24,17.27,42.74,0,0,32,9,1,0,0,0,5,1,1,60,36.11
4003,3,1,1,23500,18649,4851,7621,0,0,0,0,14,2507,52,3831,1,15087,60,54,79,22,1,9,0,0,0,0,0,0,2,12,1,1,0,0,8,2,0,0,1,0,0,0,1,32,22,7,7,8,724,406,318,210,133,77,227,132,95,287,141,146,5,1,250,0,250,195,40,9,2,4,0,0,0,0,0,0,0,0,10,16,0,0,0,43,10,33,20.48,45.23,0,1,29,13,0,1,0,1,5,1,1,60,34
4004,4,1,1,72156,10885,60381,9027,0,0,0,0,29,2734,57,4567,1,13206,53,82,48,22,7,4,2,1,0,2,0,0,3,14,1,1,1,0,24,1,3,0,1,0,35,0,1,35,22,6,8,8,574,305,269,164,89,75,204,117,87,206,99,107,8,2,224,0,223,131,91,1,0,0,1,0,5,5,0,1,1,0,25,35,0,0,0,42,16,26,18.2,43.48,0,1,27,14,0,0,0,0,4,1,1,60,33.1
4005,4,1,1,0,0,0,3401,0,0,0,0,7,1254,0,0,1,8984,60,14,53,9,0,9,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,1,18,10,3,4,3,232,129,103,71,38,33,78,46,32,83,45,38,3,0,84,0,84,74,10,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,23,8,15,15.25,41.61,0,0,17,6,0,0,0,0,7,0, , , 
4007,3,1,3,19318,14912,4406,9324,0,0,0,0,22,4690,54,5739,1,16004,36,80,109,27,0,8,0,0,0,1,0,0,2,10,1,1,0,0,16,2,0,0,1,0,0,0,0,35,27,8,9,10,802,0,802,225,0,225,276,0,276,301,0,301,3,0,264,0,263,251,10,2,0,0,1,0,4,4,0,3,0,0,22,10,2,0,0,52,13,39,17.63,42.73,0,0,41,11,0,0,0,0,4,1,1,61,32.05
4008,3,1,2,28201,17501,10700,10082,0,0,0,0,0,0,65,4549,1,16323,42,87,62,30,0,16,1,1,0,0,0,0,3,9,2,1,4,0,22,4,3,0,1,1,30,0,0,47,30,11,9,10,862,862,0,280,280,0,269,269,0,313,313,0,5,0,294,0,294,252,25,12,1,4,0,0,4,4,0,4,0,0,31,30,1,0,0,55,17,38,14.92,41.93,0,0,46,8,1,0,0,0,5,1,1,60,31.06
4009,3,1,3,18652,12918,4216,8378,0,0,0,0,26,2780,63,4978,1,15521,58,96,50,26,0,10,0,3,0,0,0,0,7,4,1,1,0,0,13,2,0,0,1,0,0,0,1,36,24,7,9,8,707,0,707,197,0,197,245,0,245,265,0,265,14,0,254,1,252,232,9,6,0,5,1,0,3,3,0,2,0,0,25,19,0,0,0,48,13,35,19.56,43.96,0,0,40,8,0,0,0,0,5,1,2,58,36
4010,3,1,2,36688,18119,18053,10551,0,0,0,0,9,4305,9,981,1,12131,36,89,58,25,4,7,1,4,0,0,1,6,2,10,2,0,0,0,6,2,0,0,1,0,0,1,1,37,25,8,8,9,753,753,0,211,211,0,246,246,0,296,296,0,8,0,286,0,286,240,32,6,1,7,0,0,2,2,0,4,0,0,39,12,1,0,0,51,21,30,17.08,44.18,0,0,36,15,0,1,1,0,4,1,1,60,39.01
4011,4,1,3,0,0,0,4252,0,0,0,0,7,1621,41,2631,1,8271,70,63,57,24,0,1,0,1,0,3,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,2,25,11,3,3,5,261,0,261,64,0,64,82,0,82,115,0,115,11,0,79,0,78,48,27,3,0,0,1,0,1,1,0,0,0,0,7,9,1,0,0,24,6,18,18.7,43.04,0,0,19,4,1,2,0,2,6,0, , , 
4012,4,1,2,0,0,0,3211,0,0,0,0,11,1507,26,1704,1,24412,44,63,36,11,1,5,1,0,0,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,1,18,11,3,4,4,254,254,0,65,65,0,94,94,0,95,95,0,8,0,99,0,99,86,8,4,0,1,0,0,2,2,0,0,0,0,4,9,0,0,0,22,12,10,19.8,45.14,0,1,13,8,0,1,1,0,6,0, , , 
4013,3,1,1,19777,11808,3240,8476,0,0,0,0,23,3393,69,4530,1,10393,58,70,75,33,0,7,0,1,0,1,0,2,9,10,0,1,6,0,24,1,0,0,0,0,0,0,0,40,33,11,11,11,1073,543,530,325,147,178,363,193,170,385,203,182,8,0,398,0,398,308,63,17,5,5,0,0,13,13,0,0,0,0,18,37,3,0,0,62,20,42,14.76,41.53,0,0,43,19,0,0,0,0,5,1,1,61,37.05
4014,3,1,3,21899,10198,11369,8755,0,0,0,0,36,2942,61,5383,1,14757,67,101,38,21,13,3,0,0,0,2,0,1,3,15,1,1,0,0,23,1,0,0,1,0,0,0,2,37,21,6,7,8,562,0,562,162,0,162,180,0,180,220,0,220,7,1,224,0,224,166,45,8,5,0,0,0,3,3,0,2,0,0,14,18,1,0,0,45,12,33,16.9,43.6,0,0,25,19,1,0,0,0,4,1,1,57,34.11
4015,3,2,3,8303,8303,0,4152,0,0,0,0,6,1412,41,3879,1,9768,54,101,41,0,18,4,0,0,0,0,1,0,5,5,0,1,3,0,3,0,0,0,0,0,0,0,0,22,18,6,6,6,551,0,551,156,0,156,196,0,196,199,0,199,4,0,195,0,194,148,41,4,1,0,1,0,6,6,0,2,0,0,25,24,1,0,0,37,18,19,17.82,44.27,0,1,26,9,1,8,1,7,5,1,1,57,33.05
4016,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11396,48,92,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,405,185,220,127,56,71,138,60,78,140,69,71,4,0,100,0,95,90,0,5,0,0,2,3,4,4,0,2,0,0,18,9,3,0,0,25,12,13,14.27,41.92,0,0,16,9,0,4,4,0,3,0, , , 
4017,3,1,2,42069,27457,14300,11539,0,0,0,0,39,4137,0,0,1,19942,158,50,93,30,0,13,0,3,0,1,0,1,10,8,1,1,1,2,15,1,0,0,0,1,0,0,1,43,32,10,11,11,994,994,0,306,306,0,332,332,0,356,356,0,7,0,369,0,369,285,63,12,9,0,0,0,9,7,2,2,0,0,24,33,2,0,2,59,19,40,19.5,44.54,0,0,43,16,0,0,0,0,6,1,1,60,37.01
4018,3,1,1,18618,13318,5300,11621,0,0,0,0,2,3877,72,6686,1,14000,89,65,97,12,18,6,0,0,1,0,0,1,1,14,1,1,4,0,32,1,0,0,1,0,0,0,1,36,23,7,7,9,618,332,286,183,103,80,196,114,82,239,115,124,6,0,217,0,214,151,58,4,0,1,3,0,4,4,0,3,0,0,15,20,4,0,0,46,15,31,17.63,43.5,0,0,33,13,0,0,0,0,5,1,1,60,38.01
4019,3,1,2,26926,25597,609,10215,0,0,0,0,12,4228,71,5023,1,13925,68,106,46,0,26,8,0,0,0,1,3,0,14,12,1,1,0,0,14,1,0,0,1,0,0,0,1,34,25,7,9,9,745,745,0,186,186,0,269,269,0,290,290,0,7,0,275,0,275,202,58,10,3,2,0,0,6,5,1,0,0,0,23,19,0,0,1,50,21,29,17.23,43.12,0,0,31,19,0,3,2,1,4,1,1,57,28.05
4020,4,1,1,28658,13226,15432,1755,0,0,0,0,13,566,17,1223,1,6424,24,24,22,3,0,4,0,0,0,0,0,0,0,3,1,1,1,0,8,1,0,0,1,0,0,0,0,7,3,1,1,1,36,21,15,10,4,6,12,10,2,14,7,7,1,0,21,0,20,14,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,9,2,7,21.14,45.56,0,0,6,3,0,0,0,0,2,1,2,57,34
4021,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,97,55,42,33,20,13,29,18,11,35,17,18,2,0,26,0,26,4,0,22,0,0,0,0,1,1,0,0,0,0,15,15,0,0,0,11,7,4,25.66,49.91,0,0,7,4,0,0,0,0,0,0, , , 
4022,3,1,3,16406,7379,9027,9208,0,0,0,0,5,2398,64,5889,1,17244,70,126,74,29,0,6,0,2,0,1,0,3,7,6,1,1,1,0,12,2,0,0,1,0,0,0,0,35,29,9,10,10,923,0,923,272,0,272,327,0,327,324,0,324,8,0,384,0,384,274,100,7,0,3,0,0,8,6,2,2,0,0,21,28,5,0,0,60,5,55,19.71,44.42,0,0,39,21,0,0,0,0,5,1,2,61,39
4023,3,1,2,17932,7112,10769,8915,0,0,0,0,7,2658,67,5473,1,19056,36,74,83,36,4,6,0,0,0,1,0,0,0,13,1,1,0,0,11,3,0,0,1,0,0,0,0,46,36,12,12,12,1179,1179,0,356,356,0,383,383,0,440,440,0,8,0,424,0,424,292,114,17,1,0,0,0,0,0,0,2,0,0,16,23,0,0,0,67,23,44,18.34,44.4,0,0,48,18,1,4,2,2,5,1,1,59,35.06
4024,3,1,1,14031,3319,10712,10411,0,0,0,0,1,3660,72,6751,1,13649,80,56,68,32,0,6,0,1,1,1,0,0,2,9,1,1,1,0,6,1,0,0,1,0,0,0,1,38,32,10,10,12,1040,579,461,301,151,150,336,170,166,403,258,145,5,0,363,0,362,251,100,10,0,1,1,0,3,1,2,3,0,0,16,24,2,0,0,60,14,46,20.17,45.45,0,0,39,21,0,2,1,1,6,1,1,60,34.11
4025,3,1,1,19683,14283,5400,7985,0,0,0,0,10,2633,60,3696,1,19205,105,73,60,25,0,1,0,0,1,2,0,9,1,19,2,1,2,1,20,1,0,0,2,0,0,0,1,26,24,8,8,8,751,199,552,228,108,120,249,91,158,274,0,274,6,1,292,0,292,178,110,3,0,1,0,0,4,3,1,1,0,0,21,20,0,0,1,46,7,39,19.67,44.37,0,0,30,16,0,4,1,3,4,1,1,60,38.09
4026,3,1,1,26676,15132,11544,7985,0,0,0,0,20,3007,48,3759,1,16173,50,27,59,21,0,11,0,0,0,2,0,0,2,6,1,1,3,0,13,1,0,0,1,0,0,0,0,32,21,6,7,8,707,442,265,185,93,92,232,132,100,290,217,73,10,0,203,0,203,148,52,1,2,0,0,0,3,3,0,0,0,0,28,34,2,0,0,40,16,24,21.94,47.48,0,0,20,19,1,2,1,1,6,1,1,60,32.1
4028,3,1,3,21125,13190,7935,7537,0,0,0,0,18,2177,31,2994,1,14034,110,73,58,23,0,7,0,0,2,1,0,3,5,13,1,1,2,0,15,1,0,0,1,0,0,0,0,30,23,7,9,7,713,0,713,202,0,202,268,0,268,243,0,243,11,0,233,0,233,135,89,8,1,0,0,0,3,3,0,2,0,0,13,10,2,0,0,42,6,36,20.46,45.02,0,0,23,17,2,0,0,0,5,1,2,60,38.01
4029,3,1,2,28697,7443,21189,10677,0,0,0,0,22,3089,55,3469,1,12586,42,39,50,30,0,14,0,6,0,1,0,2,2,13,2,1,0,0,11,1,0,0,1,0,0,1,0,44,30,9,10,11,902,902,0,272,272,0,290,290,0,340,340,0,13,1,294,1,293,185,100,7,0,1,0,0,9,8,1,2,0,0,22,43,1,0,0,53,21,32,19.66,44.87,0,0,34,19,0,0,0,0,6,1,1,59,37
4030,3,1,2,18007,10258,7749,8050,0,0,0,0,13,3398,56,4515,1,15607,52,86,57,32,0,9,0,0,0,0,0,0,1,9,1,1,0,0,11,1,0,0,0,1,0,0,1,41,32,10,10,12,1019,1019,0,302,302,0,322,322,0,395,395,0,9,2,398,0,398,275,107,15,1,0,0,0,10,10,0,3,0,0,26,27,3,0,0,65,14,51,18.64,43.74,0,0,48,17,0,0,0,0,5,1,1,61,36
4031,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7381,36,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,2,109,71,38,35,24,11,36,19,17,38,28,10,9,0,36,0,35,15,20,0,0,0,1,0,1,1,0,0,0,0,6,4,0,0,0,15,4,11,23.03,46.6,0,0,8,7,0,1,1,0,6,0, , , 
4032,4,1,3,15973,11853,4120,8926,0,0,0,0,5,4079,54,4207,1,15200,65,119,55,25,0,7,0,0,0,1,0,0,9,10,2,1,2,2,10,1,0,0,1,1,0,0,1,32,25,9,8,8,712,0,712,217,0,217,230,0,230,265,0,265,24,0,251,0,249,201,39,6,0,3,2,0,2,2,0,2,0,0,31,17,0,0,0,46,13,33,21.61,46.72,0,0,33,13,0,1,1,0,5,1,1,60,39
4034,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12581,70,117,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,4,287,142,145,81,40,41,104,54,50,102,48,54,4,0,96,0,95,57,36,2,0,0,0,1,0,0,0,0,0,1,18,19,0,0,0,20,6,14,13.42,39,0,0,15,5,0,0,0,0,1,0, , , 
4035,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14353,57,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,301,105,196,102,44,58,100,32,68,99,29,70,4,0,101,0,97,13,54,0,27,3,4,0,7,2,5,0,0,0,5,11,1,0,5,19,4,15,8.62,37.16,0,0,8,8,3,4,2,2,7,0, , , 
4036,4,1,1,17426,6288,11138,6824,0,0,0,0,12,3107,24,1518,1,17153,56,51,32,15,0,6,0,6,1,1,0,4,5,6,1,1,1,0,13,1,1,0,0,1,0,0,1,21,16,4,5,7,379,214,165,105,57,48,130,91,39,144,66,78,18,0,135,2,133,96,34,1,2,0,0,0,0,0,0,0,0,0,23,20,0,0,0,30,10,20,15.59,41.67,0,0,17,13,0,1,0,1,3,1,1,59,32.01
4037,3,1,1,11483,6523,4960,9841,0,0,0,0,1,3706,113,6135,1,12415,82,39,49,22,5,6,0,5,1,1,0,0,9,12,1,1,6,0,36,1,0,0,1,0,0,0,0,33,22,7,8,7,532,284,248,177,90,87,170,94,76,185,100,85,6,0,100,0,100,71,22,7,0,0,0,0,5,4,1,2,0,0,15,63,0,1,0,41,10,31,11.57,38.37,0,0,31,10,0,0,0,0,3,1,1,56,34.07
4038,3,1,1,15241,7441,7800,10092,0,0,0,0,23,3330,69,6644,1,20459,98,98,44,21,11,6,0,0,1,1,1,1,5,20,1,1,6,1,16,0,0,0,0,1,0,0,2,38,21,6,6,9,696,364,332,193,114,79,211,111,100,292,139,153,0,0,282,0,282,224,27,15,16,0,0,0,9,4,5,1,0,0,18,7,0,0,5,49,13,36,14.44,40.57,0,1,34,13,1,0,0,0,4,1,1,48,26
4039,3,1,1,7454,2373,5081,2373,0,0,0,0,0,0,36,2373,1,10163,52,52,21,8,0,6,0,1,0,1,0,0,2,4,0,1,0,0,6,1,0,0,0,0,0,0,0,14,8,2,3,3,190,103,87,56,31,25,69,38,31,65,34,31,0,0,51,0,50,33,15,0,0,2,0,1,3,3,0,1,0,0,11,34,0,0,0,17,5,12,13.56,42,0,0,12,5,0,0,0,0,3,1,1,57,31
4040,3,1,1,11400,4363,7037,9596,0,0,0,0,2,2552,94,7044,1,24581,80,43,90,35,1,8,0,2,1,1,0,0,1,18,2,1,3,0,15,0,0,0,1,1,0,0,1,44,37,11,12,14,1216,683,533,363,192,171,390,212,178,463,279,184,0,0,458,0,456,393,12,29,22,0,0,2,16,10,6,10,0,0,26,21,0,0,7,71,13,58,13.71,40,0,1,43,27,0,1,0,1,7,1,2,59,36.02
4041,3,1,1,11402,4095,7307,9905,0,0,0,0,5,2565,78,6944,1,20046,135,46,60,31,0,8,2,2,0,1,0,0,4,13,1,1,6,0,14,0,1,0,1,0,15,0,2,41,31,8,10,13,1040,604,436,271,163,108,334,185,149,435,256,179,2,0,442,0,442,375,27,20,20,0,0,0,20,19,1,8,0,0,33,38,7,1,5,58,11,47,11.57,39.69,0,1,43,14,0,0,0,0,4,1,1,59,31.01
4042,3,1,1,13805,2344,11461,9424,0,0,0,0,13,3971,71,4861,1,20667,36,53,50,20,13,2,0,1,0,0,1,0,5,21,1,1,0,0,13,0,0,0,1,0,0,0,0,35,23,6,9,8,684,351,333,172,91,81,224,119,105,288,141,147,4,0,297,0,297,250,31,10,6,0,0,0,12,8,4,4,2,0,15,25,3,0,0,40,12,28,11.77,39.65,0,0,26,14,0,1,1,0,4,1,2,58,37.01
4043,3,1,1,11873,5839,6034,9705,0,0,0,0,28,2834,82,6238,1,24982,86,69,3,38,9,2,0,9,1,1,0,0,8,12,1,1,3,0,14,0,0,0,0,1,0,0,1,49,40,12,13,15,1286,647,639,368,179,189,401,202,199,517,266,251,0,0,520,0,520,433,15,43,22,7,0,0,22,12,10,17,0,0,44,37,8,1,8,78,10,68,12.24,39.01,0,0,48,30,0,0,0,0,5,1,1,61,32.01
4044,3,1,1,11030,8283,2747,10486,0,0,0,0,0,0,87,10486,1,4479,80,41,17,30,0,8,0,0,1,1,0,0,3,14,1,1,2,0,20,1,0,0,1,0,0,0,1,38,8,3,3,2,244,125,119,96,52,44,85,46,39,63,27,36,1,0,40,0,40,36,2,1,1,0,0,0,2,1,1,2,0,0,4,24,1,0,1,20,5,15,16.61,42.25,0,0,9,11,0,0,0,0,3,1,2,60,39
4045,3,1,1,13192,7280,5912,10205,0,0,0,0,6,3425,92,6384,1,20649,110,83,84,38,0,9,0,5,1,2,0,2,14,14,0,1,3,0,12,0,0,0,0,0,0,0,1,47,38,11,11,16,1257,735,522,367,211,156,392,239,153,498,285,213,0,0,493,0,493,408,19,42,24,0,0,0,15,7,8,7,0,0,44,37,2,2,6,75,17,58,12.16,39.71,0,1,41,33,0,2,1,1,4,1,1,60,39.11
4046,3,1,1,12510,7256,5254,9836,0,0,0,0,0,0,84,5643,1,20486,103,35,66,39,1,7,0,0,1,1,0,1,3,14,2,1,3,0,10,0,0,0,1,1,0,0,0,47,39,12,13,14,1358,641,717,401,186,215,452,228,224,505,227,278,1,0,501,0,501,412,16,40,24,9,0,0,19,14,5,15,0,0,17,29,9,1,4,84,12,72,12.6,40.1,0,0,54,30,0,2,2,0,6,1,2,60,37.01
4047,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4048,3,1,1,11003,1894,9109,14422,0,0,0,0,18,5815,106,8556,1,22875,100,43,68,37,0,10,0,0,0,1,0,1,9,17,2,1,2,1,19,1,0,0,1,1,0,0,3,47,37,10,13,14,912,430,482,260,118,142,300,149,151,352,163,189,8,0,352,0,350,299,27,11,13,0,2,0,4,3,1,6,0,0,34,44,1,0,1,74,15,59,12.56,40.04,0,0,42,31,1,0,0,0,4,1,2,61,36.01
4049,3,1,1,12000,7994,4006,9833,0,0,0,0,1,2545,107,7288,1,10243,73,51,62,31,0,14,0,6,1,0,0,0,2,17,1,1,2,0,20,1,0,0,1,0,0,0,0,45,31,11,9,11,1052,552,500,362,181,181,317,181,136,373,190,183,0,0,340,0,339,180,9,30,120,0,1,0,23,20,3,13,0,0,43,62,15,0,2,63,14,49,12.47,39.56,0,0,46,17,0,0,0,0,6,1,1,61,35.06
4050,3,1,1,14821,1409,13412,9666,0,0,0,0,2,2722,72,5664,1,22465,79,55,40,22,1,8,0,1,0,0,1,12,5,17,1,1,2,0,16,0,0,0,1,0,0,0,1,31,22,6,7,9,742,387,355,197,104,93,245,120,125,300,163,137,2,0,314,0,313,234,51,14,10,4,1,0,13,9,4,3,0,0,28,29,1,1,0,44,9,35,14.91,41.52,0,0,23,19,2,0,0,0,5,1,1,57,34.01
4053,3,1,1,16425,5882,10543,12089,0,0,0,0,17,3878,33,4098,1,22452,64,34,69,37,1,7,0,3,1,1,1,0,14,6,2,1,0,0,17,5,0,0,1,1,0,0,0,45,36,9,13,14,1044,544,500,282,149,133,364,189,175,398,206,192,6,1,452,0,452,350,87,8,7,0,0,0,4,4,0,4,0,0,50,29,1,0,0,79,20,59,13.04,39.71,0,0,50,29,0,1,1,0,4,1,1,59,37
4054,3,1,1,18787,7177,11610,10655,0,0,0,0,1,42,80,10613,1,17919,66,90,90,45,0,8,0,0,0,2,0,0,1,19,0,1,0,0,27,2,0,0,0,0,0,0,0,53,45,14,14,17,1578,815,763,501,257,244,523,271,252,554,287,267,0,0,505,0,505,431,18,21,35,0,0,0,10,8,2,6,0,0,26,16,4,0,2,93,14,79,12.62,39.04,0,0,56,35,2,2,1,1,5,1,1,51,26.07
4055,3,1,1,10001,5854,4147,7973,0,0,0,0,23,2535,60,5438,1,20143,51,30,60,34,0,6,2,0,1,0,0,0,1,12,0,1,2,0,16,2,0,0,0,0,0,0,0,42,34,11,10,13,1179,609,570,355,181,174,362,173,189,462,255,207,3,1,417,0,417,326,53,23,12,3,0,0,5,5,0,5,0,0,40,19,1,0,0,71,11,60,10.75,37.92,0,0,51,20,0,0,0,0,5,1,1,58,31.07
4056,3,1,1,12085,6199,5886,8720,0,0,0,0,20,2811,66,5633,1,14583,80,41,56,32,0,7,0,2,0,1,0,0,5,16,6,1,1,0,16,1,0,0,1,5,0,0,0,39,33,10,12,11,1143,579,564,358,167,191,400,210,190,385,202,183,10,0,382,0,381,269,103,8,1,0,0,1,2,2,0,1,0,0,20,18,0,0,0,63,10,53,17.19,44.03,0,0,41,22,0,0,0,0,4,1,2,60,38.01
4057,3,2,3,11310,6140,5170,8581,0,0,0,0,17,3081,70,5500,1,14207,67,43,66,30,5,10,0,3,0,0,0,2,4,13,0,0,0,0,8,1,0,0,0,0,0,0,0,45,30,9,10,11,1117,0,1117,324,0,324,365,0,365,428,0,428,11,0,333,0,333,262,64,3,2,2,0,0,6,4,2,2,0,0,32,27,3,0,1,54,19,35,16.17,41.31,0,0,32,22,0,1,1,0,5,1,2,52,18.01
4058,3,1,2,18038,10699,7100,9747,0,0,0,0,23,2965,70,6782,1,17642,100,40,66,34,0,8,0,1,0,1,0,0,2,12,3,1,0,0,20,1,0,0,3,0,0,0,0,42,35,11,12,12,1187,1187,0,378,378,0,387,387,0,422,422,0,10,0,427,0,427,332,76,8,8,3,0,0,3,3,0,0,0,0,27,24,3,0,0,69,15,54,14.9,41.16,0,0,47,22,0,1,1,0,7,1,2,61,29.07
4059,3,1,1,14341,10423,3918,10423,0,0,0,0,36,4142,0,0,1,19374,90,62,92,35,6,7,0,1,1,1,0,3,3,16,0,1,1,0,27,0,0,0,0,0,0,0,1,48,34,11,11,12,1148,565,583,336,158,178,402,201,201,410,206,204,9,2,445,0,445,292,133,13,6,1,0,0,14,13,1,4,0,0,20,40,6,1,0,64,12,52,15.64,42.17,0,0,40,24,0,4,0,4,5,1,2,54,32
4060,4,1,1,43029,14568,11979,9968,0,0,0,0,24,3195,62,6744,1,16225,54,62,74,26,1,15,0,0,0,0,0,0,1,13,2,1,0,0,20,2,1,0,2,0,0,0,0,42,26,8,8,10,824,439,385,252,131,121,268,141,127,304,167,137,2,0,314,0,310,240,38,4,25,3,4,0,5,5,0,3,0,0,20,10,4,0,0,53,8,45,13.39,39.98,0,0,26,27,0,2,1,1,4,1,2,60,36
4061,3,1,1,11000,5650,5350,8021,0,0,0,0,22,3430,58,4406,1,18844,56,45,34,18,0,6,0,0,1,1,0,2,12,10,0,1,2,0,20,0,0,0,0,0,0,0,1,24,18,5,6,7,485,247,238,136,69,67,152,79,73,197,99,98,4,0,144,0,144,131,9,4,0,0,0,0,7,6,1,0,0,0,11,13,3,0,1,38,4,34,12.85,41.63,0,0,27,11,0,0,0,0,4,1,2,61,39
4062,3,1,1,15298,8413,6885,9807,0,0,0,0,15,3397,79,5989,1,13505,70,41,86,30,1,8,0,0,1,1,0,0,4,22,1,1,4,0,20,0,0,0,1,0,0,0,1,39,30,9,10,11,1024,540,484,296,161,135,360,191,169,368,188,180,3,1,409,0,409,372,20,11,6,0,0,0,7,5,2,2,1,0,22,22,0,0,2,58,7,51,14.19,41.78,0,0,33,25,0,2,0,2,4,1,1,55,32.01
4063,3,2,1,13543,2555,3034,5915,0,0,0,0,8,1490,45,4182,1,9260,129,44,63,24,0,10,0,0,0,1,0,0,4,4,0,1,1,0,6,0,0,0,0,0,0,0,0,34,22,7,8,7,739,375,364,232,117,115,266,134,132,241,124,117,3,0,266,0,266,238,22,6,0,0,0,0,7,6,1,4,0,0,13,32,3,0,1,40,17,23,18.96,45.28,0,1,23,16,0,0,0,0,4,1,1,60,33.11
