stuID,schID,gender,pre_region,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
1,4763,2,1,2,2,#N/A,#N/A,3,3,3,3,3,4,4,4,4,3,4,3,3,3,2,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,0,0,0,470,0,0,0,0,1,0,0,0,0,0,255,3.448275862
2,4769,2,1,2,2,#N/A,#N/A,4,3,4,5,4,4,4,4,4,4,4,3,3,2,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,4,4,3,2,-5,0,-2,489,0,0,0,0,0,0,1,0,0,0,216.3333333,8.121827411
3,4763,2,1,2,2,#N/A,#N/A,5,3,4,5,4,3,3,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,0,0,0,250,0,0,0,1,0,0,0,0,0,0,222.3333333,3.448275862
4,4765,1,1,2,2,#N/A,#N/A,5,4,5,5,5,5,4,4,5,5,5,4,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,0,0,300,0,1,0,0,0,0,0,0,0,0,132,2.469135802
5,4769,2,1,2,2,#N/A,#N/A,2,2,3,2,4,4,4,4,3,2,3,2,3,4,2,3,2,2,4,3,3,3,2,3,3,2,3,3,3,3,4,4,2,2,2,0,0,0,460,0,1,0,0,0,0,0,0,0,0,190.3333333,8.121827411
6,4769,2,1,2,2,#N/A,#N/A,5,4,4,4,4,5,5,5,5,4,5,5,5,3,4,4,3,3,5,5,3,5,4,4,4,4,4,4,3,4,4,4,2,3,2,10,0,0,300,0,0,0,0,0,0,0,1,0,0,244,8.121827411
7,4763,2,1,2,2,#N/A,#N/A,5,3,5,5,3,3,3,3,4,3,4,5,4,3,5,3,4,4,4,4,4,5,3,3,3,3,3,3,3,3,2,3,3,2,2,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,131.6666667,3.448275862
8,4769,2,1,2,2,#N/A,#N/A,4,3,3,5,3,4,5,4,4,3,5,4,3,2,2,3,3,3,3,3,2,3,4,4,3,3,3,4,3,3,3,3,2,2,2,10,-5,-5,380,1,0,0,0,0,0,0,0,0,0,153,8.121827411
9,4769,2,1,2,2,#N/A,#N/A,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,-1,-1,-1,4,5,4,5,4,4,3,4,3,3,3,3,3,10,0,0,400,0,0,0,1,0,0,0,0,0,0,265.3333333,8.121827411
10,4765,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,-5,0,0,350,1,0,0,0,0,0,0,0,0,0,173.6666667,2.469135802
11,4763,2,1,2,2,#N/A,#N/A,3,5,3,3,3,4,4,3,4,3,4,1,1,1,3,3,3,5,5,5,1,1,3,3,2,5,2,5,5,4,5,5,3,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,222.6666667,3.448275862
12,4758,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,5,5,5,5,5,8,0,0,500,1,0,0,0,0,0,0,0,0,0,182,0
13,4758,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,17,-5,-5,-1,0,1,0,0,0,0,0,0,0,0,248.3333333,0
14,4769,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,1,3,1,5,5,5,5,5,5,3,2,2,2,2,2,3,3,4,4,4,4,4,4,2,2,1,1,1,0,0,0,150,1,0,0,0,0,0,0,0,0,0,244,8.121827411
15,4765,1,1,2,2,#N/A,#N/A,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,0,0,0,180,1,0,0,0,0,0,0,0,0,0,141.6666667,2.469135802
16,4764,1,1,2,2,#N/A,#N/A,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,2,4,2,3,4,3,3,4,4,4,3,3,4,4,4,3,4,2,0,0,4.1,170,0,1,0,0,0,0,0,0,0,0,167,10.75268817
17,4763,2,1,2,2,#N/A,#N/A,5,3,4,5,4,5,5,5,5,5,5,5,3,3,4,5,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,0,0,0,200,1,0,0,0,0,0,0,0,0,0,199,3.448275862
18,4765,1,1,2,2,#N/A,#N/A,5,3,3,5,3,4,4,4,4,4,4,3,3,5,5,5,4,4,2,4,3,4,4,2,3,3,3,3,3,4,4,3,2,2,3,25,-5,-5,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,169.6666667,2.469135802
19,4763,2,1,2,2,#N/A,#N/A,4,4,4,5,5,4,4,5,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,200,1,0,0,0,0,0,0,0,0,0,200.3333333,3.448275862
20,4765,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,2,4,3,2,-1,3,-1,3,4,4,4,4,3,3,5,5,5,5,1,7,-5,-5,300,1,0,0,0,0,0,0,0,0,0,252.6666667,2.469135802
21,4765,1,1,2,2,#N/A,#N/A,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,4,4,0,0,0,350,1,0,0,0,0,0,0,0,0,0,136.3333333,2.469135802
22,4763,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,5,4,4,3,5,4,2,2,3,2,5,2,3,3,3,3,4,3,3,4,4,3,2,2,1,0,0,0,250,0,0,0,0,0,0,1,0,0,0,224.3333333,3.448275862
23,4759,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,3,4,4,4,3,1,1,3,5,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,-5,-5,-5,150,1,0,0,0,0,0,0,0,0,0,214,2.702702703
24,4769,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,700,0,0,0,0,1,0,0,0,0,0,188.6666667,8.121827411
25,4769,2,1,2,2,#N/A,#N/A,4,4,3,4,4,5,5,4,4,3,4,5,5,3,4,4,3,3,5,4,3,3,4,5,4,4,4,3,3,3,5,5,5,4,5,13,-5,-5,200,1,0,0,0,0,0,0,0,0,0,275,8.121827411
26,4769,2,1,2,2,#N/A,#N/A,3,3,3,3,3,4,4,2,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,3,3,3,4,13,0,0,600,1,0,0,0,0,0,0,0,0,0,272,8.121827411
27,4765,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,3,3,4,19,-5,-3,450,1,0,0,0,0,0,0,0,0,0,187,2.469135802
28,4763,2,1,2,2,#N/A,#N/A,5,4,4,4,3,4,4,5,4,5,5,5,4,2,5,4,5,4,5,1,1,5,5,5,5,5,5,5,5,5,3,4,5,5,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,3.448275862
29,4769,2,1,2,2,#N/A,#N/A,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,1,-5,-5,-5,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,8.121827411
30,4769,2,1,2,2,#N/A,#N/A,4,3,3,3,3,5,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,2,4,2,4,4,3,2,2,4,3,2,2,2,0,0,0,100,0,0,0,0,0,0,0,1,0,0,165.6666667,8.121827411
31,4765,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,4,3,3,2,2,2,2,3,3,5,4,2,2,1,11,-5,0,200,1,0,0,0,0,0,0,0,0,0,243.6666667,2.469135802
32,4779,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,2,1,0,3,0,550,1,0,0,0,0,0,0,0,0,0,251.6666667,12.5
33,4765,1,1,2,2,#N/A,#N/A,3,3,3,4,3,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,3,2,3,0,0,0,150,0,0,1,0,0,0,0,0,0,0,200,2.469135802
34,4769,2,1,2,2,#N/A,#N/A,5,4,4,4,3,3,3,4,4,5,4,4,2,2,3,3,2,2,3,2,1,3,4,4,3,2,4,4,4,5,3,4,4,3,2,0,0,0,230,0,1,0,0,0,0,0,0,0,0,219.3333333,8.121827411
35,4769,2,1,2,2,#N/A,#N/A,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,0,0,0,150,0,1,0,0,0,0,0,0,0,0,181.3333333,8.121827411
36,4760,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,1,0,0,500,1,0,0,0,0,0,0,0,0,0,185,6.12244898
37,4778,1,1,2,2,#N/A,#N/A,5,5,5,5,5,3,3,4,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,-5,-5,3,400,1,0,0,0,0,0,0,0,0,0,219,1.818181818
38,4574,1,1,2,2,#N/A,#N/A,5,1,2,5,1,4,4,3,3,4,5,5,5,3,4,4,5,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,650,1,0,0,0,0,0,0,0,0,0,266.6666667,0.440528634
39,4760,2,1,2,2,#N/A,#N/A,5,4,5,5,4,4,4,5,4,4,5,3,4,4,5,3,3,1,3,3,4,4,4,3,3,3,3,4,3,3,4,3,3,3,2,8,-5,-5,-1,0,1,0,0,0,0,0,0,0,0,245.6666667,6.12244898
40,4775,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,2,4,3,4,3,3,3,2,4,3,4,3,4,2,2,3,3,4,2,2,3,2,0,8,0,600,0,0,0,0,0,0,1,0,0,0,204.3333333,2.456140351
41,4777,2,1,2,2,#N/A,#N/A,5,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,2,-5,0,0,600,0,0,0,0,0,0,0,1,0,0,210.3333333,4.166666667
42,4778,1,1,2,2,#N/A,#N/A,5,4,4,5,5,4,4,3,4,4,4,3,3,2,3,4,4,4,4,4,2,3,3,2,4,3,3,2,4,4,1,1,3,2,4,0,0,0,600,0,0,0,0,0,1,0,0,0,0,238.6666667,1.818181818
43,4760,2,1,2,2,#N/A,#N/A,4,2,3,3,3,3,4,2,4,4,5,2,2,2,2,2,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,2,2,400,0,0,0,0,1,0,0,0,0,0,244.3333333,6.12244898
44,4734,1,1,2,2,#N/A,#N/A,5,4,5,5,4,4,4,4,4,4,4,4,4,3,5,4,4,4,2,4,2,4,3,3,3,3,3,3,3,3,4,4,3,4,4,8,-5,-1,600,0,0,0,0,0,0,0,1,0,0,267.6666667,0.255102041
45,4761,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,759,1,0,0,0,0,0,0,0,0,0,191.3333333,5.633802817
46,4777,2,1,2,2,#N/A,#N/A,4,3,4,4,4,4,4,5,5,5,5,3,2,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,164,4.166666667
47,4761,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,9,0,0,450,0,0,0,0,0,0,0,1,0,0,273.3333333,5.633802817
48,5260,1,1,2,2,#N/A,#N/A,4,4,4,5,4,5,5,5,5,5,5,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,2,-5,-5,350,1,0,0,0,0,0,0,0,0,0,198.3333333,7.874015748
49,4757,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,4,4,4,4,3,3,3,3,4,2,3,4,4,4,4,4,2,16.5,2,0,800,0,0,1,0,0,0,0,0,0,0,258.3333333,2.083333333
50,4760,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,5,4,4,4,3,5,4,5,5,5,5,5,4,4,14,0,0,600,0,0,1,0,0,0,0,0,0,0,271.6666667,6.12244898
51,4761,1,1,2,2,#N/A,#N/A,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,1,3,4,2,2,3,3,3,2,3,2,3,4,2,4,4,4,4,4,11,-5,-5,300,0,1,0,0,0,0,0,0,0,0,179,5.633802817
52,4777,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,3,3,3,3,3,4,4,4,4,4,4,3,4,4,5,5,3,3,3,15,-5,-5,300,1,0,0,0,0,0,0,0,0,0,201.3333333,4.166666667
53,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54,4742,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,1,-2,-1.8,650,0,0,0,0,0,0,0,1,0,0,264,1.149425287
55,4777,2,1,2,2,#N/A,#N/A,4,3,3,4,2,3,3,3,3,3,3,3,2,1,3,2,4,5,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,8.5,0,0,500,0,0,0,0,0,0,1,0,0,0,214.3333333,4.166666667
56,4778,1,1,#N/A,#N/A,#N/A,#N/A,3,3,3,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,2,3,4,3,3,2,3,3,3,4,3,4,3,3,3,4,5,4,4,3,2,2,0,0,1,310,1,0,0,0,0,0,0,0,0,0,227.3333333,1.818181818
57,4760,2,1,2,2,#N/A,#N/A,5,5,5,3,2,4,4,5,5,1,1,4,3,4,3,3,3,4,4,4,2,3,3,3,3,3,3,2,4,3,3,3,3,2,1,-5,0,0,200,1,0,0,0,0,0,0,0,0,0,162,6.12244898
58,4777,2,1,2,2,#N/A,#N/A,5,4,4,5,5,5,5,5,5,5,5,4,4,3,4,5,3,2,4,3,4,4,4,3,4,4,4,4,4,4,5,2,3,2,1,-5,0,-5,150,0,0,0,0,0,0,0,0,1,0,175.3333333,4.166666667
59,4760,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,-5,-5,250,0,0,0,0,1,0,0,0,0,0,259,6.12244898
60,4777,2,1,2,2,#N/A,#N/A,5,4,4,5,4,4,4,4,4,4,4,3,3,2,4,4,3,3,3,2,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,0,0,0,110,1,0,0,0,0,0,0,0,0,0,186.3333333,4.166666667
61,4584,2,1,2,2,#N/A,#N/A,5,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,2,3,3,3,2,2,3,3,4,4,3,3,4,3,4,4,4,3,2,8,0,-5,500,0,0,0,0,0,1,0,0,0,0,244.6666667,7.407407407
62,4777,2,1,2,2,#N/A,#N/A,4,4,3,4,3,4,3,2,2,2,3,3,3,2,3,3,4,3,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,0,-2,0,317,1,0,0,0,0,0,0,0,0,0,167.3333333,4.166666667
63,4731,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,5,4,2,3,2,0,0,0,500,0,0,0,0,1,0,0,0,0,0,185,2.116402116
64,4761,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,4,4,3,4,3,4,3,3,1,2,2,2,3,3,4,3,3,3,2,14,0,0,450,1,0,0,0,0,0,0,0,0,0,173.3333333,5.633802817
65,4761,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,2,2,2,2,3,10,0,0,500,1,0,0,0,0,0,0,0,0,0,241.6666667,5.633802817
66,5250,1,2,2,2,#N/A,#N/A,5,5,5,5,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,0,0,0,550,0,1,0,0,0,0,0,0,0,0,200.6666667,7.096774194
67,4761,1,1,2,2,#N/A,#N/A,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,3,3,2,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,0,6,0,400,0,0,1,0,0,0,0,0,0,0,229.6666667,5.633802817
68,4760,2,1,2,2,#N/A,#N/A,5,4,4,4,3,4,4,4,4,4,4,4,5,1,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,1,0,0,0,450,1,0,0,0,0,0,0,0,0,0,196.6666667,6.12244898
69,4688,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,5,5,5,5,4,4,2,3,3,3,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,300,0,0,0,0,1,0,0,0,0,0,185.3333333,2.489626556
70,4760,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,-1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,5,-5,-5,300,0,1,0,0,0,0,0,0,0,0,171,6.12244898
71,4761,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,2,4,4,3,4,4,4,3,3,4,4,4,3,5,4,3,4,3,-5,-5,-3,300,0,0,0,0,0,0,0,1,0,0,225,5.633802817
72,4772,2,1,2,2,#N/A,#N/A,5,4,3,5,4,4,3,3,2,2,3,3,3,4,3,3,4,3,4,4,5,4,3,4,4,4,5,4,4,4,3,3,3,4,2,0,0,13,340,0,1,0,0,0,0,0,0,0,0,203.6666667,10.07194245
73,4770,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-5,-2,450,0,1,0,0,0,0,0,0,0,0,294.6666667,2.916666667
74,4772,2,1,2,2,#N/A,#N/A,4,4,4,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,-5,800,0,0,0,0,0,0,0,1,0,0,279,10.07194245
75,4766,1,1,2,2,#N/A,#N/A,5,5,4,5,5,5,5,5,5,5,5,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,-5,2,-5,310,1,0,0,0,0,0,0,0,0,0,260.6666667,5.319148936
76,4766,1,1,2,2,#N/A,#N/A,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,-1,-5,-1,500,1,0,0,0,0,0,0,0,0,0,238.6666667,5.319148936
77,4772,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,2,4,4,3,4,2,2,3,2,3,3,3,4,4,3,3,3,4,0,0,0,400,0,1,0,0,0,0,0,0,0,0,167.3333333,10.07194245
78,4772,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,2,2,3,4,5,4,4,5,3,3,4,5,5,5,5,5,18,-5,-5,300,0,0,0,0,0,0,0,1,0,0,246,10.07194245
79,4782,1,1,2,2,#N/A,#N/A,5,4,4,4,5,4,4,3,4,4,5,5,5,3,4,5,3,2,3,2,2,3,3,3,4,3,4,3,3,4,3,3,2,2,4,14,-5,-5,300,1,0,0,0,0,0,0,0,0,0,199.3333333,4.109589041
80,4766,1,1,2,2,#N/A,#N/A,5,3,3,5,3,3,3,1,4,5,4,4,3,1,5,4,4,5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,7,-5,-5,300,0,1,0,0,0,0,0,0,0,0,202.6666667,5.319148936
81,4766,1,1,1,1,6,체육중학교 진학을 위해,5,5,5,5,5,3,3,4,4,4,5,5,5,5,5,5,2,1,2,1,3,3,3,4,3,1,5,4,3,4,4,3,4,3,2,13,-5,-3,1000,0,1,0,0,0,0,0,0,0,0,189.3333333,5.319148936
82,4766,1,1,2,2,#N/A,#N/A,5,5,5,4,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,0,0,0,250,0,1,0,0,0,0,0,0,0,0,161.6666667,5.319148936
83,4590,2,1,2,2,#N/A,#N/A,4,5,3,3,4,3,3,3,3,3,3,2,5,4,3,4,3,3,4,3,2,4,4,4,4,4,5,4,4,4,3,2,2,3,2,-5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,134.3333333,2.222222222
84,4780,2,1,2,2,#N/A,#N/A,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,2,26,0,0,600,1,0,0,0,0,0,0,0,0,0,216.3333333,4.87804878
85,4772,2,1,2,2,#N/A,#N/A,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,0,6,390,1,0,0,0,0,0,0,0,0,0,223.6666667,10.07194245
86,4766,1,1,2,2,#N/A,#N/A,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,2,3,3,2,3,3,4,4,4,3,4,3,4,4,4,4,3,3,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,239.3333333,5.319148936
87,4743,1,1,2,2,#N/A,#N/A,4,4,5,5,3,4,4,4,3,3,4,3,4,2,3,4,4,4,3,3,4,4,4,5,4,4,4,5,4,5,5,5,4,4,3,10,0,0,990,0,0,0,0,1,0,0,0,0,0,244.3333333,#N/A
88,4772,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,7,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,236,10.07194245
89,4770,1,1,1,1,1,#N/A,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,2,2,2,-5,-5,8,400,1,0,0,0,0,0,0,0,0,0,182.6666667,2.916666667
90,4766,1,1,2,2,#N/A,#N/A,5,4,3,2,4,3,4,5,4,4,3,2,2,1,4,2,3,2,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,6,-5,-5,400,1,0,0,0,0,0,0,0,0,0,237.6666667,5.319148936
91,4766,1,1,2,2,#N/A,#N/A,3,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,3,0,0,0,160,1,0,0,0,0,0,0,0,0,0,272.3333333,5.319148936
92,4766,1,1,2,2,#N/A,#N/A,4,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,162.6666667,5.319148936
93,4766,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,3,3,3,2,3,2,3,3,3,3,3,3,3,16,0,1,600,0,0,0,0,0,0,1,0,0,0,264,5.319148936
94,4766,1,1,2,2,#N/A,#N/A,3,3,4,4,3,4,5,5,5,5,5,4,4,3,4,4,2,1,3,2,2,4,4,3,4,3,4,3,3,4,3,3,4,3,4,10,0,0,200,1,0,0,0,0,0,0,0,0,0,177,5.319148936
95,4766,1,1,2,2,#N/A,#N/A,5,5,5,5,5,3,3,3,3,3,4,5,5,4,5,5,2,3,4,3,2,3,2,2,2,2,2,3,4,3,4,4,3,3,1,12,-5,-5,250,1,0,0,0,0,0,0,0,0,0,209.3333333,5.319148936
96,4766,1,1,2,2,#N/A,#N/A,4,4,3,5,4,3,3,3,3,3,4,4,5,2,3,4,3,3,4,4,4,3,3,4,4,3,4,3,4,3,4,3,2,2,2,17,-5,-5,450,0,0,1,0,0,0,0,0,0,0,270,5.319148936
97,4766,1,1,2,2,#N/A,#N/A,4,4,4,4,4,5,4,4,5,4,5,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,11,0,0.5,600,0,0,1,0,0,0,0,0,0,0,270.6666667,5.319148936
98,4772,2,1,2,2,#N/A,#N/A,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,8,0,0,400,0,0,0,1,0,0,0,0,0,0,264.3333333,10.07194245
99,4766,1,1,2,2,#N/A,#N/A,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5,5,4,12,-5,-5,450,0,0,0,0,0,0,0,1,0,0,184.3333333,5.319148936
