stuID,schID,gender,pre_region,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
5325,4283,2,3,2,2,#N/A,#N/A,3,3,2,3,4,4,4,2,4,2,4,2,2,2,2,3,4,2,3,4,4,4,5,5,5,5,5,5,5,4,3,2,1,2,3,5,-5,-5,250,0,0,0,0,0,0,0,0,1,0,249.6666667,0.840336134
5326,4277,2,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,0,0,0,330,1,0,0,0,0,0,0,0,0,0,232,0
5327,4277,1,3,2,2,#N/A,#N/A,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,10,-5,-5,300,1,0,0,0,0,0,0,0,0,0,177.6666667,0
5328,4277,1,3,2,2,#N/A,#N/A,5,4,5,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,3,9,-2,-2,400,0,0,0,1,0,0,0,0,0,0,288.3333333,0
5329,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5330,4277,1,3,2,2,#N/A,#N/A,5,5,5,5,4,3,3,3,4,3,4,4,3,3,3,3,4,2,3,4,4,4,4,4,3,3,3,4,3,4,3,2,3,3,3,0,0,0,200,1,0,0,0,0,0,0,0,0,0,194,0
5331,4277,2,3,2,2,#N/A,#N/A,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,9,-5,-1,410,1,0,0,0,0,0,0,0,0,0,193.6666667,0
5332,4279,2,3,2,2,#N/A,#N/A,4,3,4,5,4,4,4,4,4,4,4,3,3,2,3,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,5,0,0,400,0,0,0,0,1,0,0,0,0,0,211.3333333,4.494382022
5333,4277,1,3,2,2,#N/A,#N/A,5,4,3,5,5,3,3,3,3,3,3,5,5,2,1,1,4,3,3,3,3,2,4,3,4,3,4,3,3,3,4,3,2,2,2,7,-5,-5,300,1,0,0,0,0,0,0,0,0,0,229.3333333,0
5334,4277,1,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,4,4,2,2,14,0,0,500,0,0,0,1,0,0,0,0,0,0,240.3333333,0
5335,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5336,4277,1,3,2,2,#N/A,#N/A,4,4,3,4,3,4,4,3,4,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,5,0,1,400,1,0,0,0,0,0,0,0,0,0,224,0
5337,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5338,4277,2,3,2,2,#N/A,#N/A,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,0,0,0,450,0,1,0,0,0,0,0,0,0,0,204,0
5339,4279,2,3,2,2,#N/A,#N/A,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,4,4,3,4,3,3,4,3,3,3,4,3,3,2,4,-5,-5,-5,250,1,0,0,0,0,0,0,0,0,0,233.6666667,4.494382022
5340,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5341,4277,2,3,2,2,#N/A,#N/A,4,3,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,252,0
5345,5082,1,4,2,2,#N/A,#N/A,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,161.6666667,5
5346,4283,1,3,2,2,#N/A,#N/A,4,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200.6666667,0.840336134
5347,4277,1,3,2,2,#N/A,#N/A,5,4,3,4,3,4,3,2,3,3,5,3,4,3,4,4,4,3,4,4,3,4,4,4,3,3,2,3,4,3,4,5,4,4,3,-1,-5,0,120,1,0,0,0,0,0,0,0,0,0,204.6666667,0
5348,4300,1,3,2,2,#N/A,#N/A,4,4,5,5,4,5,5,4,5,4,5,4,5,3,4,4,5,4,5,1,3,4,4,4,5,4,5,4,3,4,3,4,4,4,1,-4,0,0,250,1,0,0,0,0,0,0,0,0,0,146,6.52173913
5349,5272,1,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,3,4,4,4,5,3,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,7,-5,-5,310,1,0,0,0,0,0,0,0,0,0,207,2.290076336
5350,4300,1,3,2,2,#N/A,#N/A,5,4,4,5,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,5,4,4,3,3,3,3,3,3,5,5,4,4,5,9,-5,-5,400,1,0,0,0,0,0,0,0,0,0,136.6666667,6.52173913
5351,4298,2,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,243.6666667,2.985074627
5352,4298,2,3,2,2,#N/A,#N/A,3,3,3,3,3,4,4,3,3,4,4,2,3,2,2,3,4,4,3,3,3,3,4,4,4,3,4,3,4,4,5,4,3,4,1,12,-5,-5,500,1,0,0,0,0,0,0,0,0,0,223.6666667,2.985074627
5353,4300,1,3,2,2,#N/A,#N/A,4,4,4,4,3,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,4,4,3,3,-5,8,-5,300,0,0,0,0,0,1,0,0,0,0,122.3333333,6.52173913
5354,4296,2,3,2,2,#N/A,#N/A,4,3,3,4,4,3,3,2,4,3,4,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,3,2,2,2,2,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,190.3333333,5.384615385
5355,4298,2,3,2,2,#N/A,#N/A,3,3,3,3,3,5,5,5,5,5,5,2,3,2,2,3,4,4,3,3,3,3,4,4,4,3,4,3,4,4,5,4,3,4,2,15,-5,-5,600,1,0,0,0,0,0,0,0,0,0,212,2.985074627
5356,4300,1,3,2,2,#N/A,#N/A,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,3,4,-1,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,1,5,-5,-5,250,0,1,0,0,0,0,0,0,0,0,131.6666667,6.52173913
5357,4300,1,3,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,2,3,2,2,3,4,4,4,3,3,3,3,3,4,4,3,4,2,13,-5,-5,230,0,0,1,0,0,0,0,1,0,0,141.3333333,6.52173913
5358,4298,2,3,2,#N/A,#N/A,#N/A,3,3,4,3,4,4,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,300,1,0,0,0,0,0,0,0,0,0,122.3333333,2.985074627
5359,4296,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,5,4,5,5,4,4,3,4,4,3,1,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,-5,-5,-1,450,1,0,0,0,0,0,0,0,0,0,190.3333333,5.384615385
5360,4298,2,3,2,2,#N/A,#N/A,4,4,3,3,3,3,5,3,5,3,3,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,#N/A,2.985074627
5361,4300,1,3,2,2,#N/A,#N/A,5,3,4,5,3,4,4,4,4,4,4,3,3,2,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,2,5,0,2,400,0,0,0,0,0,1,0,0,0,0,133.6666667,6.52173913
5362,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5363,4297,2,4,2,2,#N/A,#N/A,3,4,3,3,4,4,4,4,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,9,-5,-5,500,1,0,0,0,0,0,0,0,0,0,211,0.229885057
5364,4298,2,3,2,2,#N/A,#N/A,5,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,2,3,0,0,0,250,1,0,0,0,0,0,0,0,0,0,148,2.985074627
5365,5275,2,4,2,2,#N/A,#N/A,5,4,3,5,4,4,4,4,4,4,4,3,2,3,3,4,3,3,3,3,4,4,2,2,4,3,3,2,3,3,4,2,3,3,4,5,-5,-5,100,1,0,0,0,0,0,0,0,0,0,181,1.075268817
5366,4298,2,3,2,2,#N/A,#N/A,4,3,4,4,4,5,5,5,5,5,5,2,2,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,7,-5,-5,230,0,1,0,0,0,0,0,0,0,0,128.5,2.985074627
5367,4296,1,3,1,1,1,#N/A,5,4,4,5,4,4,4,4,4,4,5,4,4,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,0,0,0,250,0,1,0,0,0,0,0,0,0,0,163.6666667,5.384615385
5368,4300,1,3,2,2,#N/A,#N/A,4,3,3,4,3,4,4,4,4,4,4,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,4,3,3,1,2,3,-5,-5,-5,-1,0,0,0,0,0,1,0,0,0,0,143.6666667,6.52173913
5369,4300,1,3,2,2,#N/A,#N/A,4,4,3,4,4,3,4,2,3,2,4,3,3,1,3,4,2,2,2,2,2,3,4,3,4,3,4,4,4,3,3,3,2,3,4,1,0,0,280,0,0,0,1,0,0,0,0,0,0,175.3333333,6.52173913
5370,4300,1,3,2,2,#N/A,#N/A,5,4,4,5,5,4,4,3,3,2,4,3,4,4,5,4,2,3,3,3,2,3,3,3,2,2,2,2,2,2,4,4,4,3,3,1,-5,-5,520,1,0,0,0,0,0,0,0,0,0,195,6.52173913
5371,4298,2,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,4,0,0,0,230,1,0,0,0,0,0,0,0,0,0,150,2.985074627
5372,4298,2,3,#N/A,#N/A,#N/A,#N/A,4,5,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,16,0,0,250,1,0,0,0,0,0,0,0,0,0,199.6666667,2.985074627
5373,4296,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,3,3,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,3,-5,5,-5,400,1,0,0,0,0,0,0,0,0,0,211.3333333,5.384615385
5374,4300,1,3,2,2,#N/A,#N/A,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,-5,-5,300,1,0,0,0,0,0,0,0,0,0,148,6.52173913
5375,4300,1,3,2,2,#N/A,#N/A,5,4,4,5,4,4,4,4,4,4,4,2,3,3,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,4,2,3,4,-5,-5,-5,500,1,0,0,0,0,0,0,0,0,0,139,6.52173913
5376,4298,2,3,2,2,#N/A,#N/A,4,4,5,5,4,4,4,3,5,3,4,5,4,3,5,5,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,0,0,320,1,0,0,0,0,0,0,0,0,0,192,2.985074627
5377,4299,2,3,2,2,#N/A,#N/A,5,5,5,5,5,1,2,3,2,1,5,5,4,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,0,0,300,1,0,0,0,0,0,0,0,0,0,136,0.921658986
5378,4300,1,3,2,2,#N/A,#N/A,3,3,3,4,4,5,5,5,5,5,5,4,5,3,3,5,3,2,4,3,4,4,5,5,4,4,5,4,4,4,4,4,4,5,3,-3,-5,-5,400,0,0,0,0,0,1,0,0,0,0,138.6666667,6.52173913
5379,4300,1,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,-5,-5,500,1,0,0,0,0,0,0,0,0,0,148.3333333,6.52173913
5380,4298,2,3,2,2,#N/A,#N/A,4,3,3,5,4,4,4,3,4,3,4,3,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,10,0,240,1,0,0,0,0,0,0,0,0,0,141.6666667,2.985074627
5381,4300,1,3,2,2,#N/A,#N/A,5,3,3,5,2,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,-5,-5,25,300,0,0,0,0,0,1,0,0,0,0,122.3333333,6.52173913
5382,4296,1,3,2,2,#N/A,#N/A,5,5,3,3,3,4,4,3,3,4,4,5,3,2,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,0,0,0,205,0,1,0,0,0,0,0,0,0,0,141.3333333,5.384615385
5383,4298,2,3,#N/A,#N/A,#N/A,#N/A,5,5,5,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,5,25,0,0,160,1,0,0,0,0,0,0,0,0,0,182.3333333,2.985074627
5384,4297,1,4,2,2,#N/A,#N/A,5,5,4,5,4,4,4,3,3,4,4,4,2,3,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,600,1,0,0,0,0,0,0,0,0,0,202.6666667,0.229885057
5385,4300,1,3,2,2,#N/A,#N/A,4,4,3,4,4,4,4,1,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,2,2,2,1,-5,-5,-5,200,0,1,0,0,0,0,0,0,0,0,169.3333333,6.52173913
5386,4299,2,3,2,2,#N/A,#N/A,4,4,3,4,5,4,4,4,4,4,5,3,4,5,5,5,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,4,-5,-5,130,0,0,0,0,0,0,1,0,0,0,159,0.921658986
5387,4300,1,3,2,2,#N/A,#N/A,5,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,4,0,0,0,250,1,0,0,0,0,0,0,0,0,0,140.6666667,6.52173913
5388,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5389,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,3,3,3,3,3,3,4,4,2,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,8,-5,-5,410,0,0,0,0,1,0,0,0,0,0,192.3333333,10.85271318
5390,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,7,-5,1,450,1,0,0,0,0,0,0,0,0,0,185.6666667,10.85271318
5391,4292,2,3,2,2,#N/A,#N/A,5,4,4,5,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,5,-5,-2,300,0,0,0,1,0,0,0,0,0,0,277.3333333,4
5392,4294,2,3,2,#N/A,#N/A,#N/A,3,4,3,4,4,5,5,5,5,3,5,3,3,2,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3,0,0,500,1,0,0,0,0,0,0,0,0,0,245,10.85271318
5393,4294,2,3,2,2,#N/A,#N/A,4,4,3,4,4,5,5,5,5,5,5,3,3,3,4,4,4,2,3,3,2,2,4,4,4,4,4,4,3,3,3,3,3,2,2,0,0,0,250,0,0,0,0,0,1,0,0,0,0,173,10.85271318
5394,4292,2,3,2,2,#N/A,#N/A,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,3,5,4,5,4,3,4,3,3,4,10,-5,-5,450,1,0,0,0,0,0,0,0,0,0,245.3333333,4
5395,4292,2,3,2,2,#N/A,#N/A,3,4,3,4,4,3,3,5,4,1,3,3,3,2,2,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202.6666667,4
5396,4292,2,3,2,2,#N/A,#N/A,5,3,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,6,-5,1,0,1,0,0,0,0,0,0,0,0,0,200,4
5397,4295,1,3,2,2,#N/A,#N/A,4,3,3,3,3,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,-5,-5,1000,0,0,0,1,0,0,0,0,0,0,277,3.846153846
5398,4294,2,3,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,13,-5,-5,400,1,0,0,0,0,0,0,0,0,0,232,10.85271318
5399,4295,1,3,2,2,#N/A,#N/A,4,4,4,3,4,3,3,1,3,1,3,2,4,1,1,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,-5,-5,-5,180,1,0,0,0,0,0,0,0,0,0,166.3333333,3.846153846
5400,4294,2,3,2,2,#N/A,#N/A,3,4,4,5,2,3,2,2,3,2,3,5,4,5,3,5,3,4,-1,2,5,4,4,5,4,4,5,5,5,5,5,4,3,4,1,0,0,0,250,1,1,0,0,0,0,0,0,0,0,154.6666667,10.85271318
5401,4292,2,3,2,2,#N/A,#N/A,5,5,4,5,4,5,5,5,5,5,5,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,2.5,200,1,0,0,0,0,0,0,0,0,0,229,4
5402,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,3,3,3,3,2,5,3,3,2,3,3,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,141,10.85271318
5403,4295,1,3,2,2,#N/A,#N/A,5,5,5,5,4,5,5,5,5,5,5,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,17,0,0,700,1,0,0,0,0,0,0,0,0,0,169,3.846153846
5404,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,5,4,-1,5,4,4,3,-5,-5,-5,350,1,0,0,0,0,0,0,0,0,0,205,10.85271318
5405,4293,1,3,2,2,#N/A,#N/A,5,3,4,5,4,3,3,3,4,3,5,5,5,4,5,5,3,2,3,4,3,3,4,4,3,3,4,3,4,4,3,3,3,3,4,-5,-5,-5,150,0,0,0,0,0,1,0,0,0,0,160.3333333,3.883495146
5406,4293,1,3,2,2,#N/A,#N/A,5,5,4,4,4,4,4,3,4,4,5,5,5,1,5,5,3,2,3,1,2,3,3,2,1,2,3,3,2,3,5,4,4,5,3,20,-5,6,-1,0,1,0,0,0,0,0,0,0,0,252.3333333,3.883495146
5407,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,5,3,3,3,3,4,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,4,4,3,3,0,0,0,200,1,0,0,0,0,0,0,0,0,0,150,10.85271318
5408,4293,1,3,2,2,#N/A,#N/A,4,3,3,4,2,4,4,2,4,2,4,2,2,1,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,22,-5,-5,55,1,0,0,0,0,0,0,0,0,0,190.3333333,3.883495146
5409,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,-9,-7,-5,500,1,0,0,0,0,0,0,0,0,0,173.3333333,10.85271318
5410,4292,2,3,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-5,-5,-5,200,1,0,0,0,0,0,0,0,0,0,191,4
5411,4294,2,3,2,2,#N/A,#N/A,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-5,0,0,-1,0,0,0,0,0,0,1,0,0,0,190.3333333,10.85271318
5412,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,4,4,4,3,4,4,4,4,4,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,4,2,2,2,0,0,0,400,0,0,0,0,0,0,1,0,0,0,206.6666667,10.85271318
5413,4294,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,4,3,4,4,5,4,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,-1.1,89,0,1,0,0,0,0,0,0,0,0,168,10.85271318
5414,4295,1,3,2,2,#N/A,#N/A,4,2,4,5,4,3,3,3,3,3,3,3,3,3,2,3,4,2,3,1,1,4,4,3,3,3,3,4,2,3,4,3,3,4,2,-2,0,0,150,0,0,0,0,0,1,0,0,0,0,141,3.846153846
5415,4293,1,3,2,2,#N/A,#N/A,4,4,4,4,5,3,3,3,3,3,5,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,11,-5,-3,300,1,0,0,0,0,0,0,0,0,0,169.6666667,3.883495146
5416,4292,2,3,2,2,#N/A,#N/A,4,4,4,4,4,3,4,3,4,3,4,4,3,2,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,12,0,0,480,0,0,0,0,0,0,1,0,0,0,208,4
5417,4293,1,3,2,2,#N/A,#N/A,4,4,4,5,5,4,4,3,5,2,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,1,7,-5,-5,450,1,0,0,0,0,0,0,0,0,0,244.6666667,3.883495146
5418,4293,1,3,2,2,#N/A,#N/A,4,3,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,4,0,0,0,200,0,0,0,0,0,1,0,0,0,0,195,3.883495146
5419,4292,2,3,2,2,#N/A,#N/A,5,4,4,5,4,3,3,1,3,1,3,5,5,3,5,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,-5,29,-5,480,1,0,0,0,0,0,0,0,0,0,268.6666667,4
